,number,model_name,slump,allStarts
130,2131,Ｓ天下布武４ＨＨ,246,5411
131,2132,Ｓ天下布武４ＨＨ,-2961,6217
132,2133,Ｓ天下布武４ＨＨ,169,4519
133,2134,Ｓ天下布武４ＨＨ,-459,4120
134,2135,Ｓ天下布武４ＨＨ,-2643,4637
135,2136,Ｓマジカルハロウィン７ＫＵ,-363,2384
136,2137,Ｓマジカルハロウィン７ＫＵ,-1953,5132
137,2138,Ｓマジカルハロウィン７ＫＵ,-859,1605
138,2139,Ｓマジカルハロウィン７ＫＵ,-790,3443
139,2140,Ｓマジカルハロウィン７ＫＵ,355,1734
140,2141,Ｓルパン三世イタリアの夢Ｈ５,734,2484
141,2142,Ｓルパン三世イタリアの夢Ｈ５,-1943,5282
142,2143,Ｓルパン三世イタリアの夢Ｈ５,-998,1134
143,2144,Ｓルパン三世イタリアの夢Ｈ５,-1669,2283
144,2145,パチスロ聖闘士星矢海皇覚醒ＫＨ,-3396,7053
145,2146,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1837,5294
146,2147,パチスロ聖闘士星矢海皇覚醒ＫＨ,-804,4289
147,2148,パチスロ聖闘士星矢海皇覚醒ＫＨ,-2354,6207
148,2149,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1500,2566
149,2150,パチスロ聖闘士星矢海皇覚醒ＫＨ,-607,5528
150,2151,パチスロ聖闘士星矢海皇覚醒ＫＨ,-2592,4273
151,2152,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,6312,6890
152,2153,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-374,4367
153,2154,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1122,7532
154,2155,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-834,5636
155,2156,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,811,3660
156,2157,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,999,7073
157,2158,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,2867,5530
158,2159,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1032,5335
159,2160,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1186,3669
160,2161,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,3163,8325
161,2162,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1834,6248
162,2163,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,172,5920
163,2164,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1043,6988
164,2165,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-296,9678
165,2166,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,10010,8076
166,2167,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1223,10302
167,2168,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1834,10000
168,2169,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,5366,9900
169,2170,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,3396,9706
170,2171,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1235,10175
171,2172,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-354,10749
172,2173,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-2516,9548
173,2174,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,291,7462
174,2175,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,4310,9312
175,2176,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,530,5932
176,2177,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-2648,4592
177,2178,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-646,3762
178,2179,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,3300,8302
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1937,9243
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-729,4252
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,3992,7068
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1377,2855
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,329,3799
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2547,5432
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1125,4116
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,55,7015
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-658,6710
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2728,4299
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-483,880
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1392,8585
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-234,1395
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1087,4222
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-852,3079
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1566,3859
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3152,6695
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1350,3864
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1002,2766
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1752,8482
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-732,2723
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1993,8831
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-354,4674
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1908,2117
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-456,2876
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,678,3222
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-574,3853
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1514,6126
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1104,6956
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,305,1929
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,114,5092
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2058,9166
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1271,3988
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2196,3569
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-116,975
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-313,3787
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-865,3551
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1423,2669
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1608,4037
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,474,3710
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1094,4475
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3581,9321
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2012,1911
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2348,3724
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,905,8277
225,2226,マイジャグラーⅣ／ＫＥ,366,8085
226,2227,マイジャグラーⅣ／ＫＥ,106,9213
227,2228,マイジャグラーⅣ／ＫＥ,-269,5630
228,2229,マイジャグラーⅣ／ＫＥ,-247,6875
229,2230,マイジャグラーⅣ／ＫＥ,-1365,6039
230,2231,マイジャグラーⅣ／ＫＥ,-435,5380
231,2232,マイジャグラーⅣ／ＫＥ,227,9496
232,2233,マイジャグラーⅣ／ＫＥ,-718,9525
233,2234,マイジャグラーⅣ／ＫＥ,-1016,4336
234,2235,マイジャグラーⅣ／ＫＥ,1219,7497
235,2236,マイジャグラーⅣ／ＫＥ,2822,6820
236,2237,マイジャグラーⅣ／ＫＥ,-1115,4251
237,2238,マイジャグラーⅣ／ＫＥ,-1461,4930
238,2239,マイジャグラーⅣ／ＫＥ,-905,7288
239,2240,マイジャグラーⅣ／ＫＥ,-1291,7811
240,2241,マイジャグラーⅣ／ＫＥ,-337,4390
241,2242,マイジャグラーⅣ／ＫＥ,1976,9955
242,2243,マイジャグラーⅣ／ＫＥ,929,9085
243,2244,マイジャグラーⅣ／ＫＥ,-712,7738
244,2245,マイジャグラーⅣ／ＫＥ,-2323,7252
245,2246,マイジャグラーⅣ／ＫＥ,86,5443
246,2247,マイジャグラーⅣ／ＫＥ,1277,7348
247,2248,マイジャグラーⅣ／ＫＥ,-1301,6638
248,2249,マイジャグラーⅣ／ＫＥ,-2009,6440
249,2250,マイジャグラーⅣ／ＫＥ,-1781,4604
250,2251,マイジャグラーⅣ／ＫＥ,-315,8353
251,2252,マイジャグラーⅣ／ＫＥ,1839,8784
252,2253,マイジャグラーⅣ／ＫＥ,-1945,5429
253,2254,マイジャグラーⅣ／ＫＥ,-1087,4220
254,2255,マイジャグラーⅣ／ＫＥ,-45,9001
255,2256,マイジャグラーⅣ／ＫＥ,-1278,5642
256,2257,マイジャグラーⅣ／ＫＥ,-1233,5657
257,2258,マイジャグラーⅣ／ＫＥ,-791,7608
258,2259,マイジャグラーⅣ／ＫＥ,-882,4731
259,2260,マイジャグラーⅣ／ＫＥ,48,6563
260,2261,マイジャグラーⅣ／ＫＥ,-1005,8266
261,2262,マイジャグラーⅣ／ＫＥ,2174,10024
262,2263,マイジャグラー３ＫＤ,-267,1912
263,2264,マイジャグラー３ＫＤ,-1084,2229
264,2265,マイジャグラー３ＫＤ,-509,2446
265,2266,マイジャグラー３ＫＤ,5018,8994
266,2267,マイジャグラー３ＫＤ,-314,1639
267,2268,マイジャグラー３ＫＤ,-1104,2837
268,2269,マイジャグラー３ＫＤ,-1175,2521
269,2270,ゴーゴージャグラー２／ＫＤ,4,4925
270,2271,ゴーゴージャグラー２／ＫＤ,692,7385
271,2272,ゴーゴージャグラー２／ＫＤ,-1651,7081
272,2273,ゴーゴージャグラー２／ＫＤ,525,7355
273,2274,ゴーゴージャグラーＫＫ,-1082,3010
274,2275,ゴーゴージャグラーＫＫ,-1653,3880
275,2276,ゴーゴージャグラーＫＫ,-1008,2461
276,2277,ゴーゴージャグラーＫＫ,1414,6081
277,2278,ゴーゴージャグラーＫＫ,647,4977
278,2279,ゴーゴージャグラーＫＫ,-934,1816
279,2280,ゴーゴージャグラーＫＫ,-1484,7216
280,2281,ゴーゴージャグラーＫＫ,289,6646
281,2282,ゴーゴージャグラーＫＫ,-2387,9516
282,2283,ゴーゴージャグラーＫＫ,1276,5472
283,2284,ゴーゴージャグラーＫＫ,-332,2568
284,2285,ゴーゴージャグラーＫＫ,-396,8173
285,2286,ゴーゴージャグラーＫＫ,1303,4649
286,2287,ゴーゴージャグラーＫＫ,-271,4013
287,2288,ゴーゴージャグラーＫＫ,1443,9693
288,2289,ゴーゴージャグラーＫＫ,288,4084
289,2290,ゴーゴージャグラー２／ＫＤ,515,5414
290,2291,ゴーゴージャグラー２／ＫＤ,-835,4054
291,2292,ゴーゴージャグラー２／ＫＤ,847,9520
292,2293,ゴーゴージャグラー２／ＫＤ,344,4025
293,2294,ゴーゴージャグラー２／ＫＤ,-1898,3154
294,2295,マイジャグラー３ＫＤ,-942,1255
295,2296,マイジャグラー３ＫＤ,-2010,5892
296,2297,マイジャグラー３ＫＤ,-1191,4327
297,2298,マイジャグラー３ＫＤ,-1244,3434
298,2299,マイジャグラー３ＫＤ,-1098,2652
299,2300,マイジャグラーⅣ／ＫＥ,-1580,6082
300,2301,マイジャグラーⅣ／ＫＥ,-3003,5629
301,2302,スーパーミラクルジャグラー／ＫＵ,32,8646
302,2303,スーパーミラクルジャグラー／ＫＵ,55,4125
303,2304,スーパーミラクルジャグラー／ＫＵ,-468,5078
304,2305,スーパーミラクルジャグラー／ＫＵ,-686,3798
305,2306,スーパーミラクルジャグラー／ＫＵ,-949,4657
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,-1899,3439
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1239,4993
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1428,1824
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,322,2730
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-363,3500
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1283,6683
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,461,4947
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-184,2857
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1312,3266
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1014,5036
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-624,4151
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-666,1591
318,2319,ゴーゴージャグラーＫＫ,-279,4547
319,2320,ゴーゴージャグラーＫＫ,-451,6248
320,2321,ゴーゴージャグラーＫＫ,13,6980
321,2322,ゴーゴージャグラーＫＫ,1662,8303
322,2323,ゴーゴージャグラーＫＫ,-801,1212
323,2324,ゴーゴージャグラーＫＫ,1759,9709
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-512,4292
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-676,1857
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,737,7393
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,0,0
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-473,5798
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-351,3395
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,2906,8804
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1289,5206
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,768,6749
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-2173,4007
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,448,4428
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,-450,8709
336,2337,スーパーミラクルジャグラー／ＫＵ,-1119,2401
337,2338,スーパーミラクルジャグラー／ＫＵ,-863,5887
338,2339,スーパーミラクルジャグラー／ＫＵ,-824,2299
339,2340,スーパーミラクルジャグラー／ＫＵ,-710,2870
340,2341,スーパーミラクルジャグラー／ＫＵ,-1330,7773
341,2342,ディスクアップ／ＺＳ,-1887,7583
342,2343,ディスクアップ／ＺＳ,1475,7653
343,2344,ディスクアップ／ＺＳ,3213,8003
344,2345,ディスクアップ／ＺＳ,535,3289
345,2346,ディスクアップ／ＺＳ,-1758,1731
346,2347,ディスクアップ／ＺＳ,-302,5614
347,2348,ディスクアップ／ＺＳ,-1300,5389
348,2349,ディスクアップ／ＺＳ,-600,1620
349,2350,ディスクアップ／ＺＳ,-2014,5410
350,2351,アレックスＡＥ,607,4691
351,2352,ディスクアップ／ＺＳ,1412,4599
352,2353,アレックスＡＥ,1911,6464
353,2354,ディスクアップ／ＺＳ,-775,3494
354,2355,アレックスＡＥ,1925,8213
355,2356,クランキーセレブレーションＣＥ,3248,6792
356,2357,ニューパルサーＳＰ２／ＤＤ,-1974,2932
357,2358,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-194,4782
358,2359,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-218,5163
359,2360,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-732,1295
360,2361,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-1581,2901
361,2362,リノＮＧＴＣＣ,-959,1685
362,2363,リノＮＧＴＣＣ,-146,717
363,2364,リノＮＧＴＣＣ,-506,419
364,2365,リノＮＧＴＣＣ,-720,434
365,2366,リノＮＧＴＣＣ,-343,344
366,2367,リノＮＧＴＣＣ,-637,388
367,2368,ディスクアップ／ＺＳ,1532,5095
368,2369,ディスクアップ／ＺＳ,920,8432
369,2370,アレックスＡＥ,-299,540
370,2371,ディスクアップ／ＺＳ,3,7187
371,2372,アレックスＡＥ,3906,8658
372,2373,ディスクアップ／ＺＳ,101,2058
373,2374,ディスクアップ／ＺＳ,1862,7446
374,2375,ディスクアップ／ＺＳ,5832,10475
375,2376,ディスクアップ／ＺＳ,-385,3068
376,2377,ディスクアップ／ＺＳ,-468,6403
377,2378,ディスクアップ／ＺＳ,-522,3412
378,2379,ディスクアップ／ＺＳ,-1739,1847
379,2380,ディスクアップ／ＺＳ,1108,6568
380,2381,ディスクアップ／ＺＳ,1047,6837
381,2382,ハナビＢＨＳ２,-705,8447
382,2383,ハナビＢＨＳ２,1703,7881
383,2384,ハナビＢＨＳ２,-589,868
384,2385,ハナビＢＨＳ２,-697,877
385,2386,ハナビＢＨＳ２,4622,7168
386,2387,バーサスＳＥ,-1674,3415
387,2388,バーサスＳＥ,-1127,4203
388,2389,バーサスＳＥ,-1374,4154
389,2390,バーサスＳＥ,594,7452
390,2391,バーサスＳＥ,-1179,5709
391,2392,Ｓ蒼穹のファフナー　ＥＸＯＤＵＳ　ｂＡ,-984,1920
392,2393,Ｓ喰霊零　運命乱ＪＪ,1099,2654
393,2394,Ｓトータル・イクリプス２Ｒ,-226,885
394,2395,Ｓ闘魂継承アントニオ猪木Ｌ３,-986,1730
395,2396,Ｓ闘魂継承アントニオ猪木Ｌ３,226,2637
396,2397,Ｓ闘魂継承アントニオ猪木Ｌ３,-626,1030
397,2398,バイオイントゥザパニック／ＺＡ,-99,3305
398,2399,パチスロマッハＧｏＧｏＧｏ　Ａ,-693,1272
399,2400,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-1399,2845
400,2401,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-1407,2562
401,2402,３×３ＥＹＥＳ／Ａ７,-109,2742
402,2403,ダンまち／ＫＴ,2152,6376
403,2404,ダンまち／ＫＴ,-5,220
404,2405,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,-295,802
405,2406,Ｓパチスロ鉄拳４ＣＣ,-797,1871
406,2407,Ｓパチスロ鉄拳４ＣＣ,-278,773
407,2408,Ｓ呪怨　再誕ＡＴ　ＦＣ,-585,2408
408,2409,Ｓ／ドンちゃん２／ＤＣ,710,3435
409,2410,Ｓ／ドンちゃん２／ＤＣ,-625,1001
410,2411,Ｓ／ドンちゃん２／ＤＣ,-567,2148
411,2412,Ｓ／ドンちゃん２／ＤＣ,697,9372
412,2413,ハナビ２ＨＡ,-342,3071
413,2414,ハナビ２ＨＡ,813,4606
414,2415,ハナビ２ＨＡ,-833,2007
