,number,model_name,slump,allStarts
92,2093,乙女魂ＪＶ,-82,533
93,2094,モンキーターン２ＴＴ,659,3855
94,2095,緑ドンＶＩＶＡ２ＭＲ,-1509,5499
95,2096,秘宝伝　ＴｈｅＬａｓｔ／Ａ３,107,3330
96,2097,パチスロバーストエンジェルＥＥ,-471,1070
97,2098,パチスロ　修羅の刻Ａ,3045,3946
98,2099,スーパービンゴネオＭ１,3565,1157
99,2100,スーパービンゴネオＭ１,-2390,1443
100,2101,スーパービンゴネオＭ１,-2431,1703
101,2102,スーパービンゴネオＭ１,-734,2899
102,2103,スーパービンゴネオＭ１,4267,1720
103,2104,スーパービンゴネオＭ１,-2387,1980
104,2105,スーパービンゴネオＭ１,-5084,3492
105,2106,アラジンＡⅡＺＳ,-3246,3863
106,2107,パチスロ鉄拳３ＥＥ,-481,2589
107,2108,パチスロ鉄拳３ＥＥ,-187,723
108,2109,戦国コレクション２ＫＳ,-2446,4682
109,2110,戦国コレクション２ＫＳ,1193,2470
110,2111,パチスロ黄門ちゃま喝Ｄ１,-2888,2860
111,2112,パチスロ黄門ちゃま喝Ｄ１,2554,2373
112,2113,パチスロ黄門ちゃま喝Ｄ１,-366,438
113,2114,パチスロ黄門ちゃま喝Ｄ１,2191,3720
114,2115,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1266,6133
115,2116,パチスロ聖闘士星矢海皇覚醒ＫＨ,-316,4159
116,2117,パチスロ聖闘士星矢海皇覚醒ＫＨ,-2401,3390
117,2118,パチスロ聖闘士星矢海皇覚醒ＫＨ,-860,2231
118,2119,パチスロ聖闘士星矢海皇覚醒ＫＨ,-3149,4733
119,2120,パチスロ聖闘士星矢海皇覚醒ＫＨ,91,3180
120,2121,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-1166,1319
121,2122,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-19,26
122,2123,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-943,4212
123,2124,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,522,4014
124,2125,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-520,706
125,2126,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,460,1546
126,2127,政宗２／Ａ５,-2374,3340
127,2128,政宗２／Ａ５,-625,3527
128,2129,政宗２／Ａ５,-1666,2099
129,2130,政宗２／Ａ５,-652,5153
130,2131,Ｓ天下布武４ＨＨ,1878,5340
131,2132,Ｓ天下布武４ＨＨ,803,4352
132,2133,Ｓ天下布武４ＨＨ,15,1868
133,2134,Ｓ天下布武４ＨＨ,-1466,2260
134,2135,Ｓ天下布武４ＨＨ,1734,2167
135,2136,Ｓマジカルハロウィン７ＫＵ,-363,1505
136,2137,Ｓマジカルハロウィン７ＫＵ,-923,1406
137,2138,Ｓマジカルハロウィン７ＫＵ,-566,1174
138,2139,Ｓマジカルハロウィン７ＫＵ,-575,4101
139,2140,Ｓマジカルハロウィン７ＫＵ,-757,879
140,2141,Ｓルパン三世イタリアの夢Ｈ５,-67,54
141,2142,Ｓルパン三世イタリアの夢Ｈ５,233,3829
142,2143,Ｓルパン三世イタリアの夢Ｈ５,2249,1557
143,2144,Ｓルパン三世イタリアの夢Ｈ５,-777,796
144,2145,パチスロ聖闘士星矢海皇覚醒ＫＨ,-4613,6577
145,2146,パチスロ聖闘士星矢海皇覚醒ＫＨ,1295,4716
146,2147,パチスロ聖闘士星矢海皇覚醒ＫＨ,-3030,4707
147,2148,パチスロ聖闘士星矢海皇覚醒ＫＨ,2617,4605
148,2149,パチスロ聖闘士星矢海皇覚醒ＫＨ,1103,3960
149,2150,パチスロ聖闘士星矢海皇覚醒ＫＨ,-2325,3523
150,2151,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1910,4445
151,2152,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2232,4759
152,2153,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,553,3359
153,2154,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,398,6975
154,2155,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2234,4387
155,2156,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2348,5283
156,2157,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,2468,6965
157,2158,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1896,3234
158,2159,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,150,4778
159,2160,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,314,6971
160,2161,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,656,4941
161,2162,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-752,775
162,2163,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1620,3522
163,2164,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-3519,3487
164,2165,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-224,1693
165,2166,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-768,3811
166,2167,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1473,1323
167,2168,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,6084,7681
168,2169,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1593,1689
169,2170,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1558,5359
170,2171,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,398,5425
171,2172,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-2630,2530
172,2173,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,745,1929
173,2174,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1662,6361
174,2175,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-231,1471
175,2176,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1795,1045
176,2177,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1085,1629
177,2178,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,650,937
178,2179,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1192,2806
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-164,7350
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,871,1834
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,6614,5690
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1731,7139
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1129,7536
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1206,3053
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,294,6048
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1869,5614
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-277,3357
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-201,3286
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-650,687
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,4671,5182
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2104,4032
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2804,4363
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1169,3609
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,920,1549
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,239,1163
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-592,663
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3641,4951
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-467,2069
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,350,659
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,217,1531
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-92,628
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-496,2044
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-27,5898
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,116,892
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1537,1725
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-890,2223
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-240,2366
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1011,5210
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1657,1845
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-368,1295
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2594,4765
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,177,4407
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,925,1992
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,32,1426
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-483,1967
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,768,1039
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-505,1383
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,392,1663
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1607,2783
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,254,911
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,602,6549
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-131,2063
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,772,4320
225,2226,マイジャグラーⅣ／ＫＥ,-2306,7367
226,2227,マイジャグラーⅣ／ＫＥ,-685,6336
227,2228,マイジャグラーⅣ／ＫＥ,-1412,7101
228,2229,マイジャグラーⅣ／ＫＥ,-381,5217
229,2230,マイジャグラーⅣ／ＫＥ,-950,5517
230,2231,マイジャグラーⅣ／ＫＥ,4051,8857
231,2232,マイジャグラーⅣ／ＫＥ,-1116,3229
232,2233,マイジャグラーⅣ／ＫＥ,-1827,5551
233,2234,マイジャグラーⅣ／ＫＥ,-1229,3781
234,2235,マイジャグラーⅣ／ＫＥ,-1416,4346
235,2236,マイジャグラーⅣ／ＫＥ,148,7475
236,2237,マイジャグラーⅣ／ＫＥ,383,8325
237,2238,マイジャグラーⅣ／ＫＥ,-1758,3529
238,2239,マイジャグラーⅣ／ＫＥ,657,9258
239,2240,マイジャグラーⅣ／ＫＥ,29,5098
240,2241,マイジャグラーⅣ／ＫＥ,-2454,4084
241,2242,マイジャグラーⅣ／ＫＥ,-837,5767
242,2243,マイジャグラーⅣ／ＫＥ,-638,8139
243,2244,マイジャグラーⅣ／ＫＥ,1663,8099
244,2245,マイジャグラーⅣ／ＫＥ,-38,6915
245,2246,マイジャグラーⅣ／ＫＥ,-499,5471
246,2247,マイジャグラーⅣ／ＫＥ,-1504,5346
247,2248,マイジャグラーⅣ／ＫＥ,-1439,6374
248,2249,マイジャグラーⅣ／ＫＥ,928,6199
249,2250,マイジャグラーⅣ／ＫＥ,437,8329
250,2251,マイジャグラーⅣ／ＫＥ,2768,7026
251,2252,マイジャグラーⅣ／ＫＥ,-1126,6679
252,2253,マイジャグラーⅣ／ＫＥ,-858,5562
253,2254,マイジャグラーⅣ／ＫＥ,-300,6474
254,2255,マイジャグラーⅣ／ＫＥ,-2960,8963
255,2256,マイジャグラーⅣ／ＫＥ,-172,4982
256,2257,マイジャグラーⅣ／ＫＥ,-1257,6582
257,2258,マイジャグラーⅣ／ＫＥ,-1188,2706
258,2259,マイジャグラーⅣ／ＫＥ,-550,4692
259,2260,マイジャグラーⅣ／ＫＥ,-113,4088
260,2261,マイジャグラーⅣ／ＫＥ,843,7416
261,2262,マイジャグラーⅣ／ＫＥ,1771,6514
262,2263,マイジャグラー３ＫＤ,-372,5252
263,2264,マイジャグラー３ＫＤ,-1613,3750
264,2265,マイジャグラー３ＫＤ,1513,7565
265,2266,マイジャグラー３ＫＤ,-612,2002
266,2267,マイジャグラー３ＫＤ,514,6680
267,2268,マイジャグラー３ＫＤ,-1387,2040
268,2269,マイジャグラー３ＫＤ,-910,2574
269,2270,ゴーゴージャグラー２／ＫＤ,989,6883
270,2271,ゴーゴージャグラー２／ＫＤ,-1711,3414
271,2272,ゴーゴージャグラー２／ＫＤ,-403,2923
272,2273,ゴーゴージャグラー２／ＫＤ,-1262,4037
273,2274,ゴーゴージャグラーＫＫ,-151,3967
274,2275,ゴーゴージャグラーＫＫ,2342,7643
275,2276,ゴーゴージャグラーＫＫ,122,4516
276,2277,ゴーゴージャグラーＫＫ,-502,3786
277,2278,ゴーゴージャグラーＫＫ,-669,1230
278,2279,ゴーゴージャグラーＫＫ,-812,6673
279,2280,ゴーゴージャグラーＫＫ,-1355,2606
280,2281,ゴーゴージャグラーＫＫ,1548,5757
281,2282,ゴーゴージャグラーＫＫ,1063,6051
282,2283,ゴーゴージャグラーＫＫ,-1209,6547
283,2284,ゴーゴージャグラーＫＫ,-266,3147
284,2285,ゴーゴージャグラーＫＫ,497,7648
285,2286,ゴーゴージャグラーＫＫ,-1322,3300
286,2287,ゴーゴージャグラーＫＫ,1228,4724
287,2288,ゴーゴージャグラーＫＫ,3239,7924
288,2289,ゴーゴージャグラーＫＫ,-305,3235
289,2290,ゴーゴージャグラー２／ＫＤ,2760,7571
290,2291,ゴーゴージャグラー２／ＫＤ,1633,7583
291,2292,ゴーゴージャグラー２／ＫＤ,-847,1971
292,2293,ゴーゴージャグラー２／ＫＤ,1659,6748
293,2294,ゴーゴージャグラー２／ＫＤ,-1076,5777
294,2295,マイジャグラー３ＫＤ,-621,3114
295,2296,マイジャグラー３ＫＤ,-1026,2973
296,2297,マイジャグラー３ＫＤ,-510,5851
297,2298,マイジャグラー３ＫＤ,-499,5707
298,2299,マイジャグラー３ＫＤ,2402,4066
299,2300,マイジャグラーⅣ／ＫＥ,-135,6554
300,2301,マイジャグラーⅣ／ＫＥ,-47,8330
301,2302,スーパーミラクルジャグラー／ＫＵ,-757,4281
302,2303,スーパーミラクルジャグラー／ＫＵ,-556,4524
303,2304,スーパーミラクルジャグラー／ＫＵ,1845,4972
304,2305,スーパーミラクルジャグラー／ＫＵ,65,2107
305,2306,スーパーミラクルジャグラー／ＫＵ,-799,5694
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,-1403,4520
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-260,3216
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-842,5681
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-638,1287
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1709,5043
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-772,4160
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,2521,3865
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1192,4351
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1068,3914
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,743,5573
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-591,1479
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,895,6280
318,2319,ゴーゴージャグラーＫＫ,-559,2558
319,2320,ゴーゴージャグラーＫＫ,-1543,6302
320,2321,ゴーゴージャグラーＫＫ,-1087,5131
321,2322,ゴーゴージャグラーＫＫ,-942,2519
322,2323,ゴーゴージャグラーＫＫ,-54,6484
323,2324,ゴーゴージャグラーＫＫ,-1329,3262
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1741,1617
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-448,5033
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-684,3313
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,0,0
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,556,6652
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-2041,2157
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,536,3895
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1889,5695
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-947,2188
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-63,4429
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-785,1925
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,588,5621
336,2337,スーパーミラクルジャグラー／ＫＵ,401,4731
337,2338,スーパーミラクルジャグラー／ＫＵ,-1500,2733
338,2339,スーパーミラクルジャグラー／ＫＵ,-913,2489
339,2340,スーパーミラクルジャグラー／ＫＵ,-38,3158
340,2341,スーパーミラクルジャグラー／ＫＵ,-806,6646
341,2342,ディスクアップ／ＺＳ,2071,6665
342,2343,ディスクアップ／ＺＳ,-220,2554
343,2344,ディスクアップ／ＺＳ,1042,5269
344,2345,ディスクアップ／ＺＳ,-2761,3008
345,2346,ディスクアップ／ＺＳ,746,3575
346,2347,ディスクアップ／ＺＳ,1493,6889
347,2348,ディスクアップ／ＺＳ,2524,5943
348,2349,ディスクアップ／ＺＳ,811,6410
349,2350,ディスクアップ／ＺＳ,2319,6719
350,2351,アレックスＡＥ,359,4205
351,2352,ディスクアップ／ＺＳ,-235,1151
352,2353,アレックスＡＥ,51,5511
353,2354,ディスクアップ／ＺＳ,-879,557
354,2355,アレックスＡＥ,-138,8614
355,2356,ディスクアップ／ＺＳ,-1088,2551
356,2357,ニューパルサーＳＰ２／ＤＤ,-660,1456
357,2358,ディスクアップ／ＺＳ,-1591,4750
358,2359,クランキーセレブレーションＣＥ,-904,1005
359,2360,ディスクアップ／ＺＳ,2611,3276
360,2361,バイオイントゥザパニック／ＺＡ,292,2615
361,2362,リノＮＧＴＣＣ,-1133,2357
362,2363,リノＮＧＴＣＣ,-635,381
363,2364,リノＮＧＴＣＣ,1212,1302
364,2365,リノＮＧＴＣＣ,7585,5126
365,2366,リノＮＧＴＣＣ,-1068,637
366,2367,リノＮＧＴＣＣ,-1543,1334
367,2368,ディスクアップ／ＺＳ,221,5070
368,2369,ディスクアップ／ＺＳ,2289,6589
369,2370,アレックスＡＥ,-1157,4444
370,2371,ディスクアップ／ＺＳ,-2056,3635
371,2372,アレックスＡＥ,506,2281
372,2373,ディスクアップ／ＺＳ,-1173,5254
373,2374,ディスクアップ／ＺＳ,-1360,7775
374,2375,ディスクアップ／ＺＳ,-791,1664
375,2376,ディスクアップ／ＺＳ,2068,7215
376,2377,ディスクアップ／ＺＳ,-286,5063
377,2378,ディスクアップ／ＺＳ,-2236,3246
378,2379,ディスクアップ／ＺＳ,1276,8470
379,2380,ディスクアップ／ＺＳ,2183,5891
380,2381,ディスクアップ／ＺＳ,982,5203
381,2382,ハナビＢＨＳ２,-695,5368
382,2383,ハナビＢＨＳ２,-399,7458
383,2384,ハナビＢＨＳ２,-113,7899
384,2385,ハナビＢＨＳ２,1739,8417
385,2386,ハナビＢＨＳ２,3407,8221
386,2387,バーサスＳＥ,-336,3220
387,2388,バーサスＳＥ,-1105,7876
388,2389,バーサスＳＥ,-1281,2070
389,2390,バーサスＳＥ,-1244,5775
390,2391,バーサスＳＥ,-287,7283
391,2392,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,1986,5896
392,2393,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,1693,7291
393,2394,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,826,3501
394,2395,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,136,3981
395,2396,Ｓ闘魂継承アントニオ猪木Ｌ３,-739,2165
396,2397,Ｓ闘魂継承アントニオ猪木Ｌ３,-1114,2974
397,2398,Ｓ闘魂継承アントニオ猪木Ｌ３,-300,1016
398,2399,パチスロマッハＧｏＧｏＧｏ　Ａ,-532,617
399,2400,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-1466,1834
400,2401,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-405,3368
401,2402,３×３ＥＹＥＳ／Ａ７,95,1834
402,2403,ダンまち／ＫＴ,-334,702
403,2404,ダンまち／ＫＴ,-751,942
404,2405,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,-5,1276
405,2406,Ｓパチスロ鉄拳４ＣＣ,-72,1225
406,2407,Ｓパチスロ鉄拳４ＣＣ,-215,1059
407,2408,Ｓ呪怨　再誕ＡＴ　ＦＣ,-910,921
408,2409,Ｓ／ドンちゃん２／ＤＣ,-514,1287
409,2410,Ｓ／ドンちゃん２／ＤＣ,-383,4176
410,2411,Ｓ／ドンちゃん２／ＤＣ,-602,1494
411,2412,Ｓ／ドンちゃん２／ＤＣ,-330,333
412,2413,ハナビ２ＨＡ,2486,7324
413,2414,ハナビ２ＨＡ,497,4084
414,2415,ハナビ２ＨＡ,1788,5872
415,2416,ハナビ２ＨＡ,-43,4047
416,2417,ハナビＢＨＳ２,-1973,7273
