,number,model_name,slump,allStarts,bb,rb,judge
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1449,5353,15,17,lose
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,567,7056,27,22,win
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,-1276,2986,9,4,lose
336,2337,スーパーミラクルジャグラー／ＫＵ,-1930,4780,12,10,lose
337,2338,スーパーミラクルジャグラー／ＫＵ,1050,7765,35,20,win
338,2339,スーパーミラクルジャグラー／ＫＵ,-33,5138,22,10,lose
339,2340,スーパーミラクルジャグラー／ＫＵ,996,8264,32,25,win
340,2341,スーパーミラクルジャグラー／ＫＵ,243,8275,34,17,win
341,2342,ディスクアップ／ＺＳ,740,8158,28,19,win
342,2343,ディスクアップ／ＺＳ,-100,3373,11,3,lose
343,2344,ディスクアップ／ＺＳ,1020,6395,25,12,win
344,2345,ディスクアップ／ＺＳ,2604,8232,33,16,win
345,2346,ディスクアップ／ＺＳ,-685,6628,20,15,lose
346,2347,ディスクアップ／ＺＳ,-633,5480,18,9,lose
347,2348,ディスクアップ／ＺＳ,-102,6029,20,14,lose
348,2349,ディスクアップ／ＺＳ,-1951,4728,12,7,lose
349,2350,ディスクアップ／ＺＳ,0,0,0,0,lose
350,2351,アレックスＡＥ,-796,7406,22,23,lose
351,2352,ディスクアップ／ＺＳ,1621,8445,32,21,win
352,2353,アレックスＡＥ,1747,8502,34,18,win
353,2354,ディスクアップ／ＺＳ,3088,7083,29,15,win
354,2355,アレックスＡＥ,-629,4745,17,6,lose
355,2356,クランキーセレブレーションＣＥ,-485,3278,13,10,lose
356,2357,ニューパルサーＳＰ２／ＤＤ,26,3256,12,7,win
357,2358,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,1888,6588,23,34,win
358,2359,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-133,5397,18,15,lose
359,2360,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-270,5765,18,18,lose
360,2361,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,1206,8155,31,28,win
361,2362,リノＮＧＴＣＣ,-2044,2656,11,3,lose
362,2363,リノＮＧＴＣＣ,0,0,0,0,lose
363,2364,リノＮＧＴＣＣ,2049,2035,23,9,win
364,2365,リノＮＧＴＣＣ,-2128,1570,1,2,lose
365,2366,リノＮＧＴＣＣ,322,2421,17,11,win
366,2367,リノＮＧＴＣＣ,320,1776,12,10,win
367,2368,ディスクアップ／ＺＳ,-1084,3334,0,5,lose
368,2369,ディスクアップ／ＺＳ,6322,9214,43,22,win
369,2370,アレックスＡＥ,122,2986,12,7,win
370,2371,ディスクアップ／ＺＳ,2999,9105,36,20,win
371,2372,アレックスＡＥ,4656,7709,40,20,win
372,2373,ディスクアップ／ＺＳ,-76,4468,16,5,lose
373,2374,ディスクアップ／ＺＳ,3156,8928,36,20,win
374,2375,ディスクアップ／ＺＳ,1127,7713,28,12,win
375,2376,ディスクアップ／ＺＳ,-1477,4246,12,7,lose
376,2377,ディスクアップ／ＺＳ,1067,8610,33,20,win
377,2378,ディスクアップ／ＺＳ,759,8752,28,24,win
378,2379,ディスクアップ／ＺＳ,-808,3311,10,5,lose
379,2380,ディスクアップ／ＺＳ,-507,7566,24,12,lose
380,2381,ディスクアップ／ＺＳ,2135,6624,28,8,win
381,2382,ハナビＢＨＳ２,2620,9121,39,26,win
382,2383,ハナビＢＨＳ２,1340,7943,28,17,win
383,2384,ハナビＢＨＳ２,-928,2366,6,4,lose
384,2385,ハナビＢＨＳ２,-1265,4265,12,7,lose
385,2386,ハナビＢＨＳ２,1236,8146,30,18,win
386,2387,バーサスＳＥ,-1639,2306,4,5,lose
387,2388,バーサスＳＥ,306,9488,33,22,win
388,2389,バーサスＳＥ,824,9780,35,30,win
389,2390,バーサスＳＥ,1314,8468,27,34,win
390,2391,バーサスＳＥ,-187,7869,28,24,lose
391,2392,Ｓ麻雀格闘倶楽部３ＫＲ,2496,2493,31,9,win
392,2393,Ｓ喰霊零　運命乱ＪＪ,-114,2670,31,29,lose
393,2394,Ｓトータル・イクリプス２Ｒ,-255,6100,57,23,lose
394,2395,パチスロ黒神／Ｋ２,4829,2261,18,8,win
395,2396,ＳＡＴ天元突破グレンラガンＹ,-529,1004,1,5,lose
396,2397,ＳミルキィホームズＮＤ,281,4002,29,7,win
397,2398,バイオイントゥザパニック／ＺＡ,4087,9253,50,37,win
398,2399,パチスロマッハＧｏＧｏＧｏ　Ａ,-964,1163,1,0,lose
399,2400,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,4909,10980,38,26,win
400,2401,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,3004,9998,36,0,win
401,2402,３×３ＥＹＥＳ／Ａ７,1665,9679,12,97,win
402,2403,ダンまち／ＫＴ,-876,5809,29,63,lose
403,2404,ダンまち／ＫＴ,-1933,5351,28,36,lose
404,2405,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,-155,2945,42,19,lose
405,2406,Ｓパチスロ鉄拳４ＣＣ,-127,4080,12,19,lose
406,2407,Ｓパチスロ鉄拳４ＣＣ,-1586,3932,14,4,lose
407,2408,Ｓ呪怨　再誕ＡＴ　ＦＣ,-608,2602,13,0,lose
408,2409,Ｓ／ドンちゃん２／ＤＣ,-648,4902,13,17,lose
409,2410,Ｓ／ドンちゃん２／ＤＣ,-519,1217,2,3,lose
410,2411,Ｓ／ドンちゃん２／ＤＣ,-581,2709,8,5,lose
411,2412,Ｓ／ドンちゃん２／ＤＣ,20,3293,12,5,win
412,2413,ハナビ２ＨＡ,-1488,3243,8,7,lose
413,2414,ハナビ２ＨＡ,-686,2609,7,4,lose
414,2415,ハナビ２ＨＡ,7466,8096,45,24,win
415,2416,ハナビ２ＨＡ,-1146,1560,2,4,lose
416,2417,ハナビＢＨＳ２,1114,7748,26,23,win
417,2418,ハナビＢＨＳ２,262,7959,24,26,win
418,2419,ハナビＢＨＳ２,-1555,8764,30,21,lose
419,2420,ハナビＢＨＳ２,-944,6038,16,14,lose
420,2421,ハナビＢＨＳ２,-3101,6791,13,19,lose
421,2422,沖ドキ！ＬＬ,-3028,5967,38,16,lose
422,2423,沖ドキ！ＬＬ,-5488,6282,30,14,lose
423,2424,沖ドキ！ＬＬ,-8751,6664,23,20,lose
424,2425,沖ドキ！ＬＬ,573,5195,48,11,win
425,2426,沖ドキ！ＬＬ,960,5222,49,19,win
426,2427,沖ドキ！ＬＬ,1858,5085,59,20,win
427,2428,沖ドキ！ＬＬ,-1925,5314,38,15,lose
428,2429,沖ドキ！ＬＬ,-873,5462,53,18,lose
429,2430,沖ドキ！ＬＬ,3284,5595,61,22,win
430,2431,ミリオンゴッド－神々の凱旋－ＢＤ,-2840,5740,30,0,lose
431,2432,ミリオンゴッド－神々の凱旋－ＢＤ,204,7454,0,0,win
432,2433,ミリオンゴッド－神々の凱旋－ＢＤ,9020,2810,50,0,win
433,2434,ミリオンゴッド－神々の凱旋－ＢＤ,-3687,5848,26,0,lose
434,2435,ミリオンゴッド－神々の凱旋－ＢＤ,-5074,5843,21,2,lose
435,2436,ミリオンゴッド－神々の凱旋－ＢＤ,113,8797,2,1,win
436,2437,ミリオンゴッド－神々の凱旋－ＢＤ,1423,4361,35,1,win
437,2438,ミリオンゴッド－神々の凱旋－ＢＤ,9662,7101,0,3,win
438,2439,ミリオンゴッド－神々の凱旋－ＢＤ,-69,6645,5,2,lose
439,2440,ミリオンゴッド－神々の凱旋－ＢＤ,-5402,6821,28,1,lose
440,2441,ミリオンゴッド－神々の凱旋－ＢＤ,1983,3469,30,1,win
441,2442,ミリオンゴッド－神々の凱旋－ＢＤ,2063,5326,43,1,win
442,2443,ミリオンゴッド－神々の凱旋－ＢＤ,4072,5180,48,2,win
443,2444,ミリオンゴッド－神々の凱旋－ＢＤ,659,5373,39,0,win
444,2445,ミリオンゴッド－神々の凱旋－ＢＤ,-262,4180,27,0,lose
445,2446,ミリオンゴッド－神々の凱旋－ＢＤ,4179,4985,46,2,win
446,2447,ミリオンゴッド－神々の凱旋－ＢＤ,-1656,4768,26,0,lose
447,2448,ミリオンゴッド－神々の凱旋－ＢＤ,-1425,4387,24,1,lose
448,2449,ミリオンゴッド－神々の凱旋－ＢＤ,730,6207,29,0,win
449,2450,ミリオンゴッド－神々の凱旋－ＢＤ,2421,4600,39,0,win
450,2451,ミリオンゴッド－神々の凱旋－ＢＤ,-325,4297,27,1,lose
451,2452,ミリオンゴッド－神々の凱旋－ＢＤ,-6873,5387,14,0,lose
452,2453,ミリオンゴッド－神々の凱旋－ＢＤ,-6417,6193,21,0,lose
453,2454,ミリオンゴッド－神々の凱旋－ＢＤ,6792,7420,11,0,win
454,2455,ミリオンゴッド－神々の凱旋－ＢＤ,5255,3856,43,0,win
455,2456,ミリオンゴッド－神々の凱旋－ＢＤ,4813,3207,38,1,win
456,2457,ミリオンゴッド－神々の凱旋－ＢＤ,-5157,6608,28,0,lose
457,2458,ミリオンゴッド－神々の凱旋－ＢＤ,3454,4539,41,2,win
458,2459,ミリオンゴッド－神々の凱旋－ＢＤ,-5076,7043,0,1,lose
459,2460,ミリオンゴッド－神々の凱旋－ＢＤ,1689,4273,34,0,win
460,2461,ミリオンゴッド－神々の凱旋－ＢＤ,-2352,7902,0,0,lose
461,2462,ミリオンゴッド－神々の凱旋－ＢＤ,1457,4706,34,1,win
462,2463,ミリオンゴッド－神々の凱旋－ＢＤ,6040,3331,42,1,win
463,2464,ミリオンゴッド－神々の凱旋－ＢＤ,2763,3576,32,1,win
464,2465,ミリオンゴッド－神々の凱旋－ＢＤ,-3439,5049,22,0,lose
465,2466,ミリオンゴッド－神々の凱旋－ＢＤ,7233,9865,0,0,win
466,2467,ミリオンゴッド－神々の凱旋－ＢＤ,4530,4310,45,3,win
467,2468,ミリオンゴッド－神々の凱旋－ＢＤ,4560,2503,34,2,win
468,2469,ミリオンゴッド－神々の凱旋－ＢＤ,23,4593,31,1,win
469,2470,沖ドキ！トロピカルＨＨ,452,3775,17,17,win
470,2471,沖ドキ！ＬＬ,821,4099,39,16,win
471,2472,沖ドキ！ＬＬ,-2231,5971,40,22,lose
472,2473,沖ドキ！ＬＬ,6576,4135,63,22,win
473,2474,沖ドキ！ＬＬ,-53,5813,47,25,lose
474,2475,沖ドキ！ＬＬ,9628,4592,78,29,win
475,2476,沖ドキ！ＬＬ,2726,4986,55,21,win
476,2477,沖ドキ！ＬＬ,3948,5424,63,26,win
477,2478,沖ドキ！ＬＬ,4143,4670,55,24,win
478,2479,沖ドキ！ＬＬ,-236,5806,49,23,lose
479,2480,押忍！サラリーマン番長Ａ９,1690,7684,25,10,win
480,2481,押忍！サラリーマン番長Ａ９,-2660,7837,23,8,lose
481,2482,押忍！サラリーマン番長Ａ９,-2041,7910,33,5,lose
482,2483,押忍！サラリーマン番長Ａ９,-1723,6360,28,8,lose
483,2484,押忍！サラリーマン番長Ａ９,-1146,7719,27,14,lose
484,2485,押忍！番長３／Ａ５,-3164,4812,22,1,lose
485,2486,押忍！番長３／Ａ５,7029,9704,22,19,win
486,2487,押忍！番長３／Ａ５,-1709,8723,7,9,lose
487,2488,押忍！番長３／Ａ５,1265,6146,78,13,win
488,2489,押忍！番長３／Ａ５,-3011,5781,34,3,lose
489,2490,押忍！番長３／Ａ５,4998,8673,1,13,win
490,2491,押忍！番長３／Ａ５,-2415,5571,7,5,lose
491,2492,押忍！番長３／Ａ５,-2196,5006,35,5,lose
492,2493,押忍！番長３／Ａ５,335,5869,60,12,win
493,2494,押忍！番長３／Ａ５,2028,3837,55,11,win
494,2495,押忍！番長３／Ａ５,-5174,6640,25,1,lose
495,2496,押忍！番長３／Ａ５,-2171,4650,32,5,lose
496,2497,押忍！番長３／Ａ５,-1909,5898,43,4,lose
497,2498,押忍！番長３／Ａ５,-2267,5005,31,3,lose
498,2499,押忍！番長３／Ａ５,7433,4168,116,14,win
499,2500,押忍！番長３／Ａ５,3255,4457,76,11,win
500,2501,押忍！番長３／Ａ５,1112,4919,62,9,win
501,2502,押忍！番長３／Ａ５,3395,4205,76,17,win
502,2503,押忍！番長３／Ａ５,3504,5329,92,12,win
503,2504,押忍！番長３／Ａ５,-2916,5556,25,7,lose
504,2505,押忍！番長３／Ａ５,1152,3755,52,9,win
505,2506,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,223,5896,39,27,win
506,2507,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,1093,8169,0,14,win
507,2508,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,3139,6017,64,24,win
508,2509,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-1171,3613,13,8,lose
509,2510,押忍！番長３／Ａ５,3834,4926,93,15,win
510,2511,押忍！番長３／Ａ５,1212,5455,68,7,win
511,2512,押忍！番長３／Ａ５,-1144,4644,40,5,lose
512,2513,押忍！番長３／Ａ５,1767,6135,35,11,win
513,2514,押忍！番長３／Ａ５,-317,6169,63,9,lose
514,2515,押忍！番長３／Ａ５,-1588,7141,0,6,lose
515,2516,押忍！番長３／Ａ５,-2977,5048,22,4,lose
516,2517,押忍！番長３／Ａ５,1119,4990,67,14,win
517,2518,押忍！番長３／Ａ５,-1583,5796,0,4,lose
518,2519,押忍！番長３／Ａ５,3648,4256,85,10,win
519,2520,押忍！番長３／Ａ５,-3700,5128,7,3,lose
520,2521,押忍！番長３／Ａ５,4531,5122,100,12,win
521,2522,押忍！サラリーマン番長Ａ９,2522,6920,33,0,win
522,2523,押忍！サラリーマン番長Ａ９,1355,6054,25,8,win
523,2524,押忍！サラリーマン番長Ａ９,-133,8045,34,11,lose
524,2525,押忍！サラリーマン番長Ａ９,-2736,7052,19,10,lose
525,2526,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,5161,3726,41,7,win
526,2527,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-3400,4321,12,11,lose
527,2528,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1575,5443,37,15,win
528,2529,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-218,4367,24,8,lose
529,2530,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-3075,5491,23,13,lose
530,2531,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1651,5173,22,17,lose
531,2532,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,2416,4790,32,13,win
532,2533,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,474,4614,25,13,win
533,2534,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,4964,4581,42,11,win
534,2535,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-3089,2988,7,4,lose
535,2536,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,4898,4569,43,17,win
536,2537,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,998,7189,33,2,win
537,2538,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-2236,5956,27,16,lose
538,2539,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-62,5137,25,13,lose
539,2540,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-209,3983,22,9,lose
540,2541,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,4477,3703,37,11,win
541,2542,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1960,7160,36,8,win
542,2543,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,0,0,0,0,lose
543,2544,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1367,4167,18,8,lose
544,2545,Ｓ／叛逆の物語／ＦＨ,-1385,8130,33,13,lose
545,2546,Ｓ／叛逆の物語／ＦＨ,3979,6055,44,24,win
546,2547,Ｓ／叛逆の物語／ＦＨ,308,6747,40,16,win
547,2548,Ｓ／叛逆の物語／ＦＨ,4066,6965,42,18,win
548,2549,Ｓ／叛逆の物語／ＦＨ,1068,7243,46,13,win
549,2550,Ｓ／叛逆の物語／ＦＨ,1334,7511,55,27,win
550,2551,Ｓ／叛逆の物語／ＦＨ,2289,7312,47,21,win
551,2552,Ｓ／叛逆の物語／ＦＨ,1900,6247,43,24,win
552,2553,Ｓ／叛逆の物語／ＦＨ,902,7968,47,17,win
553,2554,Ｓ／叛逆の物語／ＦＨ,2487,7803,54,18,win
554,2555,Ｓ／叛逆の物語／ＦＨ,262,7287,40,14,win
555,2556,Ｓ／叛逆の物語／ＦＨ,3627,6568,44,22,win
556,2557,Ｓ／叛逆の物語／ＦＨ,964,8058,48,23,win
557,2558,Ｓ／叛逆の物語／ＦＨ,7397,5830,53,27,win
558,2559,Ｓ／叛逆の物語／ＦＨ,2661,7695,45,23,win
559,2560,Ｓ／叛逆の物語／ＦＨ,737,8151,44,24,win
