,number,model_name,slump,allStarts
160,2161,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-911,7480
161,2162,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-348,3048
162,2163,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-664,1881
163,2164,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,47,7793
164,2165,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,5401,5834
165,2166,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1768,7603
166,2167,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,3384,7463
167,2168,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1719,4435
168,2169,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1386,2282
169,2170,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1303,1312
170,2171,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,777,6280
171,2172,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1050,2349
172,2173,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,491,5174
173,2174,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,5199,7894
174,2175,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,914,4062
175,2176,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-271,3948
176,2177,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-792,3930
177,2178,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1811,3818
178,2179,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,541,2058
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,252,999
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,2333,6056
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-87,6345
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,603,6459
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1360,5715
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,443,7253
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,6,6769
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-196,6565
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-92,7363
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1142,4072
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-408,6340
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1721,7181
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-982,5826
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1330,6147
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2147,7332
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1046,3880
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,5079,6434
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1223,7470
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2292,5163
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-916,6438
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1822,2806
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1803,7344
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2355,3938
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,4744,6746
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1091,6764
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1010,7024
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1968,6190
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,441,7532
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1362,4700
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3803,7173
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1395,3654
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-43,4282
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-40,5305
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2137,5013
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,81,6855
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1927,6148
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,794,5491
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1393,5660
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1199,5145
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1678,6545
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,700,5313
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,62,7916
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2332,6392
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,320,6728
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3523,6914
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1036,6590
225,2226,マイジャグラーⅣ／ＫＥ,99,8483
226,2227,マイジャグラーⅣ／ＫＥ,-2394,4726
227,2228,マイジャグラーⅣ／ＫＥ,-375,5097
228,2229,マイジャグラーⅣ／ＫＥ,2981,6148
229,2230,マイジャグラーⅣ／ＫＥ,-2133,3990
230,2231,マイジャグラーⅣ／ＫＥ,616,7956
231,2232,マイジャグラーⅣ／ＫＥ,863,5072
232,2233,マイジャグラーⅣ／ＫＥ,-1245,1371
233,2234,マイジャグラーⅣ／ＫＥ,776,8579
234,2235,マイジャグラーⅣ／ＫＥ,1018,5856
235,2236,マイジャグラーⅣ／ＫＥ,-1906,7620
236,2237,マイジャグラーⅣ／ＫＥ,1740,6959
237,2238,マイジャグラーⅣ／ＫＥ,-1544,5117
238,2239,マイジャグラーⅣ／ＫＥ,-2064,5562
239,2240,マイジャグラーⅣ／ＫＥ,-900,5513
240,2241,マイジャグラーⅣ／ＫＥ,1521,9145
241,2242,マイジャグラーⅣ／ＫＥ,555,6167
242,2243,マイジャグラーⅣ／ＫＥ,1500,7747
243,2244,マイジャグラーⅣ／ＫＥ,1380,7353
244,2245,マイジャグラーⅣ／ＫＥ,1649,6341
245,2246,マイジャグラーⅣ／ＫＥ,-842,7940
246,2247,マイジャグラーⅣ／ＫＥ,-1865,6075
247,2248,マイジャグラーⅣ／ＫＥ,-2670,4354
248,2249,マイジャグラーⅣ／ＫＥ,-27,6982
249,2250,マイジャグラーⅣ／ＫＥ,44,5436
250,2251,マイジャグラーⅣ／ＫＥ,-700,5602
251,2252,マイジャグラーⅣ／ＫＥ,266,5285
252,2253,マイジャグラーⅣ／ＫＥ,2114,7319
253,2254,マイジャグラーⅣ／ＫＥ,2671,8166
254,2255,マイジャグラーⅣ／ＫＥ,1925,8116
255,2256,マイジャグラーⅣ／ＫＥ,-1471,3736
256,2257,マイジャグラーⅣ／ＫＥ,1863,7727
257,2258,マイジャグラーⅣ／ＫＥ,-278,7285
258,2259,マイジャグラーⅣ／ＫＥ,-388,6174
259,2260,マイジャグラーⅣ／ＫＥ,699,8875
260,2261,マイジャグラーⅣ／ＫＥ,1429,7457
261,2262,マイジャグラーⅣ／ＫＥ,-2390,5570
262,2263,マイジャグラー３ＫＤ,-2769,3167
263,2264,マイジャグラー３ＫＤ,464,8560
264,2265,マイジャグラー３ＫＤ,462,1688
265,2266,マイジャグラー３ＫＤ,72,3583
266,2267,マイジャグラー３ＫＤ,-536,4262
267,2268,マイジャグラー３ＫＤ,695,5867
268,2269,マイジャグラー３ＫＤ,1166,6045
269,2270,ゴーゴージャグラー２／ＫＤ,-536,5450
270,2271,ゴーゴージャグラー２／ＫＤ,-955,4870
271,2272,ゴーゴージャグラー２／ＫＤ,-1531,6231
272,2273,ゴーゴージャグラー２／ＫＤ,-1603,1916
273,2274,ゴーゴージャグラーＫＫ,3419,8230
274,2275,ゴーゴージャグラーＫＫ,-241,3562
275,2276,ゴーゴージャグラーＫＫ,-936,1418
276,2277,ゴーゴージャグラーＫＫ,-1350,4514
277,2278,ゴーゴージャグラーＫＫ,-637,5269
278,2279,ゴーゴージャグラーＫＫ,1994,3796
279,2280,ゴーゴージャグラーＫＫ,-815,6580
280,2281,ゴーゴージャグラーＫＫ,1041,7356
281,2282,ゴーゴージャグラーＫＫ,-505,5194
282,2283,ゴーゴージャグラーＫＫ,3865,5189
283,2284,ゴーゴージャグラーＫＫ,-2718,6763
284,2285,ゴーゴージャグラーＫＫ,1369,5808
285,2286,ゴーゴージャグラーＫＫ,-1077,2953
286,2287,ゴーゴージャグラーＫＫ,1606,7013
287,2288,ゴーゴージャグラーＫＫ,65,6228
288,2289,ゴーゴージャグラーＫＫ,-1320,3741
289,2290,ゴーゴージャグラー２／ＫＤ,-1243,3872
290,2291,ゴーゴージャグラー２／ＫＤ,-2292,4576
291,2292,ゴーゴージャグラー２／ＫＤ,-1767,2534
292,2293,ゴーゴージャグラー２／ＫＤ,365,4856
293,2294,ゴーゴージャグラー２／ＫＤ,-706,6945
294,2295,マイジャグラー３ＫＤ,269,5273
295,2296,マイジャグラー３ＫＤ,-854,2577
296,2297,マイジャグラー３ＫＤ,-506,3503
297,2298,マイジャグラー３ＫＤ,1003,7541
298,2299,マイジャグラー３ＫＤ,-437,1757
299,2300,マイジャグラーⅣ／ＫＥ,2678,7176
300,2301,マイジャグラーⅣ／ＫＥ,-147,6714
301,2302,スーパーミラクルジャグラー／ＫＵ,-1294,3598
302,2303,スーパーミラクルジャグラー／ＫＵ,-418,6180
303,2304,スーパーミラクルジャグラー／ＫＵ,3428,8960
304,2305,スーパーミラクルジャグラー／ＫＵ,166,5061
305,2306,スーパーミラクルジャグラー／ＫＵ,-623,3346
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,-621,3615
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,3113,5589
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-368,3737
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,305,2888
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1042,8792
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,76,3468
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-674,3288
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,4510,7765
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-973,1547
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-2716,4309
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1641,3779
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-995,4961
318,2319,ゴーゴージャグラーＫＫ,1530,5284
319,2320,ゴーゴージャグラーＫＫ,725,2155
320,2321,ゴーゴージャグラーＫＫ,-161,7919
321,2322,ゴーゴージャグラーＫＫ,924,5886
322,2323,ゴーゴージャグラーＫＫ,-39,5126
323,2324,ゴーゴージャグラーＫＫ,2859,7370
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-915,1725
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1463,2504
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1081,6438
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,2318,5783
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-66,3810
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,332,3791
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,999,7072
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1726,2192
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,56,3614
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1584,6748
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-697,5780
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,-505,4529
336,2337,スーパーミラクルジャグラー／ＫＵ,-1510,4208
337,2338,スーパーミラクルジャグラー／ＫＵ,1128,4469
338,2339,スーパーミラクルジャグラー／ＫＵ,517,4954
339,2340,スーパーミラクルジャグラー／ＫＵ,2261,3695
340,2341,スーパーミラクルジャグラー／ＫＵ,-818,6072
341,2342,ディスクアップ／ＺＳ,509,3575
342,2343,ディスクアップ／ＺＳ,771,6386
343,2344,ディスクアップ／ＺＳ,600,6578
344,2345,ディスクアップ／ＺＳ,-191,1335
345,2346,ディスクアップ／ＺＳ,-510,4693
346,2347,ディスクアップ／ＺＳ,61,3816
347,2348,ディスクアップ／ＺＳ,-1204,3750
348,2349,ディスクアップ／ＺＳ,5648,7390
349,2350,ディスクアップ／ＺＳ,-226,950
350,2351,アレックスＡＥ,-1325,1826
351,2352,ディスクアップ／ＺＳ,-481,2500
352,2353,アレックスＡＥ,-346,1427
353,2354,ディスクアップ／ＺＳ,2630,6607
354,2355,アレックスＡＥ,1114,1826
355,2356,ディスクアップ／ＺＳ,1161,4251
356,2357,ニューパルサーＳＰ２／ＤＤ,-723,929
357,2358,ディスクアップ／ＺＳ,2991,5792
358,2359,クランキーセレブレーションＣＥ,-510,633
359,2360,ディスクアップ／ＺＳ,-324,5249
360,2361,バイオイントゥザパニック／ＺＡ,-631,3347
361,2362,リノＮＧＴＣＣ,-1971,3842
362,2363,リノＮＧＴＣＣ,0,0
363,2364,リノＮＧＴＣＣ,-2987,4649
364,2365,リノＮＧＴＣＣ,1398,1449
365,2366,リノＮＧＴＣＣ,2258,1345
366,2367,リノＮＧＴＣＣ,-7,1126
367,2368,ディスクアップ／ＺＳ,-672,1223
368,2369,ディスクアップ／ＺＳ,-1396,5090
369,2370,アレックスＡＥ,-6,2488
370,2371,ディスクアップ／ＺＳ,-1248,4950
371,2372,アレックスＡＥ,738,3654
372,2373,ディスクアップ／ＺＳ,475,2693
373,2374,ディスクアップ／ＺＳ,1398,6886
374,2375,ディスクアップ／ＺＳ,1463,2892
375,2376,ディスクアップ／ＺＳ,-213,2955
376,2377,ディスクアップ／ＺＳ,263,7417
377,2378,ディスクアップ／ＺＳ,-781,2041
378,2379,ディスクアップ／ＺＳ,-65,3305
379,2380,ディスクアップ／ＺＳ,-1059,4712
380,2381,ディスクアップ／ＺＳ,-2708,8121
381,2382,ダンまち／ＫＴ,-1393,4501
382,2383,ダンまち／ＫＴ,177,985
383,2384,ダンまち／ＫＴ,-281,5432
384,2385,ダンまち／ＫＴ,-411,1833
385,2386,バーサスＳＥ,2204,7765
386,2387,バーサスＳＥ,1428,8377
387,2388,バーサスＳＥ,-2012,6184
388,2389,バーサスＳＥ,-517,4807
389,2390,バーサスＳＥ,-1488,4420
390,2391,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-1138,8813
391,2392,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-55,6767
392,2393,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,1460,9054
393,2394,ディスクアップ／ＺＳ,2179,6724
394,2395,スーパービンゴネオＭ１,-1517,1430
395,2396,スーパービンゴネオＭ１,-2959,2205
396,2397,スーパービンゴネオＭ１,2209,3206
397,2398,スーパービンゴネオＭ１,-1470,1999
398,2399,スーパービンゴネオＭ１,868,3697
399,2400,スーパービンゴネオＭ１,-380,414
400,2401,スーパービンゴネオＭ１,-4761,3136
401,2402,Ｓ／ドンちゃん２／ＤＣ,-109,4915
402,2403,Ｓ／ドンちゃん２／ＤＣ,1622,6244
403,2404,Ｓ／ドンちゃん２／ＤＣ,999,5665
404,2405,Ｓ／ドンちゃん２／ＤＣ,512,4508
405,2406,ハナビＢＨＳ２,364,903
406,2407,ハナビＢＨＳ２,1883,6291
407,2408,ハナビＢＨＳ２,-296,2994
408,2409,ハナビＢＨＳ２,47,4954
409,2410,ハナビＢＨＳ２,-1024,2771
410,2411,ハナビＢＨＳ２,-1033,2880
411,2412,ハナビＢＨＳ２,561,6121
412,2413,ハナビＢＨＳ２,76,995
413,2414,ハナビ２ＨＡ,4455,7797
414,2415,ハナビ２ＨＡ,-428,4253
415,2416,ハナビ２ＨＡ,-1160,1161
416,2417,ハナビ２ＨＡ,395,2899
417,2418,熊酒場２／ＮＣ,-722,1190
