,number,model_name,slump,allStarts
427,2428,沖ドキ！ＬＬ,-2782,2324
428,2429,沖ドキ！ＬＬ,3031,2351
429,2430,沖ドキ！ＬＬ,3590,2700
430,2431,ミリオンゴッド－神々の凱旋－ＢＤ,-1959,1105
431,2432,ミリオンゴッド－神々の凱旋－ＢＤ,-1575,1838
432,2433,ミリオンゴッド－神々の凱旋－ＢＤ,-1051,2688
433,2434,ミリオンゴッド－神々の凱旋－ＢＤ,-1025,863
434,2435,ミリオンゴッド－神々の凱旋－ＢＤ,-7598,4330
435,2436,ミリオンゴッド－神々の凱旋－ＢＤ,1131,624
436,2437,ミリオンゴッド－神々の凱旋－ＢＤ,1277,2258
437,2438,ミリオンゴッド－神々の凱旋－ＢＤ,521,1467
438,2439,ミリオンゴッド－神々の凱旋－ＢＤ,-1766,1936
439,2440,ミリオンゴッド－神々の凱旋－ＢＤ,1992,1928
440,2441,ミリオンゴッド－神々の凱旋－ＢＤ,-429,395
441,2442,ミリオンゴッド－神々の凱旋－ＢＤ,-36,1836
442,2443,ミリオンゴッド－神々の凱旋－ＢＤ,3729,2250
443,2444,ミリオンゴッド－神々の凱旋－ＢＤ,1775,2050
444,2445,ミリオンゴッド－神々の凱旋－ＢＤ,1972,1243
445,2446,ミリオンゴッド－神々の凱旋－ＢＤ,546,2913
446,2447,ミリオンゴッド－神々の凱旋－ＢＤ,-2188,1384
447,2448,ミリオンゴッド－神々の凱旋－ＢＤ,-3097,1789
448,2449,ミリオンゴッド－神々の凱旋－ＢＤ,-67,32
449,2450,ミリオンゴッド－神々の凱旋－ＢＤ,2491,534
450,2451,ミリオンゴッド－神々の凱旋－ＢＤ,5461,952
451,2452,ミリオンゴッド－神々の凱旋－ＢＤ,348,1060
452,2453,ミリオンゴッド－神々の凱旋－ＢＤ,-1831,999
453,2454,ミリオンゴッド－神々の凱旋－ＢＤ,-601,614
454,2455,ミリオンゴッド－神々の凱旋－ＢＤ,10751,4425
455,2456,ミリオンゴッド－神々の凱旋－ＢＤ,-173,3287
456,2457,ミリオンゴッド－神々の凱旋－ＢＤ,-270,136
457,2458,ミリオンゴッド－神々の凱旋－ＢＤ,1204,4351
458,2459,ミリオンゴッド－神々の凱旋－ＢＤ,-1488,1951
459,2460,ミリオンゴッド－神々の凱旋－ＢＤ,-277,775
460,2461,ミリオンゴッド－神々の凱旋－ＢＤ,-1191,1775
461,2462,ミリオンゴッド－神々の凱旋－ＢＤ,1007,2382
462,2463,ミリオンゴッド－神々の凱旋－ＢＤ,8372,2573
463,2464,ミリオンゴッド－神々の凱旋－ＢＤ,-2081,1725
464,2465,ミリオンゴッド－神々の凱旋－ＢＤ,-1525,2063
465,2466,ミリオンゴッド－神々の凱旋－ＢＤ,-2554,3635
466,2467,ミリオンゴッド－神々の凱旋－ＢＤ,-3020,1901
467,2468,ミリオンゴッド－神々の凱旋－ＢＤ,194,2059
468,2469,ミリオンゴッド－神々の凱旋－ＢＤ,-188,791
469,2470,ミリオンゴッド－神々の凱旋－ＢＤ,-1721,2405
470,2471,沖ドキ！ＬＬ,-1080,1458
471,2472,沖ドキ！ＬＬ,820,3794
472,2473,沖ドキ！ＬＬ,-936,4388
473,2474,沖ドキ！ＬＬ,-2162,1750
474,2475,沖ドキ！ＬＬ,-2269,3977
475,2476,沖ドキ！ＬＬ,-3435,3374
476,2477,沖ドキ！ＬＬ,834,1841
477,2478,沖ドキ！ＬＬ,-2070,2492
478,2479,沖ドキ！ＬＬ,-865,3789
479,2480,押忍！サラリーマン番長Ａ９,-1842,5616
480,2481,押忍！サラリーマン番長Ａ９,-2953,4165
481,2482,押忍！サラリーマン番長Ａ９,-771,7478
482,2483,押忍！サラリーマン番長Ａ９,-3644,5197
483,2484,押忍！サラリーマン番長Ａ９,2224,6385
484,2485,押忍！サラリーマン番長Ａ９,6259,6715
485,2486,押忍！番長３／Ａ５,-475,735
486,2487,押忍！番長３／Ａ５,-962,1887
487,2488,押忍！番長３／Ａ５,-1921,1984
488,2489,押忍！番長３／Ａ５,-1269,1070
489,2490,押忍！番長３／Ａ５,-1571,2371
490,2491,押忍！番長３／Ａ５,-1409,1582
491,2492,押忍！番長３／Ａ５,-1281,2982
492,2493,押忍！番長３／Ａ５,-1463,2631
493,2494,押忍！番長３／Ａ５,-2065,2179
494,2495,押忍！番長３／Ａ５,2441,2909
495,2496,押忍！番長３／Ａ５,-419,326
496,2497,押忍！番長３／Ａ５,-420,604
497,2498,押忍！番長３／Ａ５,-1762,4055
498,2499,押忍！番長３／Ａ５,-428,378
499,2500,押忍！番長３／Ａ５,-925,2162
500,2501,押忍！番長３／Ａ５,-1476,1248
501,2502,押忍！番長３／Ａ５,307,1247
502,2503,押忍！番長３／Ａ５,-56,67
503,2504,押忍！番長３／Ａ５,5555,3872
504,2505,押忍！番長３／Ａ５,-441,390
505,2506,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-176,248
506,2507,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-675,820
507,2508,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,1159,2964
508,2509,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-354,551
509,2510,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-41,20
510,2511,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-936,1729
511,2512,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,137,717
512,2513,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-137,96
513,2514,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,116,6146
514,2515,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-290,2497
515,2516,押忍！番長３／Ａ５,-1935,3120
516,2517,押忍！番長３／Ａ５,359,2062
517,2518,押忍！番長３／Ａ５,-757,2906
518,2519,押忍！番長３／Ａ５,-1239,1219
519,2520,押忍！番長３／Ａ５,508,2955
520,2521,押忍！番長３／Ａ５,-1312,2075
521,2522,押忍！番長３／Ａ５,-466,1111
522,2523,押忍！サラリーマン番長Ａ９,730,4941
523,2524,押忍！サラリーマン番長Ａ９,1809,5081
524,2525,押忍！サラリーマン番長Ａ９,301,4736
525,2526,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1500,1843
526,2527,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-99,504
527,2528,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-103,1335
528,2529,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-474,801
529,2530,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-525,1050
530,2531,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-2012,1677
531,2532,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1282,2714
532,2533,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-422,443
533,2534,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,0,0
534,2535,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1457,4830
535,2536,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,0,0
536,2537,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,67,300
537,2538,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-21,11
538,2539,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,487,2401
539,2540,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-753,630
540,2541,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1274,3261
541,2542,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-392,663
542,2543,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,319,2983
543,2544,ミリオンゴッド－神々の凱旋－ＢＤ,,
544,2545,Ｓ／叛逆の物語／ＦＨ,-1355,4029
545,2546,Ｓ／叛逆の物語／ＦＨ,-290,1832
546,2547,Ｓ／叛逆の物語／ＦＨ,2742,798
547,2548,Ｓ／叛逆の物語／ＦＨ,1571,651
548,2549,Ｓ／叛逆の物語／ＦＨ,-401,1153
549,2550,Ｓ／叛逆の物語／ＦＨ,-890,1505
550,2551,Ｓ／叛逆の物語／ＦＨ,-951,3756
551,2552,Ｓ／叛逆の物語／ＦＨ,-552,1068
552,2553,Ｓ／叛逆の物語／ＦＨ,-320,531
553,2554,Ｓ／叛逆の物語／ＦＨ,-484,1143
554,2555,Ｓ／叛逆の物語／ＦＨ,-292,616
555,2556,Ｓ／叛逆の物語／ＦＨ,1062,912
556,2557,Ｓ／叛逆の物語／ＦＨ,-501,489
557,2558,Ｓ／叛逆の物語／ＦＨ,0,0
558,2559,Ｓ／叛逆の物語／ＦＨ,392,1979
