,number,model_name,slump,allStarts
78,2079,Ｓ呪怨　再誕ＡＴ　ＦＣ,-1243,1568
79,2080,Ｓ呪怨　再誕ＡＴ　ＦＣ,3735,3834
80,2081,パチスロリング　ノロイノナノカカンＦＳＢ,-318,1245
81,2082,パチスロリング　ノロイノナノカカンＦＳＢ,-592,2314
82,2083,Ｓトータル・イクリプス２Ｒ,-3673,5366
83,2084,Ｓ喰霊零　運命乱ＪＪ,22,3687
84,2085,Ｓ蒼穹のファフナー　ＥＸＯＤＵＳ　ｂＡ,-1152,3005
85,2086,パチスロマクロスフロンティア２Ｇ,2433,6665
86,2087,パチスロマクロスフロンティア２Ｇ,296,7468
87,2088,サラリーマン金太郎　出世回胴編ＸＦ,-306,2744
88,2089,シンデレラ×ブレイド２ＮＤ,-130,2868
89,2090,やじきた道中記乙ＭＤ,1850,2277
90,2091,やじきた道中記乙ＭＤ,-1128,926
91,2092,やじきた道中記乙ＭＤ,-1837,1298
92,2093,乙女魂ＪＶ,-1119,8423
93,2094,モンキーターン２ＴＴ,2679,1585
94,2095,緑ドンＶＩＶＡ２ＭＲ,-3227,7215
95,2096,サムライチャンプルー流転輪廻Ｘ,-1478,2349
96,2097,パチスロバーストエンジェルＥＥ,-2013,4163
97,2098,パチスロ　修羅の刻Ａ,-1834,5501
98,2099,戦国コレクション２ＫＳ,180,2799
99,2100,戦国コレクション２ＫＳ,-2784,3207
100,2101,パチスロ黄門ちゃま喝Ｄ１,-1424,2001
101,2102,パチスロ黄門ちゃま喝Ｄ１,892,3320
102,2103,パチスロ黄門ちゃま喝Ｄ１,3816,1405
103,2104,パチスロ黄門ちゃま喝Ｄ１,240,5218
104,2105,パチスロゴッドイーターＣＣ,-2097,2748
105,2106,パチスロゴッドイーターＣＣ,-2677,2919
106,2107,Ｓ闘魂継承アントニオ猪木Ｌ３,-190,4792
107,2108,Ｓ闘魂継承アントニオ猪木Ｌ３,-829,784
108,2109,Ｓ闘魂継承アントニオ猪木Ｌ３,-119,4555
109,2110,Ｓガールズ＆パンツァーＧ／ＬＡ１,-8,11
110,2111,Ｓガールズ＆パンツァーＧ／ＬＡ１,523,2183
111,2112,Ｓガールズ＆パンツァーＧ／ＬＡ１,193,382
112,2113,Ｓガールズ＆パンツァーＧ／ＬＡ１,-1247,1508
113,2114,Ｓガールズ＆パンツァーＧ／ＬＡ１,-790,3169
114,2115,パチスロ聖闘士星矢海皇覚醒ＫＨ,-110,4021
115,2116,パチスロ聖闘士星矢海皇覚醒ＫＨ,-37,1116
116,2117,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1386,1920
117,2118,パチスロ聖闘士星矢海皇覚醒ＫＨ,247,3732
118,2119,パチスロ聖闘士星矢海皇覚醒ＫＨ,-387,1082
119,2120,パチスロ聖闘士星矢海皇覚醒ＫＨ,-2196,2647
120,2121,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,26,1987
121,2122,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-92,712
122,2123,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-184,244
123,2124,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,744,4237
124,2125,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,641,1001
125,2126,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-1767,2094
126,2127,政宗２／Ａ５,2743,1645
127,2128,政宗２／Ａ５,-107,81
128,2129,政宗２／Ａ５,-321,287
129,2130,政宗２／Ａ５,-960,3297
130,2131,パチスロ鉄拳３ＥＥ,-1535,3300
131,2132,パチスロ鉄拳３ＥＥ,-1445,2260
132,2133,Ｓパチスロ鉄拳４ＣＣ,-195,607
133,2134,Ｓパチスロ鉄拳４ＣＣ,1147,1082
134,2135,Ｓパチスロ鉄拳４ＣＣ,-156,2224
135,2136,パチスロ笑ゥせぇるすまん３ＫＪ,-117,106
136,2137,パチスロ笑ゥせぇるすまん３ＫＪ,3582,1590
137,2138,パチスロ笑ゥせぇるすまん３ＫＪ,-119,2526
138,2139,パチスロ笑ゥせぇるすまん３ＫＪ,-1084,1554
139,2140,パチスロ笑ゥせぇるすまん３ＫＪ,-122,94
140,2141,パチスロ笑ゥせぇるすまん３ＫＪ,-402,353
141,2142,Ｓ天下布武４ＨＨ,-664,1014
142,2143,Ｓ天下布武４ＨＨ,981,4112
143,2144,Ｓ天下布武４ＨＨ,1879,6477
144,2145,Ｓ天下布武４ＨＨ,665,1557
145,2146,Ｓ天下布武４ＨＨ,-1354,1512
146,2147,パチスロ聖闘士星矢海皇覚醒ＫＨ,-998,2486
147,2148,パチスロ聖闘士星矢海皇覚醒ＫＨ,886,2128
148,2149,パチスロ聖闘士星矢海皇覚醒ＫＨ,2294,3055
149,2150,パチスロ聖闘士星矢海皇覚醒ＫＨ,-167,1164
150,2151,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1588,3494
151,2152,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-967,6060
152,2153,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,747,5515
153,2154,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,2181,6228
154,2155,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2172,5682
155,2156,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1126,5204
156,2157,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2193,4960
157,2158,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,4113,6087
158,2159,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-922,6761
159,2160,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-468,6244
160,2161,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,3157,4652
161,2162,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1321,1300
162,2163,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1017,2139
163,2164,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-2602,3812
164,2165,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,470,7125
165,2166,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,372,658
166,2167,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-138,7771
167,2168,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,3004,4195
168,2169,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,941,7986
169,2170,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-756,1310
170,2171,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,418,7435
171,2172,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,417,3313
172,2173,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-2640,4936
173,2174,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-79,6171
174,2175,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-705,694
175,2176,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2370,6143
176,2177,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-2,34
177,2178,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-857,7564
178,2179,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,79,1185
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1120,6656
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2633,7186
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,703,6602
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1195,7707
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1560,6213
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1226,7491
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,3323,6448
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1746,6257
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2256,5226
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1262,5794
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1019,2868
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-899,1483
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3407,2949
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1786,4291
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-900,3591
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1821,6262
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,616,3117
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,562,2397
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-60,2609
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1394,2452
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1136,5474
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-156,1651
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,911,4620
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,388,2091
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-916,890
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,762,3556
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-118,3365
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-576,5867
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1406,2119
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-980,2118
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-614,1905
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-714,1473
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-920,712
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,676,4434
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,207,1112
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-6,4722
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,828,5056
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,133,4010
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2452,3302
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-199,2844
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-262,1292
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,563,4195
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1815,3522
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2589,3175
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,5235,5696
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,90,3607
225,2226,マイジャグラーⅣ／ＫＥ,-1651,9867
226,2227,マイジャグラーⅣ／ＫＥ,4127,9391
227,2228,マイジャグラーⅣ／ＫＥ,-167,5671
228,2229,マイジャグラーⅣ／ＫＥ,871,7179
229,2230,マイジャグラーⅣ／ＫＥ,-967,5253
230,2231,マイジャグラーⅣ／ＫＥ,-2112,6003
231,2232,マイジャグラーⅣ／ＫＥ,1382,6524
232,2233,マイジャグラーⅣ／ＫＥ,-1435,5684
233,2234,マイジャグラーⅣ／ＫＥ,-968,7043
234,2235,マイジャグラーⅣ／ＫＥ,-678,6502
235,2236,マイジャグラーⅣ／ＫＥ,-1357,4567
236,2237,マイジャグラーⅣ／ＫＥ,1304,7353
237,2238,マイジャグラーⅣ／ＫＥ,-870,9023
238,2239,マイジャグラーⅣ／ＫＥ,-715,3115
239,2240,マイジャグラーⅣ／ＫＥ,377,5056
240,2241,マイジャグラーⅣ／ＫＥ,-107,5619
241,2242,マイジャグラーⅣ／ＫＥ,-1068,7233
242,2243,マイジャグラーⅣ／ＫＥ,-2547,5729
243,2244,マイジャグラーⅣ／ＫＥ,288,8212
244,2245,マイジャグラーⅣ／ＫＥ,347,7123
245,2246,マイジャグラーⅣ／ＫＥ,-944,5269
246,2247,マイジャグラーⅣ／ＫＥ,1199,6899
247,2248,マイジャグラーⅣ／ＫＥ,147,7403
248,2249,マイジャグラーⅣ／ＫＥ,2471,7591
249,2250,マイジャグラーⅣ／ＫＥ,-2281,2785
250,2251,マイジャグラーⅣ／ＫＥ,-405,4798
251,2252,マイジャグラーⅣ／ＫＥ,-1584,5875
252,2253,マイジャグラーⅣ／ＫＥ,-1253,4251
253,2254,マイジャグラーⅣ／ＫＥ,276,6222
254,2255,マイジャグラーⅣ／ＫＥ,2915,8088
255,2256,マイジャグラーⅣ／ＫＥ,-981,1984
256,2257,マイジャグラーⅣ／ＫＥ,-112,6852
257,2258,マイジャグラーⅣ／ＫＥ,468,6965
258,2259,マイジャグラーⅣ／ＫＥ,877,7696
259,2260,マイジャグラーⅣ／ＫＥ,-1215,3799
260,2261,マイジャグラーⅣ／ＫＥ,1940,7609
261,2262,マイジャグラーⅣ／ＫＥ,-144,8037
262,2263,マイジャグラー３ＫＤ,701,4858
263,2264,マイジャグラー３ＫＤ,14,4653
264,2265,マイジャグラー３ＫＤ,-1008,4710
265,2266,マイジャグラー３ＫＤ,-2994,4346
266,2267,マイジャグラー３ＫＤ,1338,4883
267,2268,マイジャグラー３ＫＤ,3352,7953
268,2269,マイジャグラー３ＫＤ,-992,1046
269,2270,ゴーゴージャグラー２／ＫＤ,-94,4775
270,2271,ゴーゴージャグラー２／ＫＤ,-1650,6095
271,2272,ゴーゴージャグラー２／ＫＤ,254,6021
272,2273,ゴーゴージャグラー２／ＫＤ,-2386,3611
273,2274,ゴーゴージャグラーＫＫ,-654,4735
274,2275,ゴーゴージャグラーＫＫ,-1258,3628
275,2276,ゴーゴージャグラーＫＫ,-1117,8157
276,2277,ゴーゴージャグラーＫＫ,-687,960
277,2278,ゴーゴージャグラーＫＫ,-609,1472
278,2279,ゴーゴージャグラーＫＫ,4319,6137
279,2280,ゴーゴージャグラーＫＫ,-249,4243
280,2281,ゴーゴージャグラーＫＫ,-1165,3208
281,2282,ゴーゴージャグラーＫＫ,-1360,3399
282,2283,ゴーゴージャグラーＫＫ,-816,8215
283,2284,ゴーゴージャグラーＫＫ,1512,4146
284,2285,ゴーゴージャグラーＫＫ,-265,2909
285,2286,ゴーゴージャグラーＫＫ,-879,1483
286,2287,ゴーゴージャグラーＫＫ,430,5673
287,2288,ゴーゴージャグラーＫＫ,-712,1052
288,2289,ゴーゴージャグラーＫＫ,-75,2951
289,2290,ゴーゴージャグラー２／ＫＤ,256,5157
290,2291,ゴーゴージャグラー２／ＫＤ,-103,5136
291,2292,ゴーゴージャグラー２／ＫＤ,-1324,1296
292,2293,ゴーゴージャグラー２／ＫＤ,-548,5677
293,2294,ゴーゴージャグラー２／ＫＤ,-925,5541
294,2295,マイジャグラー３ＫＤ,2407,6057
295,2296,マイジャグラー３ＫＤ,3663,6995
296,2297,マイジャグラー３ＫＤ,321,5868
297,2298,マイジャグラー３ＫＤ,-1033,1553
298,2299,マイジャグラー３ＫＤ,-1437,5167
299,2300,マイジャグラーⅣ／ＫＥ,4080,8057
300,2301,マイジャグラーⅣ／ＫＥ,-1160,6939
301,2302,スーパーミラクルジャグラー／ＫＵ,906,5650
302,2303,スーパーミラクルジャグラー／ＫＵ,2156,6445
303,2304,スーパーミラクルジャグラー／ＫＵ,-1532,2262
304,2305,スーパーミラクルジャグラー／ＫＵ,-506,2411
305,2306,スーパーミラクルジャグラー／ＫＵ,-1116,2532
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,-1041,3352
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-2247,3478
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,528,5919
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,172,3095
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-223,6353
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,2429,4947
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1770,5364
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-881,1791
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-801,2479
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-715,5613
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1674,5543
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-359,2578
318,2319,ゴーゴージャグラーＫＫ,1071,6138
319,2320,ゴーゴージャグラーＫＫ,1601,5907
320,2321,ゴーゴージャグラーＫＫ,-758,2627
321,2322,ゴーゴージャグラーＫＫ,147,5636
322,2323,ゴーゴージャグラーＫＫ,-726,1939
323,2324,ゴーゴージャグラーＫＫ,329,5373
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-678,5224
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,504,5033
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-937,3816
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1049,2549
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-774,4807
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-754,1276
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1446,5861
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-698,5362
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-565,5765
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-920,1471
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,629,6879
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,-1609,1787
336,2337,スーパーミラクルジャグラー／ＫＵ,-324,3993
337,2338,スーパーミラクルジャグラー／ＫＵ,-512,2036
338,2339,スーパーミラクルジャグラー／ＫＵ,194,6173
339,2340,スーパーミラクルジャグラー／ＫＵ,-1033,1309
340,2341,スーパーミラクルジャグラー／ＫＵ,-2154,4186
341,2342,ディスクアップ／ＺＳ,-1329,2741
342,2343,ディスクアップ／ＺＳ,-565,1842
343,2344,ディスクアップ／ＺＳ,-416,244
344,2345,ディスクアップ／ＺＳ,1275,5181
345,2346,ディスクアップ／ＺＳ,-2417,3506
346,2347,ディスクアップ／ＺＳ,141,1389
347,2348,ディスクアップ／ＺＳ,1712,3779
348,2349,ディスクアップ／ＺＳ,-702,1069
349,2350,ディスクアップ／ＺＳ,1469,2658
350,2351,アレックスＡＥ,443,1116
351,2352,ディスクアップ／ＺＳ,461,5846
352,2353,アレックスＡＥ,-276,204
353,2354,ディスクアップ／ＺＳ,4522,5902
354,2355,アレックスＡＥ,-104,155
355,2356,ディスクアップ／ＺＳ,1752,2811
356,2357,ニューパルサーＳＰ２／ＤＤ,-1688,1475
357,2358,ディスクアップ／ＺＳ,-583,2325
358,2359,クランキーセレブレーションＣＥ,-162,1263
359,2360,ディスクアップ／ＺＳ,6080,7093
360,2361,バイオイントゥザパニック／ＺＡ,-396,381
361,2362,リノＮＧＴＣＣ,-702,2798
362,2363,リノＮＧＴＣＣ,0,0
363,2364,リノＮＧＴＣＣ,514,762
364,2365,リノＮＧＴＣＣ,-675,490
365,2366,リノＮＧＴＣＣ,453,633
366,2367,リノＮＧＴＣＣ,-746,448
367,2368,ディスクアップ／ＺＳ,-636,1283
368,2369,ディスクアップ／ＺＳ,86,1549
369,2370,アレックスＡＥ,195,5039
370,2371,ディスクアップ／ＺＳ,-325,3955
371,2372,アレックスＡＥ,1029,2935
372,2373,ディスクアップ／ＺＳ,-155,1731
373,2374,ディスクアップ／ＺＳ,-88,1261
374,2375,ディスクアップ／ＺＳ,-338,499
375,2376,ディスクアップ／ＺＳ,-214,2491
376,2377,ディスクアップ／ＺＳ,-1427,1841
377,2378,ディスクアップ／ＺＳ,-612,2971
378,2379,ディスクアップ／ＺＳ,821,5187
379,2380,ディスクアップ／ＺＳ,-207,991
380,2381,ディスクアップ／ＺＳ,-1976,4208
381,2382,ダンまち／ＫＴ,-87,619
382,2383,ダンまち／ＫＴ,56,876
383,2384,ダンまち／ＫＴ,-214,733
384,2385,ダンまち／ＫＴ,-184,202
385,2386,バーサスＳＥ,-1137,1900
386,2387,バーサスＳＥ,-157,4118
387,2388,バーサスＳＥ,-722,1171
388,2389,バーサスＳＥ,-405,2763
389,2390,バーサスＳＥ,-793,901
390,2391,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-995,840
391,2392,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-369,914
392,2393,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-536,4437
393,2394,ディスクアップ／ＺＳ,-768,1432
394,2395,スーパービンゴネオＭ１,-727,857
395,2396,スーパービンゴネオＭ１,-1021,1188
396,2397,スーパービンゴネオＭ１,-92,63
397,2398,スーパービンゴネオＭ１,-838,764
398,2399,スーパービンゴネオＭ１,-977,1094
399,2400,スーパービンゴネオＭ１,-826,2220
400,2401,スーパービンゴネオＭ１,-555,2376
401,2402,Ｓ／ドンちゃん２／ＤＣ,1081,4969
402,2403,Ｓ／ドンちゃん２／ＤＣ,-322,858
403,2404,Ｓ／ドンちゃん２／ＤＣ,-516,958
404,2405,Ｓ／ドンちゃん２／ＤＣ,-785,1004
405,2406,ハナビＢＨＳ２,-745,574
406,2407,ハナビＢＨＳ２,-519,4260
407,2408,ハナビＢＨＳ２,-1056,2197
408,2409,ハナビＢＨＳ２,1749,6572
409,2410,ハナビＢＨＳ２,-585,799
410,2411,ハナビＢＨＳ２,-196,356
411,2412,ハナビＢＨＳ２,-75,2495
412,2413,ハナビＢＨＳ２,332,1076
413,2414,ハナビ２ＨＡ,-459,484
414,2415,ハナビ２ＨＡ,-1127,4963
415,2416,ハナビ２ＨＡ,-49,90
416,2417,ハナビ２ＨＡ,785,7803
417,2418,熊酒場２／ＮＣ,43,360
418,2419,パチスロマッハＧｏＧｏＧｏ　Ａ,-196,784
419,2420,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,-114,688
