,number,model_name,slump,allStarts
42,2043,Ｓルパン三世イタリアの夢Ｈ５,1070,7743
43,2044,Ｓルパン三世イタリアの夢Ｈ５,-963,2635
44,2045,ルパン三世世界解剖／Ｋ１,-2200,4306
45,2046,ＳＬＯＴギルティクラウンＵＣ,-1626,6526
46,2047,ＳＬＯＴギルティクラウンＵＣ,3511,9029
47,2048,ＳＬＯＴギルティクラウンＵＣ,-1403,5754
48,2049,ＳＬＯＴギルティクラウンＵＣ,-52,6769
49,2050,ＳＬＯＴギルティクラウンＵＣ,-1056,7478
50,2051,ＳＬＯＴギルティクラウンＵＣ,0,0
51,2052,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-1461,2397
52,2053,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,1300,9686
53,2054,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-253,3438
54,2055,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,2468,7349
55,2056,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-1178,1145
56,2057,コードギアス反逆のルルーシュＲ２／ＺＸ,-1778,6760
57,2058,パチスロ　サクラ大戦　熱き血潮に／ＸＲ,-1428,4921
58,2059,ケロロ軍曹／Ａ２,1295,4541
59,2060,パチスロ　戦場のヴァルキュリア／ＲＳ,-2294,3012
60,2061,ＳＬＯＴアカギ／ＤＡ,873,5227
61,2062,Ｓ　ＧⅠ優駿倶楽部２ＫＢ,-699,1257
62,2063,Ｓ　蒼天の拳ＡＡ　ＺＢ,923,5598
63,2064,バイオハザードリベレーションズ／ＺＷ,1574,7535
64,2065,獣王　王者の覚醒／ＺＡ,6085,7362
65,2066,Ｓ猛獣王　王者の咆哮ＺＺ,-1499,2133
66,2067,ＳヱヴァンゲリヲンＡＴ７７７Ｆ,131,4710
67,2068,ＳＡＴ天元突破グレンラガンＹ,-2273,3746
68,2069,パチスロ北斗の拳　修羅の国／ＲＦ,-2043,5433
69,2070,パチスロ北斗の拳　修羅の国／ＲＦ,-2190,2479
70,2071,パチスロ北斗の拳　修羅の国／ＲＦ,-3241,5685
71,2072,パチスロ北斗の拳　修羅の国／ＲＦ,-1436,4527
72,2073,パチスロ北斗の拳　修羅の国／ＲＦ,2631,5037
73,2074,Ｇ１優駿倶楽部／ＫＤ,36,3760
74,2075,Ｇ１優駿倶楽部／ＫＤ,3678,4481
75,2076,Ｇ１優駿倶楽部／ＫＤ,-807,3764
76,2077,Ｇ１優駿倶楽部／ＫＤ,-1401,2877
77,2078,Ｇ１優駿倶楽部／ＫＤ,-1464,4143
78,2079,Ｓ呪怨　再誕ＡＴ　ＦＣ,-2793,6222
79,2080,Ｓ呪怨　再誕ＡＴ　ＦＣ,-1130,2745
80,2081,パチスロリング　ノロイノナノカカンＦＳＢ,1672,5185
81,2082,パチスロリング　ノロイノナノカカンＦＳＢ,-2126,3900
82,2083,Ｓトータル・イクリプス２Ｒ,2014,7478
83,2084,Ｓ喰霊零　運命乱ＪＪ,3380,5242
84,2085,Ｓ蒼穹のファフナー　ＥＸＯＤＵＳ　ｂＡ,2404,5295
85,2086,パチスロマクロスフロンティア２Ｇ,-2483,6756
86,2087,パチスロマクロスフロンティア２Ｇ,-401,6255
87,2088,サラリーマン金太郎　出世回胴編ＸＦ,-68,3265
88,2089,シンデレラ×ブレイド２ＮＤ,2298,4708
89,2090,やじきた道中記乙ＭＤ,-2438,2370
90,2091,やじきた道中記乙ＭＤ,-3336,3022
91,2092,やじきた道中記乙ＭＤ,-3168,4280
92,2093,乙女魂ＪＶ,561,4324
93,2094,モンキーターン２ＴＴ,-4908,4064
94,2095,緑ドンＶＩＶＡ２ＭＲ,-3281,6688
95,2096,サムライチャンプルー流転輪廻Ｘ,-2205,1756
96,2097,パチスロバーストエンジェルＥＥ,-2075,3353
97,2098,パチスロ　修羅の刻Ａ,1800,6093
98,2099,戦国コレクション２ＫＳ,-1487,5995
99,2100,戦国コレクション２ＫＳ,-3725,3404
100,2101,パチスロ黄門ちゃま喝Ｄ１,2089,6329
101,2102,パチスロ黄門ちゃま喝Ｄ１,-1543,5422
102,2103,パチスロ黄門ちゃま喝Ｄ１,-3559,4677
103,2104,パチスロ黄門ちゃま喝Ｄ１,,
104,2105,パチスロゴッドイーターＣＣ,-2442,4656
105,2106,パチスロゴッドイーターＣＣ,-459,5349
106,2107,Ｓ闘魂継承アントニオ猪木Ｌ３,-651,7032
107,2108,Ｓ闘魂継承アントニオ猪木Ｌ３,-439,2908
108,2109,Ｓ闘魂継承アントニオ猪木Ｌ３,-82,4411
109,2110,Ｓガールズ＆パンツァーＧ／ＬＡ１,-452,4507
110,2111,Ｓガールズ＆パンツァーＧ／ＬＡ１,-787,1641
111,2112,Ｓガールズ＆パンツァーＧ／ＬＡ１,398,4855
112,2113,Ｓガールズ＆パンツァーＧ／ＬＡ１,-782,2609
113,2114,Ｓガールズ＆パンツァーＧ／ＬＡ１,-1460,4298
114,2115,パチスロ聖闘士星矢海皇覚醒ＫＨ,-929,6675
115,2116,パチスロ聖闘士星矢海皇覚醒ＫＨ,2525,3788
116,2117,パチスロ聖闘士星矢海皇覚醒ＫＨ,-153,3174
117,2118,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1402,4025
118,2119,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1672,3596
119,2120,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1226,7396
120,2121,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-1450,5891
121,2122,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-633,5022
122,2123,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-1456,1904
123,2124,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,1443,6443
124,2125,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-1404,2606
125,2126,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-658,5071
126,2127,政宗２／Ａ５,-816,6689
127,2128,政宗２／Ａ５,-210,4335
128,2129,政宗２／Ａ５,5276,8072
129,2130,政宗２／Ａ５,-1040,3263
130,2131,パチスロ鉄拳３ＥＥ,152,3675
131,2132,パチスロ鉄拳３ＥＥ,236,3628
132,2133,Ｓパチスロ鉄拳４ＣＣ,-562,2194
133,2134,Ｓパチスロ鉄拳４ＣＣ,1622,7691
134,2135,Ｓパチスロ鉄拳４ＣＣ,-933,3673
135,2136,パチスロ笑ゥせぇるすまん３ＫＪ,-689,1829
136,2137,パチスロ笑ゥせぇるすまん３ＫＪ,-1053,2866
137,2138,パチスロ笑ゥせぇるすまん３ＫＪ,-1648,2706
138,2139,パチスロ笑ゥせぇるすまん３ＫＪ,-1429,2048
139,2140,パチスロ笑ゥせぇるすまん３ＫＪ,-875,1387
140,2141,パチスロ笑ゥせぇるすまん３ＫＪ,-2022,4705
141,2142,Ｓ天下布武４ＨＨ,2986,6736
142,2143,Ｓ天下布武４ＨＨ,-1499,4499
143,2144,Ｓ天下布武４ＨＨ,-468,7258
144,2145,Ｓ天下布武４ＨＨ,1250,5425
145,2146,Ｓ天下布武４ＨＨ,-2284,4726
146,2147,パチスロ聖闘士星矢海皇覚醒ＫＨ,-2038,5577
147,2148,パチスロ聖闘士星矢海皇覚醒ＫＨ,-3353,5856
148,2149,パチスロ聖闘士星矢海皇覚醒ＫＨ,-3694,4845
149,2150,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1672,6175
150,2151,パチスロ聖闘士星矢海皇覚醒ＫＨ,-2308,6228
151,2152,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
152,2153,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
153,2154,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
154,2155,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
155,2156,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
156,2157,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
157,2158,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
158,2159,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
159,2160,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
160,2161,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1204,2409
161,2162,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,592,7416
162,2163,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-360,1733
163,2164,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-2787,7143
164,2165,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-771,3251
165,2166,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,3383,7927
166,2167,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,16,2615
167,2168,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-3307,4438
168,2169,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1429,1587
169,2170,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1685,1971
170,2171,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2395,8852
171,2172,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,841,7842
172,2173,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,4666,7398
173,2174,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-4285,5433
174,2175,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,481,7935
175,2176,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1263,3441
176,2177,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,4395,5898
177,2178,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2647,7056
178,2179,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1293,1692
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-123,4956
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2577,8606
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1352,7186
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3665,8515
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-31,4620
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,521,5475
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1736,8719
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-463,5608
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-723,7406
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1571,6855
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2534,4982
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,4160,7380
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,864,6729
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-541,5785
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,598,6787
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1455,4075
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1749,7697
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1352,3419
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,4609,7614
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,565,7080
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1413,8299
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,592,6966
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1312,4512
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1371,7436
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-611,7393
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-456,7156
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2275,8070
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1242,8420
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2449,8766
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1400,7064
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,793,8734
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1993,7911
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-714,6211
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,624,7670
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1135,5135
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1527,7661
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1980,5270
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1431,8066
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1939,6507
225,2226,マイジャグラーⅣ／ＫＥ,-3083,9928
226,2227,マイジャグラーⅣ／ＫＥ,1165,9258
227,2228,マイジャグラーⅣ／ＫＥ,-533,6874
228,2229,マイジャグラーⅣ／ＫＥ,1346,8048
229,2230,マイジャグラーⅣ／ＫＥ,2363,8184
230,2231,マイジャグラーⅣ／ＫＥ,-2354,6105
231,2232,マイジャグラーⅣ／ＫＥ,-385,8212
232,2233,マイジャグラーⅣ／ＫＥ,-619,7333
233,2234,マイジャグラーⅣ／ＫＥ,1799,8331
234,2235,マイジャグラーⅣ／ＫＥ,507,7733
235,2236,マイジャグラーⅣ／ＫＥ,136,4891
236,2237,マイジャグラーⅣ／ＫＥ,1690,8882
237,2238,マイジャグラーⅣ／ＫＥ,2139,9702
238,2239,マイジャグラーⅣ／ＫＥ,667,7812
239,2240,マイジャグラーⅣ／ＫＥ,1589,7327
240,2241,マイジャグラーⅣ／ＫＥ,-169,7976
241,2242,マイジャグラーⅣ／ＫＥ,1949,9074
242,2243,マイジャグラーⅣ／ＫＥ,-153,8414
243,2244,マイジャグラーⅣ／ＫＥ,-1353,7747
244,2245,マイジャグラーⅣ／ＫＥ,-125,5458
245,2246,マイジャグラーⅣ／ＫＥ,-2028,5451
246,2247,マイジャグラーⅣ／ＫＥ,158,7132
247,2248,マイジャグラーⅣ／ＫＥ,144,7994
248,2249,マイジャグラーⅣ／ＫＥ,-176,4524
249,2250,マイジャグラーⅣ／ＫＥ,2952,9327
250,2251,マイジャグラーⅣ／ＫＥ,388,6289
251,2252,マイジャグラーⅣ／ＫＥ,-1502,7847
252,2253,マイジャグラーⅣ／ＫＥ,-121,7308
253,2254,マイジャグラーⅣ／ＫＥ,-991,6224
254,2255,マイジャグラーⅣ／ＫＥ,1262,9777
255,2256,マイジャグラーⅣ／ＫＥ,-2,5151
256,2257,マイジャグラーⅣ／ＫＥ,228,8678
257,2258,マイジャグラーⅣ／ＫＥ,-1784,7410
258,2259,マイジャグラーⅣ／ＫＥ,2359,8324
259,2260,マイジャグラーⅣ／ＫＥ,-190,8417
260,2261,マイジャグラーⅣ／ＫＥ,1030,8718
261,2262,マイジャグラーⅣ／ＫＥ,-1643,9227
262,2263,マイジャグラー３ＫＤ,-1005,2214
263,2264,マイジャグラー３ＫＤ,738,8424
264,2265,マイジャグラー３ＫＤ,414,5325
265,2266,マイジャグラー３ＫＤ,-1660,5439
266,2267,マイジャグラー３ＫＤ,-1741,6084
267,2268,マイジャグラー３ＫＤ,-1082,5357
268,2269,マイジャグラー３ＫＤ,214,3959
269,2270,ゴーゴージャグラー２／ＫＤ,-1810,5585
270,2271,ゴーゴージャグラー２／ＫＤ,-2211,4509
271,2272,ゴーゴージャグラー２／ＫＤ,4387,9113
272,2273,ゴーゴージャグラー２／ＫＤ,-547,3788
273,2274,ゴーゴージャグラーＫＫ,2891,8484
274,2275,ゴーゴージャグラーＫＫ,-175,2604
275,2276,ゴーゴージャグラーＫＫ,639,7625
276,2277,ゴーゴージャグラーＫＫ,-704,5403
277,2278,ゴーゴージャグラーＫＫ,-1856,4161
278,2279,ゴーゴージャグラーＫＫ,-918,2506
279,2280,ゴーゴージャグラーＫＫ,1879,8567
280,2281,ゴーゴージャグラーＫＫ,220,7305
281,2282,ゴーゴージャグラーＫＫ,912,6814
282,2283,ゴーゴージャグラーＫＫ,-1464,3367
283,2284,ゴーゴージャグラーＫＫ,676,5464
284,2285,ゴーゴージャグラーＫＫ,2280,7767
285,2286,ゴーゴージャグラーＫＫ,1103,6771
286,2287,ゴーゴージャグラーＫＫ,-295,3909
287,2288,ゴーゴージャグラーＫＫ,-1520,6174
288,2289,ゴーゴージャグラーＫＫ,1589,6358
289,2290,ゴーゴージャグラー２／ＫＤ,1068,7731
290,2291,ゴーゴージャグラー２／ＫＤ,-61,4743
291,2292,ゴーゴージャグラー２／ＫＤ,-2638,3769
292,2293,ゴーゴージャグラー２／ＫＤ,940,6588
293,2294,ゴーゴージャグラー２／ＫＤ,-1201,6167
294,2295,マイジャグラー３ＫＤ,-2320,5005
295,2296,マイジャグラー３ＫＤ,538,7431
296,2297,マイジャグラー３ＫＤ,-665,2653
297,2298,マイジャグラー３ＫＤ,-2268,7400
298,2299,マイジャグラー３ＫＤ,-1121,5860
299,2300,マイジャグラーⅣ／ＫＥ,-958,3066
300,2301,マイジャグラーⅣ／ＫＥ,-1069,7883
301,2302,スーパーミラクルジャグラー／ＫＵ,2195,7893
302,2303,スーパーミラクルジャグラー／ＫＵ,216,7864
303,2304,スーパーミラクルジャグラー／ＫＵ,2954,7263
304,2305,スーパーミラクルジャグラー／ＫＵ,-925,3877
305,2306,スーパーミラクルジャグラー／ＫＵ,-371,6725
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,2047,8886
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1424,5406
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1337,5596
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1375,5030
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,67,7834
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1229,5858
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,674,6131
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-871,6489
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-2361,4873
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-892,7134
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-2389,3909
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-2669,6336
318,2319,ゴーゴージャグラーＫＫ,-494,6186
319,2320,ゴーゴージャグラーＫＫ,-1776,5568
320,2321,ゴーゴージャグラーＫＫ,1460,7119
321,2322,ゴーゴージャグラーＫＫ,-1000,6227
322,2323,ゴーゴージャグラーＫＫ,-601,5639
323,2324,ゴーゴージャグラーＫＫ,-1596,7203
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,0,0
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1222,8462
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,4750,8322
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-847,5708
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,2087,7620
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-681,6696
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,3886,7137
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,267,8260
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,4107,8553
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1326,6511
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,556,8189
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,-121,7646
336,2337,スーパーミラクルジャグラー／ＫＵ,-683,3916
337,2338,スーパーミラクルジャグラー／ＫＵ,2972,7731
338,2339,スーパーミラクルジャグラー／ＫＵ,2489,7578
339,2340,スーパーミラクルジャグラー／ＫＵ,-816,4565
340,2341,スーパーミラクルジャグラー／ＫＵ,-412,8019
341,2342,ディスクアップ／ＺＳ,1947,8352
342,2343,ディスクアップ／ＺＳ,-1287,8501
343,2344,ディスクアップ／ＺＳ,-1628,6142
344,2345,ディスクアップ／ＺＳ,-115,4765
345,2346,ディスクアップ／ＺＳ,2418,8204
346,2347,ディスクアップ／ＺＳ,72,2836
347,2348,ディスクアップ／ＺＳ,-477,4281
348,2349,ディスクアップ／ＺＳ,830,6933
349,2350,ディスクアップ／ＺＳ,-889,1905
350,2351,アレックスＡＥ,3880,7906
351,2352,ディスクアップ／ＺＳ,1451,4841
352,2353,アレックスＡＥ,125,8019
353,2354,ディスクアップ／ＺＳ,394,6092
354,2355,アレックスＡＥ,-1681,4042
355,2356,ディスクアップ／ＺＳ,3947,8808
356,2357,ニューパルサーＳＰ２／ＤＤ,-719,2895
357,2358,ディスクアップ／ＺＳ,56,5006
358,2359,クランキーセレブレーションＣＥ,-1574,4877
359,2360,ディスクアップ／ＺＳ,2316,7792
360,2361,バイオイントゥザパニック／ＺＡ,-294,4501
361,2362,リノＮＧＴＣＣ,-2668,2897
362,2363,リノＮＧＴＣＣ,0,0
363,2364,リノＮＧＴＣＣ,-627,1162
364,2365,リノＮＧＴＣＣ,-36,1919
365,2366,リノＮＧＴＣＣ,-790,2027
366,2367,リノＮＧＴＣＣ,-981,1446
367,2368,ディスクアップ／ＺＳ,-1735,7723
368,2369,ディスクアップ／ＺＳ,-735,5172
369,2370,アレックスＡＥ,-1600,3070
370,2371,ディスクアップ／ＺＳ,1356,5506
371,2372,アレックスＡＥ,85,8062
372,2373,ディスクアップ／ＺＳ,-663,5571
373,2374,ディスクアップ／ＺＳ,-801,7069
374,2375,ディスクアップ／ＺＳ,-1291,5021
375,2376,ディスクアップ／ＺＳ,-584,3570
376,2377,ディスクアップ／ＺＳ,-2176,6861
377,2378,ディスクアップ／ＺＳ,-1766,2996
378,2379,ディスクアップ／ＺＳ,30,5801
379,2380,ディスクアップ／ＺＳ,-815,2026
380,2381,ディスクアップ／ＺＳ,-1223,5179
381,2382,ダンまち／ＫＴ,359,8075
382,2383,ダンまち／ＫＴ,-1221,4876
383,2384,ダンまち／ＫＴ,-2911,3321
384,2385,ダンまち／ＫＴ,-33,5133
385,2386,バーサスＳＥ,-908,4844
386,2387,バーサスＳＥ,-4,8609
387,2388,バーサスＳＥ,2610,8734
388,2389,バーサスＳＥ,-1478,5754
389,2390,バーサスＳＥ,-143,5087
390,2391,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,2683,8560
391,2392,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,20,4034
392,2393,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,608,9034
393,2394,ディスクアップ／ＺＳ,-454,2136
394,2395,スーパービンゴネオＭ１,5553,2500
395,2396,スーパービンゴネオＭ１,5918,1741
396,2397,スーパービンゴネオＭ１,-2872,2212
397,2398,スーパービンゴネオＭ１,-4621,5039
398,2399,スーパービンゴネオＭ１,-1535,2888
399,2400,スーパービンゴネオＭ１,3622,5190
400,2401,スーパービンゴネオＭ１,-4262,4638
401,2402,Ｓ／ドンちゃん２／ＤＣ,-854,7743
402,2403,Ｓ／ドンちゃん２／ＤＣ,-348,632
403,2404,Ｓ／ドンちゃん２／ＤＣ,811,8244
404,2405,Ｓ／ドンちゃん２／ＤＣ,-464,4214
405,2406,ハナビＢＨＳ２,-272,2477
406,2407,ハナビＢＨＳ２,2065,9789
407,2408,ハナビＢＨＳ２,-1020,2474
408,2409,ハナビＢＨＳ２,-142,6484
409,2410,ハナビＢＨＳ２,-718,4433
410,2411,ハナビＢＨＳ２,-726,7497
411,2412,ハナビＢＨＳ２,-737,1568
412,2413,ハナビＢＨＳ２,-670,7284
413,2414,ハナビ２ＨＡ,831,4685
414,2415,ハナビ２ＨＡ,-1374,2000
415,2416,ハナビ２ＨＡ,-848,2721
416,2417,ハナビ２ＨＡ,757,6968
417,2418,熊酒場２／ＮＣ,-416,1704
418,2419,パチスロマッハＧｏＧｏＧｏ　Ａ,179,10412
