,number,model_name,slump,allStarts
52,2053,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-653,1888
53,2054,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,95,4392
54,2055,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-2503,5331
55,2056,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-1491,2040
56,2057,コードギアス反逆のルルーシュＲ２／ＺＸ,-2856,4397
57,2058,パチスロ　サクラ大戦　熱き血潮に／ＸＲ,-869,4254
58,2059,ケロロ軍曹／Ａ２,-92,85
59,2060,パチスロ　戦場のヴァルキュリア／ＲＳ,-1139,1337
60,2061,ＳＬＯＴアカギ／ＤＡ,3962,1433
61,2062,Ｓ　ＧⅠ優駿倶楽部２ＫＢ,-4,2
62,2063,Ｓ　蒼天の拳ＡＡ　ＺＢ,-602,2148
63,2064,バイオハザードリベレーションズ／ＺＷ,-362,1858
64,2065,獣王　王者の覚醒／ＺＡ,-1358,1341
65,2066,Ｓ猛獣王　王者の咆哮ＺＺ,-954,2750
66,2067,ＳヱヴァンゲリヲンＡＴ７７７Ｆ,-618,2648
67,2068,ＳＡＴ天元突破グレンラガンＹ,235,1108
68,2069,パチスロ北斗の拳　修羅の国／ＲＦ,-648,1942
69,2070,パチスロ北斗の拳　修羅の国／ＲＦ,-1516,2209
70,2071,パチスロ北斗の拳　修羅の国／ＲＦ,-661,2366
71,2072,パチスロ北斗の拳　修羅の国／ＲＦ,-1213,1299
72,2073,パチスロ北斗の拳　修羅の国／ＲＦ,-1456,3582
73,2074,Ｇ１優駿倶楽部／ＫＤ,-6,1264
74,2075,Ｇ１優駿倶楽部／ＫＤ,-846,2851
75,2076,Ｇ１優駿倶楽部／ＫＤ,-1167,1321
76,2077,Ｇ１優駿倶楽部／ＫＤ,-219,1632
77,2078,Ｇ１優駿倶楽部／ＫＤ,-480,3068
78,2079,Ｓ呪怨　再誕ＡＴ　ＦＣ,-1569,2926
79,2080,Ｓ呪怨　再誕ＡＴ　ＦＣ,-1960,2453
80,2081,パチスロリング　ノロイノナノカカンＦＳＢ,853,1037
81,2082,パチスロリング　ノロイノナノカカンＦＳＢ,-947,1665
82,2083,Ｓトータル・イクリプス２Ｒ,1169,7054
83,2084,Ｓ喰霊零　運命乱ＪＪ,-701,4374
84,2085,Ｓ蒼穹のファフナー　ＥＸＯＤＵＳ　ｂＡ,-35,3027
85,2086,パチスロマクロスフロンティア２Ｇ,-2660,5338
86,2087,パチスロマクロスフロンティア２Ｇ,-1592,3465
87,2088,サラリーマン金太郎　出世回胴編ＸＦ,1032,2734
88,2089,シンデレラ×ブレイド２ＮＤ,1257,4547
89,2090,やじきた道中記乙ＭＤ,-612,999
90,2091,やじきた道中記乙ＭＤ,648,2573
91,2092,やじきた道中記乙ＭＤ,-1483,1352
92,2093,乙女魂ＪＶ,-504,893
93,2094,モンキーターン２ＴＴ,-3028,2775
94,2095,緑ドンＶＩＶＡ２ＭＲ,5683,7985
95,2096,サムライチャンプルー流転輪廻Ｘ,-1622,1104
96,2097,パチスロバーストエンジェルＥＥ,-3113,3287
97,2098,パチスロ　修羅の刻Ａ,2033,5104
98,2099,戦国コレクション２ＫＳ,623,3171
99,2100,戦国コレクション２ＫＳ,-2035,1406
100,2101,パチスロ黄門ちゃま喝Ｄ１,-1906,3165
101,2102,パチスロ黄門ちゃま喝Ｄ１,-2379,4708
102,2103,パチスロ黄門ちゃま喝Ｄ１,-504,4622
103,2104,パチスロ黄門ちゃま喝Ｄ１,,
104,2105,パチスロゴッドイーターＣＣ,-1825,1965
105,2106,パチスロゴッドイーターＣＣ,-2792,4189
106,2107,Ｓ闘魂継承アントニオ猪木Ｌ３,526,4607
107,2108,Ｓ闘魂継承アントニオ猪木Ｌ３,-473,3048
108,2109,Ｓ闘魂継承アントニオ猪木Ｌ３,3497,4850
109,2110,Ｓガールズ＆パンツァーＧ／ＬＡ１,-866,794
110,2111,Ｓガールズ＆パンツァーＧ／ＬＡ１,-735,937
111,2112,Ｓガールズ＆パンツァーＧ／ＬＡ１,-665,1051
112,2113,Ｓガールズ＆パンツァーＧ／ＬＡ１,222,1199
113,2114,Ｓガールズ＆パンツァーＧ／ＬＡ１,4356,3504
114,2115,パチスロ聖闘士星矢海皇覚醒ＫＨ,5376,3370
115,2116,パチスロ聖闘士星矢海皇覚醒ＫＨ,-3367,4220
116,2117,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1608,3785
117,2118,パチスロ聖闘士星矢海皇覚醒ＫＨ,-25,2967
118,2119,パチスロ聖闘士星矢海皇覚醒ＫＨ,6083,4359
119,2120,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1514,2625
120,2121,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-1417,2549
121,2122,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,2516,3689
122,2123,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-996,1086
123,2124,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,1425,2904
124,2125,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,2561,4558
125,2126,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-1412,1888
126,2127,政宗２／Ａ５,1691,6454
127,2128,政宗２／Ａ５,-1079,3224
128,2129,政宗２／Ａ５,-1721,2048
129,2130,政宗２／Ａ５,4217,4639
130,2131,パチスロ鉄拳３ＥＥ,-2837,6672
131,2132,パチスロ鉄拳３ＥＥ,-2596,2892
132,2133,Ｓパチスロ鉄拳４ＣＣ,-65,92
133,2134,Ｓパチスロ鉄拳４ＣＣ,1880,5770
134,2135,Ｓパチスロ鉄拳４ＣＣ,991,922
135,2136,パチスロ笑ゥせぇるすまん３ＫＪ,566,2912
136,2137,パチスロ笑ゥせぇるすまん３ＫＪ,-222,535
137,2138,パチスロ笑ゥせぇるすまん３ＫＪ,247,2089
138,2139,パチスロ笑ゥせぇるすまん３ＫＪ,-1107,1817
139,2140,パチスロ笑ゥせぇるすまん３ＫＪ,-353,1688
140,2141,パチスロ笑ゥせぇるすまん３ＫＪ,-29,726
141,2142,Ｓ天下布武４ＨＨ,473,6121
142,2143,Ｓ天下布武４ＨＨ,1167,4159
143,2144,Ｓ天下布武４ＨＨ,-1989,6128
144,2145,Ｓ天下布武４ＨＨ,-1301,3236
145,2146,Ｓ天下布武４ＨＨ,-1569,5568
146,2147,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1116,4517
147,2148,パチスロ聖闘士星矢海皇覚醒ＫＨ,191,5235
148,2149,パチスロ聖闘士星矢海皇覚醒ＫＨ,-3221,3726
149,2150,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1875,4270
150,2151,パチスロ聖闘士星矢海皇覚醒ＫＨ,-730,4701
151,2152,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
152,2153,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
153,2154,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
154,2155,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
155,2156,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
156,2157,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
157,2158,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
158,2159,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
159,2160,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
160,2161,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,603,2357
161,2162,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1076,2413
162,2163,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-751,2627
163,2164,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-592,762
164,2165,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1913,2008
165,2166,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1246,2286
166,2167,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-714,804
167,2168,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,324,2397
168,2169,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-10,1295
169,2170,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,254,1964
170,2171,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-349,3099
171,2172,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,4348,3913
172,2173,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-161,4191
173,2174,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-2639,4042
174,2175,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,4476,8634
175,2176,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-7,3972
176,2177,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,39,1308
177,2178,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,128,809
178,2179,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,415,739
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,480,2967
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2278,5778
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-87,3062
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-399,4399
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-850,2416
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-175,6888
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1176,4224
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1742,6502
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-467,4345
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-30,5706
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,36,2287
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1625,5941
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,95,2989
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2894,5276
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-860,4180
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,408,5946
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-521,5423
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-13,5224
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1605,3365
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1104,3610
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,995,4624
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-4290,5930
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-363,4733
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-952,3910
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-25,4807
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,863,5514
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,987,4203
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1378,4105
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,669,5861
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2259,4451
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2127,6518
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1114,5772
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2204,3840
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2553,7000
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-435,2728
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,398,5314
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,241,3724
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1177,3706
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,493,3615
225,2226,マイジャグラーⅣ／ＫＥ,-2759,8000
226,2227,マイジャグラーⅣ／ＫＥ,-2923,4241
227,2228,マイジャグラーⅣ／ＫＥ,-2668,7312
228,2229,マイジャグラーⅣ／ＫＥ,-340,7748
229,2230,マイジャグラーⅣ／ＫＥ,1220,6603
230,2231,マイジャグラーⅣ／ＫＥ,-974,5029
231,2232,マイジャグラーⅣ／ＫＥ,473,9504
232,2233,マイジャグラーⅣ／ＫＥ,2085,7949
233,2234,マイジャグラーⅣ／ＫＥ,-760,6984
234,2235,マイジャグラーⅣ／ＫＥ,-725,2834
235,2236,マイジャグラーⅣ／ＫＥ,3697,7993
236,2237,マイジャグラーⅣ／ＫＥ,485,3739
237,2238,マイジャグラーⅣ／ＫＥ,-519,3010
238,2239,マイジャグラーⅣ／ＫＥ,1789,9214
239,2240,マイジャグラーⅣ／ＫＥ,-1313,4889
240,2241,マイジャグラーⅣ／ＫＥ,-1266,5424
241,2242,マイジャグラーⅣ／ＫＥ,-1220,4859
242,2243,マイジャグラーⅣ／ＫＥ,-1202,7334
243,2244,マイジャグラーⅣ／ＫＥ,2377,7327
244,2245,マイジャグラーⅣ／ＫＥ,-1872,3607
245,2246,マイジャグラーⅣ／ＫＥ,-802,7680
246,2247,マイジャグラーⅣ／ＫＥ,-730,6004
247,2248,マイジャグラーⅣ／ＫＥ,-526,4679
248,2249,マイジャグラーⅣ／ＫＥ,996,7848
249,2250,マイジャグラーⅣ／ＫＥ,-700,2804
250,2251,マイジャグラーⅣ／ＫＥ,708,7981
251,2252,マイジャグラーⅣ／ＫＥ,1029,5632
252,2253,マイジャグラーⅣ／ＫＥ,185,7763
253,2254,マイジャグラーⅣ／ＫＥ,795,5483
254,2255,マイジャグラーⅣ／ＫＥ,-730,5633
255,2256,マイジャグラーⅣ／ＫＥ,1034,5810
256,2257,マイジャグラーⅣ／ＫＥ,1148,6118
257,2258,マイジャグラーⅣ／ＫＥ,-673,7680
258,2259,マイジャグラーⅣ／ＫＥ,-2269,3395
259,2260,マイジャグラーⅣ／ＫＥ,-2777,5892
260,2261,マイジャグラーⅣ／ＫＥ,-1758,8315
261,2262,マイジャグラーⅣ／ＫＥ,-685,4990
262,2263,マイジャグラー３ＫＤ,-1616,6629
263,2264,マイジャグラー３ＫＤ,-91,3849
264,2265,マイジャグラー３ＫＤ,427,6080
265,2266,マイジャグラー３ＫＤ,51,3796
266,2267,マイジャグラー３ＫＤ,-1447,2712
267,2268,マイジャグラー３ＫＤ,476,5785
268,2269,マイジャグラー３ＫＤ,-486,4277
269,2270,ゴーゴージャグラー２／ＫＤ,289,2166
270,2271,ゴーゴージャグラー２／ＫＤ,1018,6795
271,2272,ゴーゴージャグラー２／ＫＤ,-284,6106
272,2273,ゴーゴージャグラー２／ＫＤ,-266,1695
273,2274,ゴーゴージャグラーＫＫ,1251,6277
274,2275,ゴーゴージャグラーＫＫ,-239,3889
275,2276,ゴーゴージャグラーＫＫ,293,6384
276,2277,ゴーゴージャグラーＫＫ,-187,3516
277,2278,ゴーゴージャグラーＫＫ,380,5202
278,2279,ゴーゴージャグラーＫＫ,1216,7761
279,2280,ゴーゴージャグラーＫＫ,86,1964
280,2281,ゴーゴージャグラーＫＫ,105,5861
281,2282,ゴーゴージャグラーＫＫ,359,6997
282,2283,ゴーゴージャグラーＫＫ,-974,1109
283,2284,ゴーゴージャグラーＫＫ,-437,4872
284,2285,ゴーゴージャグラーＫＫ,-641,6027
285,2286,ゴーゴージャグラーＫＫ,-837,4224
286,2287,ゴーゴージャグラーＫＫ,1350,7064
287,2288,ゴーゴージャグラーＫＫ,34,3782
288,2289,ゴーゴージャグラーＫＫ,-586,4364
289,2290,ゴーゴージャグラー２／ＫＤ,11,5041
290,2291,ゴーゴージャグラー２／ＫＤ,-65,3463
291,2292,ゴーゴージャグラー２／ＫＤ,-296,5475
292,2293,ゴーゴージャグラー２／ＫＤ,-493,1249
293,2294,ゴーゴージャグラー２／ＫＤ,790,7297
294,2295,マイジャグラー３ＫＤ,257,4180
295,2296,マイジャグラー３ＫＤ,-1716,3648
296,2297,マイジャグラー３ＫＤ,-599,4921
297,2298,マイジャグラー３ＫＤ,-560,4412
298,2299,マイジャグラー３ＫＤ,884,7997
299,2300,マイジャグラーⅣ／ＫＥ,1885,6646
300,2301,マイジャグラーⅣ／ＫＥ,2490,9247
301,2302,スーパーミラクルジャグラー／ＫＵ,2326,5978
302,2303,スーパーミラクルジャグラー／ＫＵ,613,5247
303,2304,スーパーミラクルジャグラー／ＫＵ,1899,4189
304,2305,スーパーミラクルジャグラー／ＫＵ,-998,1964
305,2306,スーパーミラクルジャグラー／ＫＵ,-20,3883
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,-994,1346
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-410,4333
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-892,1681
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-282,894
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,3533,6491
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1010,1104
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,155,3766
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1230,2601
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-700,2770
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-885,1238
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1768,5383
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1508,4117
318,2319,ゴーゴージャグラーＫＫ,-955,2400
319,2320,ゴーゴージャグラーＫＫ,-2023,2491
320,2321,ゴーゴージャグラーＫＫ,104,5220
321,2322,ゴーゴージャグラーＫＫ,2764,7333
322,2323,ゴーゴージャグラーＫＫ,-202,4817
323,2324,ゴーゴージャグラーＫＫ,-184,3974
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,0,0
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-2575,6201
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1258,2999
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1820,2703
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,56,4210
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-548,2859
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1272,2535
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-2286,5383
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1272,5821
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-464,2034
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1885,1732
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,-663,2300
336,2337,スーパーミラクルジャグラー／ＫＵ,2325,7177
337,2338,スーパーミラクルジャグラー／ＫＵ,5479,6796
338,2339,スーパーミラクルジャグラー／ＫＵ,-800,1229
339,2340,スーパーミラクルジャグラー／ＫＵ,-1227,4393
340,2341,スーパーミラクルジャグラー／ＫＵ,1081,5631
341,2342,ディスクアップ／ＺＳ,-2285,3661
342,2343,ディスクアップ／ＺＳ,-500,1818
343,2344,ディスクアップ／ＺＳ,693,1635
344,2345,ディスクアップ／ＺＳ,-393,1270
345,2346,ディスクアップ／ＺＳ,-169,1725
346,2347,ディスクアップ／ＺＳ,-29,4081
347,2348,ディスクアップ／ＺＳ,325,3764
348,2349,ディスクアップ／ＺＳ,-367,256
349,2350,ディスクアップ／ＺＳ,-2495,8827
350,2351,アレックスＡＥ,-303,945
351,2352,ディスクアップ／ＺＳ,-245,2507
352,2353,アレックスＡＥ,-728,2836
353,2354,ディスクアップ／ＺＳ,-1046,993
354,2355,アレックスＡＥ,-1158,4608
355,2356,ディスクアップ／ＺＳ,2565,4128
356,2357,ニューパルサーＳＰ２／ＤＤ,-440,750
357,2358,ディスクアップ／ＺＳ,1991,3804
358,2359,クランキーセレブレーションＣＥ,822,5542
359,2360,ディスクアップ／ＺＳ,-356,462
360,2361,バイオイントゥザパニック／ＺＡ,-155,1012
361,2362,リノＮＧＴＣＣ,-46,2209
362,2363,リノＮＧＴＣＣ,0,0
363,2364,リノＮＧＴＣＣ,-1622,1656
364,2365,リノＮＧＴＣＣ,-1883,1577
365,2366,リノＮＧＴＣＣ,-225,675
366,2367,リノＮＧＴＣＣ,121,611
367,2368,ディスクアップ／ＺＳ,-1117,1340
368,2369,ディスクアップ／ＺＳ,-626,642
369,2370,アレックスＡＥ,904,7194
370,2371,ディスクアップ／ＺＳ,1388,7069
371,2372,アレックスＡＥ,-1037,2368
372,2373,ディスクアップ／ＺＳ,-672,1791
373,2374,ディスクアップ／ＺＳ,-886,863
374,2375,ディスクアップ／ＺＳ,411,3419
375,2376,ディスクアップ／ＺＳ,-361,413
376,2377,ディスクアップ／ＺＳ,-550,675
377,2378,ディスクアップ／ＺＳ,-720,1516
378,2379,ディスクアップ／ＺＳ,2384,3225
379,2380,ディスクアップ／ＺＳ,953,4402
380,2381,ディスクアップ／ＺＳ,-517,1553
381,2382,ダンまち／ＫＴ,-612,1576
382,2383,ダンまち／ＫＴ,-488,3317
383,2384,ダンまち／ＫＴ,-64,5266
384,2385,ダンまち／ＫＴ,570,680
385,2386,バーサスＳＥ,-510,2346
386,2387,バーサスＳＥ,-528,1390
387,2388,バーサスＳＥ,88,3728
388,2389,バーサスＳＥ,2652,6781
389,2390,バーサスＳＥ,443,3030
390,2391,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,1182,7453
391,2392,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-1089,1937
392,2393,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-1062,2696
393,2394,ディスクアップ／ＺＳ,-744,623
394,2395,スーパービンゴネオＭ１,-4628,2844
395,2396,スーパービンゴネオＭ１,-1312,1304
396,2397,スーパービンゴネオＭ１,-1717,1615
397,2398,スーパービンゴネオＭ１,-2544,1755
398,2399,スーパービンゴネオＭ１,-532,296
399,2400,スーパービンゴネオＭ１,-1457,3537
400,2401,スーパービンゴネオＭ１,2102,2115
401,2402,Ｓ／ドンちゃん２／ＤＣ,-256,2658
402,2403,Ｓ／ドンちゃん２／ＤＣ,387,6373
403,2404,Ｓ／ドンちゃん２／ＤＣ,-151,1061
404,2405,Ｓ／ドンちゃん２／ＤＣ,-72,2265
405,2406,ハナビＢＨＳ２,-977,1512
406,2407,ハナビＢＨＳ２,-838,1617
407,2408,ハナビＢＨＳ２,-469,5875
408,2409,ハナビＢＨＳ２,-751,737
409,2410,ハナビＢＨＳ２,-829,3067
410,2411,ハナビＢＨＳ２,-289,7045
411,2412,ハナビＢＨＳ２,-217,2758
412,2413,ハナビＢＨＳ２,-477,511
413,2414,ハナビ２ＨＡ,-302,7767
414,2415,ハナビ２ＨＡ,-226,2357
415,2416,ハナビ２ＨＡ,1815,4336
416,2417,ハナビ２ＨＡ,-1009,2271
417,2418,熊酒場２／ＮＣ,867,1217
418,2419,パチスロマッハＧｏＧｏＧｏ　Ａ,-901,1412
419,2420,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,356,2119
420,2421,３×３ＥＹＥＳ／Ａ７,2174,3513
