,number,model_name,slump,allStarts
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2131,2148
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-420,660
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,360,3505
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,475,2054
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1994,8390
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,28,1846
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-86,3047
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,148,4272
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-658,1906
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-445,1514
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-321,4254
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1768,2630
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-874,752
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2066,2500
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-164,2769
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,216,709
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,30,3894
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-481,2274
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,85,2309
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1051,4920
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-291,6192
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,520,2577
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,942,3952
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,528,419
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,530,1108
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-33,888
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,639,1688
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,21,882
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,5748,5365
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-216,1900
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-130,2076
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1470,5229
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,32,896
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-670,4909
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2147,7227
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,119,7928
225,2226,マイジャグラーⅣ／ＫＥ,-573,1580
226,2227,マイジャグラーⅣ／ＫＥ,3641,5451
227,2228,マイジャグラーⅣ／ＫＥ,-1237,1757
228,2229,マイジャグラーⅣ／ＫＥ,-1181,1707
229,2230,マイジャグラーⅣ／ＫＥ,-2,2575
230,2231,マイジャグラーⅣ／ＫＥ,508,6787
231,2232,マイジャグラーⅣ／ＫＥ,-861,1453
232,2233,マイジャグラーⅣ／ＫＥ,-321,507
233,2234,マイジャグラーⅣ／ＫＥ,1157,8630
234,2235,マイジャグラーⅣ／ＫＥ,1300,3056
235,2236,マイジャグラーⅣ／ＫＥ,-187,7791
236,2237,マイジャグラーⅣ／ＫＥ,87,6499
237,2238,マイジャグラーⅣ／ＫＥ,-637,3441
238,2239,マイジャグラーⅣ／ＫＥ,-482,1740
239,2240,マイジャグラーⅣ／ＫＥ,1814,5725
240,2241,マイジャグラーⅣ／ＫＥ,-811,3656
241,2242,マイジャグラーⅣ／ＫＥ,-1271,3236
242,2243,マイジャグラーⅣ／ＫＥ,-1844,6324
243,2244,マイジャグラーⅣ／ＫＥ,-1128,3480
244,2245,マイジャグラーⅣ／ＫＥ,273,5425
245,2246,マイジャグラーⅣ／ＫＥ,-980,5225
246,2247,マイジャグラーⅣ／ＫＥ,1358,5370
247,2248,マイジャグラーⅣ／ＫＥ,-941,1806
248,2249,マイジャグラーⅣ／ＫＥ,-1283,1842
249,2250,マイジャグラーⅣ／ＫＥ,-898,1179
250,2251,マイジャグラーⅣ／ＫＥ,-660,6894
251,2252,マイジャグラーⅣ／ＫＥ,125,1700
252,2253,マイジャグラーⅣ／ＫＥ,3083,7422
253,2254,マイジャグラーⅣ／ＫＥ,-353,1672
254,2255,マイジャグラーⅣ／ＫＥ,-730,4948
255,2256,マイジャグラーⅣ／ＫＥ,33,1256
256,2257,マイジャグラーⅣ／ＫＥ,2046,5981
257,2258,マイジャグラーⅣ／ＫＥ,-324,549
258,2259,マイジャグラーⅣ／ＫＥ,-574,1333
259,2260,マイジャグラーⅣ／ＫＥ,1706,7870
260,2261,マイジャグラーⅣ／ＫＥ,-85,1907
261,2262,マイジャグラーⅣ／ＫＥ,-823,5047
262,2263,マイジャグラー３ＫＤ,-950,1506
263,2264,マイジャグラー３ＫＤ,-795,5020
264,2265,マイジャグラー３ＫＤ,-795,3922
265,2266,マイジャグラー３ＫＤ,-1034,1076
266,2267,マイジャグラー３ＫＤ,-411,5814
267,2268,マイジャグラー３ＫＤ,558,3078
268,2269,マイジャグラー３ＫＤ,-276,1641
269,2270,ゴーゴージャグラー２／ＫＤ,-1697,4405
270,2271,ゴーゴージャグラー２／ＫＤ,-593,1426
271,2272,ゴーゴージャグラー２／ＫＤ,-773,909
272,2273,ゴーゴージャグラー２／ＫＤ,264,3889
273,2274,ゴーゴージャグラーＫＫ,-184,960
274,2275,ゴーゴージャグラーＫＫ,-642,6953
275,2276,ゴーゴージャグラーＫＫ,-443,303
276,2277,ゴーゴージャグラーＫＫ,-180,4522
277,2278,ゴーゴージャグラーＫＫ,-690,2042
278,2279,ゴーゴージャグラーＫＫ,-224,736
279,2280,ゴーゴージャグラーＫＫ,376,7415
280,2281,ゴーゴージャグラーＫＫ,-433,735
281,2282,ゴーゴージャグラーＫＫ,507,5070
282,2283,ゴーゴージャグラーＫＫ,-354,1485
283,2284,ゴーゴージャグラーＫＫ,2232,7621
284,2285,ゴーゴージャグラーＫＫ,-58,1056
285,2286,ゴーゴージャグラーＫＫ,-6,5563
286,2287,ゴーゴージャグラーＫＫ,-496,848
287,2288,ゴーゴージャグラーＫＫ,-703,1499
288,2289,ゴーゴージャグラーＫＫ,-937,1763
289,2290,ゴーゴージャグラー２／ＫＤ,137,4103
290,2291,ゴーゴージャグラー２／ＫＤ,-1236,1455
291,2292,ゴーゴージャグラー２／ＫＤ,-797,5671
292,2293,ゴーゴージャグラー２／ＫＤ,-1211,2238
293,2294,ゴーゴージャグラー２／ＫＤ,-1495,4609
294,2295,マイジャグラー３ＫＤ,-249,1933
295,2296,マイジャグラー３ＫＤ,-855,1259
296,2297,マイジャグラー３ＫＤ,102,2528
297,2298,マイジャグラー３ＫＤ,-1055,9456
298,2299,マイジャグラー３ＫＤ,-538,1439
299,2300,マイジャグラーⅣ／ＫＥ,501,4717
300,2301,マイジャグラーⅣ／ＫＥ,-1330,6349
301,2302,スーパーミラクルジャグラー／ＫＵ,-749,2962
302,2303,スーパーミラクルジャグラー／ＫＵ,-643,3968
303,2304,スーパーミラクルジャグラー／ＫＵ,-260,849
304,2305,スーパーミラクルジャグラー／ＫＵ,-346,1814
305,2306,スーパーミラクルジャグラー／ＫＵ,-869,1129
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,-815,2782
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,143,2999
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-283,189
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-329,1435
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,920,6359
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-28,3684
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-276,1144
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,185,2969
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,234,5778
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-27,268
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,639,4113
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-457,2133
318,2319,ゴーゴージャグラーＫＫ,0,2289
319,2320,ゴーゴージャグラーＫＫ,-504,1055
320,2321,ゴーゴージャグラーＫＫ,2205,4300
321,2322,ゴーゴージャグラーＫＫ,1994,7484
322,2323,ゴーゴージャグラーＫＫ,-531,368
323,2324,ゴーゴージャグラーＫＫ,2358,5866
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,0,0
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1256,1341
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,85,2022
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-601,3718
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-537,552
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1006,3318
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-212,690
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-393,5983
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-373,781
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1201,3031
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1012,826
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,-958,1189
336,2337,スーパーミラクルジャグラー／ＫＵ,3217,6383
337,2338,スーパーミラクルジャグラー／ＫＵ,-209,1345
338,2339,スーパーミラクルジャグラー／ＫＵ,931,6372
339,2340,スーパーミラクルジャグラー／ＫＵ,141,1111
340,2341,スーパーミラクルジャグラー／ＫＵ,-2364,4536
341,2342,ディスクアップ／ＺＳ,-233,164
342,2343,ディスクアップ／ＺＳ,555,8230
343,2344,ディスクアップ／ＺＳ,1940,1754
344,2345,ディスクアップ／ＺＳ,-1157,2537
345,2346,ディスクアップ／ＺＳ,93,2227
346,2347,ディスクアップ／ＺＳ,-2239,2659
347,2348,ディスクアップ／ＺＳ,-1232,4882
348,2349,ディスクアップ／ＺＳ,2007,3018
349,2350,ディスクアップ／ＺＳ,-436,9093
350,2351,アレックスＡＥ,1664,5567
351,2352,ディスクアップ／ＺＳ,-1148,2739
352,2353,アレックスＡＥ,-498,1807
353,2354,ディスクアップ／ＺＳ,855,2952
354,2355,アレックスＡＥ,210,2339
355,2356,ディスクアップ／ＺＳ,533,2283
356,2357,ニューパルサーＳＰ２／ＤＤ,-531,373
357,2358,ディスクアップ／ＺＳ,40,4739
358,2359,クランキーセレブレーションＣＥ,-125,2345
359,2360,ディスクアップ／ＺＳ,151,1129
360,2361,バイオイントゥザパニック／ＺＡ,-791,525
361,2362,リノＮＧＴＣＣ,695,968
362,2363,リノＮＧＴＣＣ,0,0
363,2364,リノＮＧＴＣＣ,-952,598
364,2365,リノＮＧＴＣＣ,-305,344
365,2366,リノＮＧＴＣＣ,2436,1235
366,2367,リノＮＧＴＣＣ,-363,216
367,2368,ディスクアップ／ＺＳ,1780,3374
368,2369,ディスクアップ／ＺＳ,2217,2847
369,2370,アレックスＡＥ,-849,3468
370,2371,ディスクアップ／ＺＳ,-504,892
371,2372,アレックスＡＥ,-806,3162
372,2373,ディスクアップ／ＺＳ,1935,3498
373,2374,ディスクアップ／ＺＳ,104,4688
374,2375,ディスクアップ／ＺＳ,-981,874
375,2376,ディスクアップ／ＺＳ,-405,2499
376,2377,ディスクアップ／ＺＳ,-406,3211
377,2378,ディスクアップ／ＺＳ,-530,735
378,2379,ディスクアップ／ＺＳ,29,2584
379,2380,ディスクアップ／ＺＳ,-1087,4330
380,2381,ディスクアップ／ＺＳ,188,6774
381,2382,ダンまち／ＫＴ,-687,1540
382,2383,ダンまち／ＫＴ,-49,252
383,2384,ダンまち／ＫＴ,-230,2280
384,2385,ダンまち／ＫＴ,-106,272
385,2386,バーサスＳＥ,-170,3605
386,2387,バーサスＳＥ,-516,9399
387,2388,バーサスＳＥ,-207,167
388,2389,バーサスＳＥ,10,2109
389,2390,バーサスＳＥ,-336,1258
390,2391,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,394,2042
391,2392,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,1129,4536
392,2393,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-500,1227
393,2394,ディスクアップ／ＺＳ,-382,3990
394,2395,スーパービンゴネオＭ１,-3822,2635
395,2396,スーパービンゴネオＭ１,-830,697
396,2397,スーパービンゴネオＭ１,-185,113
397,2398,スーパービンゴネオＭ１,-1789,1841
398,2399,スーパービンゴネオＭ１,-520,508
399,2400,スーパービンゴネオＭ１,8787,3789
400,2401,スーパービンゴネオＭ１,-3951,3106
401,2402,Ｓ／ドンちゃん２／ＤＣ,-234,616
402,2403,Ｓ／ドンちゃん２／ＤＣ,-209,475
403,2404,Ｓ／ドンちゃん２／ＤＣ,-188,1527
404,2405,Ｓ／ドンちゃん２／ＤＣ,-374,376
405,2406,ハナビＢＨＳ２,-321,4584
406,2407,ハナビＢＨＳ２,-943,1303
407,2408,ハナビＢＨＳ２,-552,1063
408,2409,ハナビＢＨＳ２,-1105,902
409,2410,ハナビＢＨＳ２,-258,4486
410,2411,ハナビＢＨＳ２,-670,1168
411,2412,ハナビＢＨＳ２,768,2785
412,2413,ハナビＢＨＳ２,-210,2418
413,2414,ハナビ２ＨＡ,-545,7345
414,2415,ハナビ２ＨＡ,-257,178
415,2416,ハナビ２ＨＡ,192,1915
416,2417,ハナビ２ＨＡ,617,2221
417,2418,熊酒場２／ＮＣ,-888,531
418,2419,パチスロマッハＧｏＧｏＧｏ　Ａ,-438,597
419,2420,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,682,3888
420,2421,３×３ＥＹＥＳ／Ａ７,-186,609
421,2422,沖ドキ！ＬＬ,-2674,4048
422,2423,沖ドキ！ＬＬ,-282,1409
423,2424,沖ドキ！ＬＬ,-2716,2076
424,2425,沖ドキ！ＬＬ,3915,3030
425,2426,沖ドキ！ＬＬ,-1624,923
