,number,model_name,slump,allStarts
66,2067,ＳヱヴァンゲリヲンＡＴ７７７Ｆ,-1372,2275
67,2068,ＳＡＴ天元突破グレンラガンＹ,-221,2560
68,2069,パチスロ北斗の拳　修羅の国／ＲＦ,-1495,1864
69,2070,パチスロ北斗の拳　修羅の国／ＲＦ,-1124,1069
70,2071,パチスロ北斗の拳　修羅の国／ＲＦ,-112,806
71,2072,パチスロ北斗の拳　修羅の国／ＲＦ,-1233,1388
72,2073,パチスロ北斗の拳　修羅の国／ＲＦ,-566,2196
73,2074,Ｇ１優駿倶楽部／ＫＤ,4254,922
74,2075,Ｇ１優駿倶楽部／ＫＤ,-1452,2283
75,2076,Ｇ１優駿倶楽部／ＫＤ,72,1225
76,2077,Ｇ１優駿倶楽部／ＫＤ,-717,765
77,2078,Ｇ１優駿倶楽部／ＫＤ,-210,484
78,2079,Ｓ呪怨　再誕ＡＴ　ＦＣ,-286,2878
79,2080,Ｓ呪怨　再誕ＡＴ　ＦＣ,-482,1116
80,2081,パチスロリング　ノロイノナノカカンＦＳＢ,3033,2661
81,2082,パチスロリング　ノロイノナノカカンＦＳＢ,-429,2361
82,2083,Ｓトータル・イクリプス２Ｒ,-713,6005
83,2084,Ｓ喰霊零　運命乱ＪＪ,3837,4855
84,2085,Ｓ蒼穹のファフナー　ＥＸＯＤＵＳ　ｂＡ,-2682,4752
85,2086,パチスロマクロスフロンティア２Ｇ,-551,4004
86,2087,パチスロマクロスフロンティア２Ｇ,-2471,3870
87,2088,サラリーマン金太郎　出世回胴編ＸＦ,-980,1622
88,2089,シンデレラ×ブレイド２ＮＤ,479,3045
89,2090,やじきた道中記乙ＭＤ,-965,657
90,2091,やじきた道中記乙ＭＤ,-2860,2223
91,2092,やじきた道中記乙ＭＤ,143,986
92,2093,乙女魂ＪＶ,-1001,658
93,2094,モンキーターン２ＴＴ,631,2539
94,2095,緑ドンＶＩＶＡ２ＭＲ,-1188,2029
95,2096,サムライチャンプルー流転輪廻Ｘ,-320,478
96,2097,パチスロバーストエンジェルＥＥ,-2967,2666
97,2098,パチスロ　修羅の刻Ａ,1348,4104
98,2099,戦国コレクション２ＫＳ,2355,3012
99,2100,戦国コレクション２ＫＳ,-1300,1580
100,2101,パチスロ黄門ちゃま喝Ｄ１,-317,4419
101,2102,パチスロ黄門ちゃま喝Ｄ１,2497,2625
102,2103,パチスロ黄門ちゃま喝Ｄ１,1541,1994
103,2104,パチスロ黄門ちゃま喝Ｄ１,,
104,2105,パチスロゴッドイーターＣＣ,2379,3242
105,2106,パチスロゴッドイーターＣＣ,1105,4194
106,2107,Ｓ闘魂継承アントニオ猪木Ｌ３,741,4082
107,2108,Ｓ闘魂継承アントニオ猪木Ｌ３,917,2716
108,2109,Ｓ闘魂継承アントニオ猪木Ｌ３,-231,2627
109,2110,Ｓガールズ＆パンツァーＧ／ＬＡ１,-149,76
110,2111,Ｓガールズ＆パンツァーＧ／ＬＡ１,-324,2177
111,2112,Ｓガールズ＆パンツァーＧ／ＬＡ１,-357,528
112,2113,Ｓガールズ＆パンツァーＧ／ＬＡ１,-331,205
113,2114,Ｓガールズ＆パンツァーＧ／ＬＡ１,-552,4937
114,2115,パチスロ聖闘士星矢海皇覚醒ＫＨ,179,3062
115,2116,パチスロ聖闘士星矢海皇覚醒ＫＨ,-6221,7186
116,2117,パチスロ聖闘士星矢海皇覚醒ＫＨ,2336,693
117,2118,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1506,2431
118,2119,パチスロ聖闘士星矢海皇覚醒ＫＨ,-2232,5391
119,2120,パチスロ聖闘士星矢海皇覚醒ＫＨ,336,4259
120,2121,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-47,25
121,2122,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-765,1146
122,2123,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-951,1692
123,2124,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-110,904
124,2125,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-1065,2085
125,2126,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-288,1438
126,2127,政宗２／Ａ５,-1179,2085
127,2128,政宗２／Ａ５,-2559,3254
128,2129,政宗２／Ａ５,-535,1482
129,2130,政宗２／Ａ５,-864,2595
130,2131,パチスロ鉄拳３ＥＥ,-355,2411
131,2132,パチスロ鉄拳３ＥＥ,-536,873
132,2133,Ｓパチスロ鉄拳４ＣＣ,-613,1137
133,2134,Ｓパチスロ鉄拳４ＣＣ,-150,143
134,2135,Ｓパチスロ鉄拳４ＣＣ,-276,260
135,2136,パチスロ笑ゥせぇるすまん３ＫＪ,671,1662
136,2137,パチスロ笑ゥせぇるすまん３ＫＪ,-131,212
137,2138,パチスロ笑ゥせぇるすまん３ＫＪ,-152,97
138,2139,パチスロ笑ゥせぇるすまん３ＫＪ,-54,1125
139,2140,パチスロ笑ゥせぇるすまん３ＫＪ,-366,453
140,2141,パチスロ笑ゥせぇるすまん３ＫＪ,-101,124
141,2142,Ｓ天下布武４ＨＨ,-1602,4390
142,2143,Ｓ天下布武４ＨＨ,-1174,5121
143,2144,Ｓ天下布武４ＨＨ,-3262,5586
144,2145,Ｓ天下布武４ＨＨ,-1826,3714
145,2146,Ｓ天下布武４ＨＨ,-1591,5984
146,2147,パチスロ聖闘士星矢海皇覚醒ＫＨ,1136,4298
147,2148,パチスロ聖闘士星矢海皇覚醒ＫＨ,-372,2723
148,2149,パチスロ聖闘士星矢海皇覚醒ＫＨ,2621,495
149,2150,パチスロ聖闘士星矢海皇覚醒ＫＨ,-526,4047
150,2151,パチスロ聖闘士星矢海皇覚醒ＫＨ,-461,4187
151,2152,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
152,2153,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
153,2154,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
154,2155,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
155,2156,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
156,2157,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
157,2158,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
158,2159,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
159,2160,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
160,2161,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-945,1614
161,2162,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-831,3354
162,2163,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1430,1319
163,2164,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-321,3034
164,2165,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1104,1229
165,2166,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,124,1987
166,2167,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,584,1884
167,2168,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-40,1163
168,2169,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1504,3255
169,2170,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,863,5481
170,2171,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1250,1017
171,2172,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-530,684
172,2173,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-805,1912
173,2174,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1436,3875
174,2175,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-753,1009
175,2176,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1612,4421
176,2177,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-137,1304
177,2178,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-362,478
178,2179,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,6638,5609
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1061,3695
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,,
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-755,6159
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-86,2846
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,367,3310
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1345,5338
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,200,4407
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1380,1677
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1399,3566
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1549,3770
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-612,4262
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,818,3658
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-718,1826
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-321,3927
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1287,1187
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,324,1321
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2580,4278
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-8,751
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-323,4787
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-200,4933
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,6,1122
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1126,3919
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2097,4590
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3458,3434
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1485,3769
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1579,4757
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,856,2713
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-729,7001
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1261,1570
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1172,1257
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,188,2500
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1302,2826
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1281,4584
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-744,854
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1437,5678
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,816,4695
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2161,5867
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1498,2167
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-52,3478
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1105,6213
225,2226,マイジャグラーⅣ／ＫＥ,-1646,6881
226,2227,マイジャグラーⅣ／ＫＥ,-858,6179
227,2228,マイジャグラーⅣ／ＫＥ,-37,5609
228,2229,マイジャグラーⅣ／ＫＥ,-480,4420
229,2230,マイジャグラーⅣ／ＫＥ,-705,9369
230,2231,マイジャグラーⅣ／ＫＥ,-108,6389
231,2232,マイジャグラーⅣ／ＫＥ,-396,7623
232,2233,マイジャグラーⅣ／ＫＥ,-1945,6318
233,2234,マイジャグラーⅣ／ＫＥ,172,8685
234,2235,マイジャグラーⅣ／ＫＥ,-944,6133
235,2236,マイジャグラーⅣ／ＫＥ,308,4143
236,2237,マイジャグラーⅣ／ＫＥ,533,5926
237,2238,マイジャグラーⅣ／ＫＥ,800,8527
238,2239,マイジャグラーⅣ／ＫＥ,233,6667
239,2240,マイジャグラーⅣ／ＫＥ,2685,6449
240,2241,マイジャグラーⅣ／ＫＥ,-2271,3879
241,2242,マイジャグラーⅣ／ＫＥ,-895,6118
242,2243,マイジャグラーⅣ／ＫＥ,-3100,8679
243,2244,マイジャグラーⅣ／ＫＥ,1600,8520
244,2245,マイジャグラーⅣ／ＫＥ,1501,7149
245,2246,マイジャグラーⅣ／ＫＥ,5180,7906
246,2247,マイジャグラーⅣ／ＫＥ,991,3951
247,2248,マイジャグラーⅣ／ＫＥ,1258,7560
248,2249,マイジャグラーⅣ／ＫＥ,610,9571
249,2250,マイジャグラーⅣ／ＫＥ,489,6626
250,2251,マイジャグラーⅣ／ＫＥ,952,5316
251,2252,マイジャグラーⅣ／ＫＥ,-78,5336
252,2253,マイジャグラーⅣ／ＫＥ,-1039,6358
253,2254,マイジャグラーⅣ／ＫＥ,-169,5408
254,2255,マイジャグラーⅣ／ＫＥ,-390,4180
255,2256,マイジャグラーⅣ／ＫＥ,850,5720
256,2257,マイジャグラーⅣ／ＫＥ,-149,6096
257,2258,マイジャグラーⅣ／ＫＥ,-24,9083
258,2259,マイジャグラーⅣ／ＫＥ,-191,4315
259,2260,マイジャグラーⅣ／ＫＥ,683,8510
260,2261,マイジャグラーⅣ／ＫＥ,-851,8775
261,2262,マイジャグラーⅣ／ＫＥ,-389,6757
262,2263,マイジャグラー３ＫＤ,3004,6405
263,2264,マイジャグラー３ＫＤ,-351,3280
264,2265,マイジャグラー３ＫＤ,653,7101
265,2266,マイジャグラー３ＫＤ,-1031,1260
266,2267,マイジャグラー３ＫＤ,-2333,4318
267,2268,マイジャグラー３ＫＤ,-1142,3149
268,2269,マイジャグラー３ＫＤ,-957,6109
269,2270,ゴーゴージャグラー２／ＫＤ,-1036,2341
270,2271,ゴーゴージャグラー２／ＫＤ,-1353,2068
271,2272,ゴーゴージャグラー２／ＫＤ,659,5883
272,2273,ゴーゴージャグラー２／ＫＤ,-154,4066
273,2274,ゴーゴージャグラーＫＫ,743,4239
274,2275,ゴーゴージャグラーＫＫ,-596,3112
275,2276,ゴーゴージャグラーＫＫ,-920,3947
276,2277,ゴーゴージャグラーＫＫ,-999,3839
277,2278,ゴーゴージャグラーＫＫ,-979,2442
278,2279,ゴーゴージャグラーＫＫ,-969,3321
279,2280,ゴーゴージャグラーＫＫ,-1295,2541
280,2281,ゴーゴージャグラーＫＫ,304,6109
281,2282,ゴーゴージャグラーＫＫ,-885,5857
282,2283,ゴーゴージャグラーＫＫ,1025,6195
283,2284,ゴーゴージャグラーＫＫ,-611,1269
284,2285,ゴーゴージャグラーＫＫ,547,3638
285,2286,ゴーゴージャグラーＫＫ,-395,4437
286,2287,ゴーゴージャグラーＫＫ,-1169,1483
287,2288,ゴーゴージャグラーＫＫ,-187,3405
288,2289,ゴーゴージャグラーＫＫ,469,5241
289,2290,ゴーゴージャグラー２／ＫＤ,-615,5225
290,2291,ゴーゴージャグラー２／ＫＤ,2381,6136
291,2292,ゴーゴージャグラー２／ＫＤ,267,6025
292,2293,ゴーゴージャグラー２／ＫＤ,-830,1697
293,2294,ゴーゴージャグラー２／ＫＤ,-1769,6823
294,2295,マイジャグラー３ＫＤ,-880,1558
295,2296,マイジャグラー３ＫＤ,1264,3799
296,2297,マイジャグラー３ＫＤ,-2048,2834
297,2298,マイジャグラー３ＫＤ,-881,2742
298,2299,マイジャグラー３ＫＤ,-250,3108
299,2300,マイジャグラーⅣ／ＫＥ,901,8105
300,2301,マイジャグラーⅣ／ＫＥ,302,8742
301,2302,スーパーミラクルジャグラー／ＫＵ,-1402,3831
302,2303,スーパーミラクルジャグラー／ＫＵ,684,5157
303,2304,スーパーミラクルジャグラー／ＫＵ,-421,1130
304,2305,スーパーミラクルジャグラー／ＫＵ,-1309,2246
305,2306,スーパーミラクルジャグラー／ＫＵ,-417,2188
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,-702,1127
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-870,4815
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-462,2917
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1121,5120
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-135,1999
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1241,2876
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1418,2727
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1813,5162
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1090,4976
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-574,4911
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,14,2567
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-926,1429
318,2319,ゴーゴージャグラーＫＫ,-1394,2282
319,2320,ゴーゴージャグラーＫＫ,-1537,2803
320,2321,ゴーゴージャグラーＫＫ,408,5668
321,2322,ゴーゴージャグラーＫＫ,-1590,3875
322,2323,ゴーゴージャグラーＫＫ,1669,5030
323,2324,ゴーゴージャグラーＫＫ,-663,1143
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,0,0
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1025,3375
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1438,3398
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-909,1164
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1007,3845
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1346,2147
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1817,3073
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-671,2681
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1603,2488
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1337,2217
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-281,3171
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,-334,4754
336,2337,スーパーミラクルジャグラー／ＫＵ,-477,1432
337,2338,スーパーミラクルジャグラー／ＫＵ,-1532,3444
338,2339,スーパーミラクルジャグラー／ＫＵ,1449,6609
339,2340,スーパーミラクルジャグラー／ＫＵ,-1159,1419
340,2341,スーパーミラクルジャグラー／ＫＵ,1037,7206
341,2342,ディスクアップ／ＺＳ,-548,4879
342,2343,ディスクアップ／ＺＳ,736,3091
343,2344,ディスクアップ／ＺＳ,407,1572
344,2345,ディスクアップ／ＺＳ,2003,3002
345,2346,ディスクアップ／ＺＳ,-168,3016
346,2347,ディスクアップ／ＺＳ,-3973,6913
347,2348,ディスクアップ／ＺＳ,-787,1991
348,2349,ディスクアップ／ＺＳ,-88,696
349,2350,ディスクアップ／ＺＳ,2864,9048
350,2351,アレックスＡＥ,2,223
351,2352,ディスクアップ／ＺＳ,690,4644
352,2353,アレックスＡＥ,586,2621
353,2354,ディスクアップ／ＺＳ,-1262,1896
354,2355,アレックスＡＥ,-589,1899
355,2356,ディスクアップ／ＺＳ,-658,1645
356,2357,ニューパルサーＳＰ２／ＤＤ,-687,525
357,2358,ディスクアップ／ＺＳ,-399,2806
358,2359,クランキーセレブレーションＣＥ,-228,1417
359,2360,ディスクアップ／ＺＳ,-1090,4113
360,2361,バイオイントゥザパニック／ＺＡ,-962,1503
361,2362,リノＮＧＴＣＣ,-299,1390
362,2363,リノＮＧＴＣＣ,0,0
363,2364,リノＮＧＴＣＣ,-1105,774
364,2365,リノＮＧＴＣＣ,400,976
365,2366,リノＮＧＴＣＣ,-2144,1403
366,2367,リノＮＧＴＣＣ,-694,415
367,2368,ディスクアップ／ＺＳ,2218,2315
368,2369,ディスクアップ／ＺＳ,711,6371
369,2370,アレックスＡＥ,1048,958
370,2371,ディスクアップ／ＺＳ,-714,788
371,2372,アレックスＡＥ,-164,2366
372,2373,ディスクアップ／ＺＳ,3622,4595
373,2374,ディスクアップ／ＺＳ,-859,1454
374,2375,ディスクアップ／ＺＳ,-1449,2478
375,2376,ディスクアップ／ＺＳ,16,4427
376,2377,ディスクアップ／ＺＳ,1241,3332
377,2378,ディスクアップ／ＺＳ,-1487,1352
378,2379,ディスクアップ／ＺＳ,-2494,2006
379,2380,ディスクアップ／ＺＳ,1779,5062
380,2381,ディスクアップ／ＺＳ,-820,5455
381,2382,ダンまち／ＫＴ,-1412,2674
382,2383,ダンまち／ＫＴ,-289,606
383,2384,ダンまち／ＫＴ,-895,2772
384,2385,ダンまち／ＫＴ,-299,1483
385,2386,バーサスＳＥ,-817,1591
386,2387,バーサスＳＥ,-920,784
387,2388,バーサスＳＥ,773,1371
388,2389,バーサスＳＥ,-1035,2644
389,2390,バーサスＳＥ,-807,1956
390,2391,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-885,1177
391,2392,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,422,1474
392,2393,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,425,2731
393,2394,ディスクアップ／ＺＳ,1891,5890
394,2395,スーパービンゴネオＭ１,-1719,1575
395,2396,スーパービンゴネオＭ１,-3570,3373
396,2397,スーパービンゴネオＭ１,415,2683
397,2398,スーパービンゴネオＭ１,-1336,1708
398,2399,スーパービンゴネオＭ１,-399,4571
399,2400,スーパービンゴネオＭ１,3775,6870
400,2401,スーパービンゴネオＭ１,-372,247
401,2402,Ｓ／ドンちゃん２／ＤＣ,209,2347
402,2403,Ｓ／ドンちゃん２／ＤＣ,-259,257
403,2404,Ｓ／ドンちゃん２／ＤＣ,2488,8339
404,2405,Ｓ／ドンちゃん２／ＤＣ,72,130
405,2406,ハナビＢＨＳ２,480,2037
406,2407,ハナビＢＨＳ２,-100,693
407,2408,ハナビＢＨＳ２,-915,2738
408,2409,ハナビＢＨＳ２,-379,1294
409,2410,ハナビＢＨＳ２,74,1427
410,2411,ハナビＢＨＳ２,-497,1160
411,2412,ハナビＢＨＳ２,-32,4136
412,2413,ハナビＢＨＳ２,-543,625
413,2414,ハナビ２ＨＡ,1022,3264
414,2415,ハナビ２ＨＡ,-180,1352
415,2416,ハナビ２ＨＡ,-216,420
416,2417,ハナビ２ＨＡ,1729,5894
417,2418,熊酒場２／ＮＣ,443,2275
418,2419,パチスロマッハＧｏＧｏＧｏ　Ａ,-78,922
419,2420,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,-699,1944
420,2421,３×３ＥＹＥＳ／Ａ７,-353,1099
421,2422,沖ドキ！ＬＬ,693,5211
