,number,model_name,slump,allStarts
52,2053,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-1461,5021
53,2054,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,248,5554
54,2055,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,3938,8930
55,2056,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,2969,8101
56,2057,コードギアス反逆のルルーシュＲ２／ＺＸ,1122,8604
57,2058,パチスロ　サクラ大戦　熱き血潮に／ＸＲ,1379,4390
58,2059,ケロロ軍曹／Ａ２,-193,1379
59,2060,パチスロ　戦場のヴァルキュリア／ＲＳ,-1849,1466
60,2061,ＳＬＯＴアカギ／ＤＡ,-1925,1620
61,2062,Ｓ　ＧⅠ優駿倶楽部２ＫＢ,-299,1951
62,2063,Ｓ　蒼天の拳ＡＡ　ＺＢ,-110,3029
63,2064,バイオハザードリベレーションズ／ＺＷ,-1034,3278
64,2065,獣王　王者の覚醒／ＺＡ,-1266,2078
65,2066,Ｓ猛獣王　王者の咆哮ＺＺ,-613,2247
66,2067,ＳヱヴァンゲリヲンＡＴ７７７Ｆ,367,6213
67,2068,ＳＡＴ天元突破グレンラガンＹ,-1210,3736
68,2069,パチスロ北斗の拳　修羅の国／ＲＦ,1929,3141
69,2070,パチスロ北斗の拳　修羅の国／ＲＦ,-948,2478
70,2071,パチスロ北斗の拳　修羅の国／ＲＦ,1103,4967
71,2072,パチスロ北斗の拳　修羅の国／ＲＦ,-885,1585
72,2073,パチスロ北斗の拳　修羅の国／ＲＦ,-1820,5436
73,2074,Ｇ１優駿倶楽部／ＫＤ,-1002,3747
74,2075,Ｇ１優駿倶楽部／ＫＤ,-981,2926
75,2076,Ｇ１優駿倶楽部／ＫＤ,7857,4061
76,2077,Ｇ１優駿倶楽部／ＫＤ,-1728,6066
77,2078,Ｇ１優駿倶楽部／ＫＤ,570,1921
78,2079,Ｓ呪怨　再誕ＡＴ　ＦＣ,-1365,4557
79,2080,Ｓ呪怨　再誕ＡＴ　ＦＣ,-882,2096
80,2081,パチスロリング　ノロイノナノカカンＦＳＢ,3281,2678
81,2082,パチスロリング　ノロイノナノカカンＦＳＢ,1417,2636
82,2083,Ｓトータル・イクリプス２Ｒ,-1826,7217
83,2084,Ｓ喰霊零　運命乱ＪＪ,968,3319
84,2085,Ｓ蒼穹のファフナー　ＥＸＯＤＵＳ　ｂＡ,951,5554
85,2086,パチスロマクロスフロンティア２Ｇ,492,5726
86,2087,パチスロマクロスフロンティア２Ｇ,2424,6115
87,2088,サラリーマン金太郎　出世回胴編ＸＦ,-44,4101
88,2089,シンデレラ×ブレイド２ＮＤ,1771,3258
89,2090,やじきた道中記乙ＭＤ,3766,4616
90,2091,やじきた道中記乙ＭＤ,1290,648
91,2092,やじきた道中記乙ＭＤ,-2716,2078
92,2093,乙女魂ＪＶ,538,525
93,2094,モンキーターン２ＴＴ,-3217,2393
94,2095,緑ドンＶＩＶＡ２ＭＲ,-2310,2965
95,2096,サムライチャンプルー流転輪廻Ｘ,-1376,1675
96,2097,パチスロバーストエンジェルＥＥ,-698,3896
97,2098,パチスロ　修羅の刻Ａ,-2459,7386
98,2099,戦国コレクション２ＫＳ,3596,3162
99,2100,戦国コレクション２ＫＳ,1772,2418
100,2101,パチスロ黄門ちゃま喝Ｄ１,-1408,3010
101,2102,パチスロ黄門ちゃま喝Ｄ１,547,2651
102,2103,パチスロ黄門ちゃま喝Ｄ１,-439,760
103,2104,パチスロ黄門ちゃま喝Ｄ１,4967,8423
104,2105,パチスロゴッドイーターＣＣ,-905,4143
105,2106,パチスロゴッドイーターＣＣ,-683,4942
106,2107,Ｓ闘魂継承アントニオ猪木Ｌ３,1660,7560
107,2108,Ｓ闘魂継承アントニオ猪木Ｌ３,-706,668
108,2109,Ｓ闘魂継承アントニオ猪木Ｌ３,158,1349
109,2110,Ｓガールズ＆パンツァーＧ／ＬＡ１,997,2648
110,2111,Ｓガールズ＆パンツァーＧ／ＬＡ１,177,528
111,2112,Ｓガールズ＆パンツァーＧ／ＬＡ１,2271,3585
112,2113,Ｓガールズ＆パンツァーＧ／ＬＡ１,1037,1177
113,2114,Ｓガールズ＆パンツァーＧ／ＬＡ１,3216,4923
114,2115,パチスロ聖闘士星矢海皇覚醒ＫＨ,-2316,6275
115,2116,パチスロ聖闘士星矢海皇覚醒ＫＨ,-2526,3422
116,2117,パチスロ聖闘士星矢海皇覚醒ＫＨ,2213,4677
117,2118,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1662,5794
118,2119,パチスロ聖闘士星矢海皇覚醒ＫＨ,5982,1042
119,2120,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1148,2188
120,2121,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,1659,5631
121,2122,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-911,1463
122,2123,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-917,1238
123,2124,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-1802,2982
124,2125,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-923,934
125,2126,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,895,6815
126,2127,政宗２／Ａ５,-788,4680
127,2128,政宗２／Ａ５,-1977,4166
128,2129,政宗２／Ａ５,3795,6180
129,2130,政宗２／Ａ５,-909,2215
130,2131,パチスロ鉄拳３ＥＥ,1194,3175
131,2132,パチスロ鉄拳３ＥＥ,-2012,2982
132,2133,Ｓパチスロ鉄拳４ＣＣ,-139,106
133,2134,Ｓパチスロ鉄拳４ＣＣ,-453,690
134,2135,Ｓパチスロ鉄拳４ＣＣ,-177,239
135,2136,パチスロ笑ゥせぇるすまん３ＫＪ,4057,5861
136,2137,パチスロ笑ゥせぇるすまん３ＫＪ,1521,4426
137,2138,パチスロ笑ゥせぇるすまん３ＫＪ,-1155,1890
138,2139,パチスロ笑ゥせぇるすまん３ＫＪ,-613,1299
139,2140,パチスロ笑ゥせぇるすまん３ＫＪ,12574,1558
140,2141,パチスロ笑ゥせぇるすまん３ＫＪ,9,90
141,2142,Ｓ天下布武４ＨＨ,-1653,3106
142,2143,Ｓ天下布武４ＨＨ,-555,3714
143,2144,Ｓ天下布武４ＨＨ,59,5548
144,2145,Ｓ天下布武４ＨＨ,-1152,3740
145,2146,Ｓ天下布武４ＨＨ,619,4375
146,2147,パチスロ聖闘士星矢海皇覚醒ＫＨ,-385,5167
147,2148,パチスロ聖闘士星矢海皇覚醒ＫＨ,-3123,4390
148,2149,パチスロ聖闘士星矢海皇覚醒ＫＨ,-570,3695
149,2150,パチスロ聖闘士星矢海皇覚醒ＫＨ,7293,4298
150,2151,パチスロ聖闘士星矢海皇覚醒ＫＨ,-897,1144
151,2152,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,3438,6350
152,2153,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,3225,6319
153,2154,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,4555,6226
154,2155,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1634,5556
155,2156,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,4833,5423
156,2157,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,3321,6218
157,2158,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-3373,5322
158,2159,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2307,5486
159,2160,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1861,5079
160,2161,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-295,1511
161,2162,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,303,4760
162,2163,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2492,3011
163,2164,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-479,1413
164,2165,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-529,1925
165,2166,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,357,7738
166,2167,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1413,7066
167,2168,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1488,6775
168,2169,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1724,1846
169,2170,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-583,2524
170,2171,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1865,2080
171,2172,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1220,5071
172,2173,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1333,2961
173,2174,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2128,7733
174,2175,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1070,1182
175,2176,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1176,3668
176,2177,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,3401,6548
177,2178,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1665,2425
178,2179,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1237,7158
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1060,6038
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1225,6262
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2852,4244
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2425,6921
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1451,5844
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-247,6757
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1440,6049
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1043,6043
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,454,8488
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1277,6208
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3823,8153
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1415,2809
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3167,6742
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,617,7067
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1435,3151
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-461,7345
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1688,6400
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2600,6868
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1282,2899
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-405,3054
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2072,4777
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-241,7085
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1970,3201
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-117,7680
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2135,2969
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-291,6358
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1303,3620
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1246,7365
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2736,7229
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3178,5935
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,838,7367
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1721,7639
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,5447,6264
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1313,4209
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2133,6594
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,617,6920
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1786,3584
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,721,6536
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1887,4388
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-194,5221
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1075,4637
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2591,4254
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-71,7225
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-3288,5584
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2238,3910
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,262,6694
225,2226,マイジャグラーⅣ／ＫＥ,-1226,6628
226,2227,マイジャグラーⅣ／ＫＥ,4662,7644
227,2228,マイジャグラーⅣ／ＫＥ,-1632,4567
228,2229,マイジャグラーⅣ／ＫＥ,3070,8050
229,2230,マイジャグラーⅣ／ＫＥ,-1679,2620
230,2231,マイジャグラーⅣ／ＫＥ,996,6631
231,2232,マイジャグラーⅣ／ＫＥ,-1368,6881
232,2233,マイジャグラーⅣ／ＫＥ,5902,7410
233,2234,マイジャグラーⅣ／ＫＥ,-833,5026
234,2235,マイジャグラーⅣ／ＫＥ,2554,8646
235,2236,マイジャグラーⅣ／ＫＥ,-2177,2557
236,2237,マイジャグラーⅣ／ＫＥ,2542,8118
237,2238,マイジャグラーⅣ／ＫＥ,-1215,2735
238,2239,マイジャグラーⅣ／ＫＥ,428,6637
239,2240,マイジャグラーⅣ／ＫＥ,-1112,5033
240,2241,マイジャグラーⅣ／ＫＥ,-1764,5261
241,2242,マイジャグラーⅣ／ＫＥ,1907,8284
242,2243,マイジャグラーⅣ／ＫＥ,-36,7003
243,2244,マイジャグラーⅣ／ＫＥ,-1969,4227
244,2245,マイジャグラーⅣ／ＫＥ,1783,5454
245,2246,マイジャグラーⅣ／ＫＥ,-384,5601
246,2247,マイジャグラーⅣ／ＫＥ,1325,8785
247,2248,マイジャグラーⅣ／ＫＥ,-1637,3060
248,2249,マイジャグラーⅣ／ＫＥ,-1855,3073
249,2250,マイジャグラーⅣ／ＫＥ,2241,7795
250,2251,マイジャグラーⅣ／ＫＥ,-1030,1687
251,2252,マイジャグラーⅣ／ＫＥ,3894,7562
252,2253,マイジャグラーⅣ／ＫＥ,276,6873
253,2254,マイジャグラーⅣ／ＫＥ,-298,8603
254,2255,マイジャグラーⅣ／ＫＥ,-214,3517
255,2256,マイジャグラーⅣ／ＫＥ,2389,8168
256,2257,マイジャグラーⅣ／ＫＥ,1276,8637
257,2258,マイジャグラーⅣ／ＫＥ,2506,6425
258,2259,マイジャグラーⅣ／ＫＥ,482,5146
259,2260,マイジャグラーⅣ／ＫＥ,-612,5294
260,2261,マイジャグラーⅣ／ＫＥ,-32,6430
261,2262,マイジャグラーⅣ／ＫＥ,-370,5158
262,2263,マイジャグラー３ＫＤ,-889,2445
263,2264,マイジャグラー３ＫＤ,-1262,3329
264,2265,マイジャグラー３ＫＤ,-699,5146
265,2266,マイジャグラー３ＫＤ,-1251,4098
266,2267,マイジャグラー３ＫＤ,120,8557
267,2268,マイジャグラー３ＫＤ,-587,1443
268,2269,マイジャグラー３ＫＤ,-9,2031
269,2270,ゴーゴージャグラー２／ＫＤ,2584,5505
270,2271,ゴーゴージャグラー２／ＫＤ,-4,1281
271,2272,ゴーゴージャグラー２／ＫＤ,2739,5035
272,2273,ゴーゴージャグラー２／ＫＤ,-1113,4147
273,2274,ゴーゴージャグラーＫＫ,-396,2316
274,2275,ゴーゴージャグラーＫＫ,-517,285
275,2276,ゴーゴージャグラーＫＫ,983,6630
276,2277,ゴーゴージャグラーＫＫ,-1769,6471
277,2278,ゴーゴージャグラーＫＫ,498,6263
278,2279,ゴーゴージャグラーＫＫ,-633,1139
279,2280,ゴーゴージャグラーＫＫ,-324,579
280,2281,ゴーゴージャグラーＫＫ,1207,8164
281,2282,ゴーゴージャグラーＫＫ,-225,1582
282,2283,ゴーゴージャグラーＫＫ,-2750,6775
283,2284,ゴーゴージャグラーＫＫ,-994,1218
284,2285,ゴーゴージャグラーＫＫ,864,2070
285,2286,ゴーゴージャグラーＫＫ,267,3590
286,2287,ゴーゴージャグラーＫＫ,2023,7113
287,2288,ゴーゴージャグラーＫＫ,-65,875
288,2289,ゴーゴージャグラーＫＫ,1354,7583
289,2290,ゴーゴージャグラー２／ＫＤ,-668,1326
290,2291,ゴーゴージャグラー２／ＫＤ,-1027,4401
291,2292,ゴーゴージャグラー２／ＫＤ,1794,4929
292,2293,ゴーゴージャグラー２／ＫＤ,479,4893
293,2294,ゴーゴージャグラー２／ＫＤ,2974,5424
294,2295,マイジャグラー３ＫＤ,3615,7128
295,2296,マイジャグラー３ＫＤ,-231,6505
296,2297,マイジャグラー３ＫＤ,1168,6472
297,2298,マイジャグラー３ＫＤ,1588,3107
298,2299,マイジャグラー３ＫＤ,-1222,2580
299,2300,マイジャグラーⅣ／ＫＥ,299,5523
300,2301,マイジャグラーⅣ／ＫＥ,1354,6995
301,2302,スーパーミラクルジャグラー／ＫＵ,3008,6383
302,2303,スーパーミラクルジャグラー／ＫＵ,-164,2765
303,2304,スーパーミラクルジャグラー／ＫＵ,1155,4350
304,2305,スーパーミラクルジャグラー／ＫＵ,132,3473
305,2306,スーパーミラクルジャグラー／ＫＵ,-1906,4073
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,1434,6416
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,298,1486
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,903,4253
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-767,876
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-341,7308
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,761,5347
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,2437,6764
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,3036,7177
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,4827,8313
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,170,3838
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1731,6342
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,874,5156
318,2319,ゴーゴージャグラーＫＫ,-1089,1126
319,2320,ゴーゴージャグラーＫＫ,2866,5997
320,2321,ゴーゴージャグラーＫＫ,-885,3739
321,2322,ゴーゴージャグラーＫＫ,-1651,2972
322,2323,ゴーゴージャグラーＫＫ,-1475,2233
323,2324,ゴーゴージャグラーＫＫ,1223,5229
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-511,1809
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1033,6704
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1566,5618
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-861,2670
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-180,2492
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,206,4056
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-806,704
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-426,4346
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-392,2104
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,782,5022
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1580,5154
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,670,3358
336,2337,スーパーミラクルジャグラー／ＫＵ,1438,7401
337,2338,スーパーミラクルジャグラー／ＫＵ,36,1457
338,2339,スーパーミラクルジャグラー／ＫＵ,-332,3961
339,2340,スーパーミラクルジャグラー／ＫＵ,735,6839
340,2341,スーパーミラクルジャグラー／ＫＵ,-6,3711
341,2342,ディスクアップ／ＺＳ,-646,2575
342,2343,ディスクアップ／ＺＳ,-428,3150
343,2344,ディスクアップ／ＺＳ,-473,1598
344,2345,ディスクアップ／ＺＳ,-1334,1816
345,2346,ディスクアップ／ＺＳ,1489,4022
346,2347,ディスクアップ／ＺＳ,-1625,7463
347,2348,ディスクアップ／ＺＳ,-291,180
348,2349,ディスクアップ／ＺＳ,1542,6032
349,2350,ディスクアップ／ＺＳ,-351,2178
350,2351,アレックスＡＥ,304,1672
351,2352,ディスクアップ／ＺＳ,-189,827
352,2353,アレックスＡＥ,-813,4045
353,2354,ディスクアップ／ＺＳ,-37,1369
354,2355,アレックスＡＥ,-166,7454
355,2356,ディスクアップ／ＺＳ,410,4256
356,2357,ニューパルサーＳＰ２／ＤＤ,1803,8543
357,2358,ディスクアップ／ＺＳ,-736,1742
358,2359,クランキーセレブレーションＣＥ,-122,1313
359,2360,ディスクアップ／ＺＳ,2727,3866
360,2361,バイオイントゥザパニック／ＺＡ,-419,2462
361,2362,リノＮＧＴＣＣ,-742,1103
362,2363,リノＮＧＴＣＣ,0,0
363,2364,リノＮＧＴＣＣ,-530,836
364,2365,リノＮＧＴＣＣ,-1890,1300
365,2366,リノＮＧＴＣＣ,-2363,2536
366,2367,リノＮＧＴＣＣ,-1163,921
367,2368,ディスクアップ／ＺＳ,-80,6327
368,2369,ディスクアップ／ＺＳ,-942,1193
369,2370,アレックスＡＥ,-458,4135
370,2371,ディスクアップ／ＺＳ,-190,3200
371,2372,アレックスＡＥ,-880,2265
372,2373,ディスクアップ／ＺＳ,-42,3884
373,2374,ディスクアップ／ＺＳ,-501,2342
374,2375,ディスクアップ／ＺＳ,-172,1395
375,2376,ディスクアップ／ＺＳ,816,3032
376,2377,ディスクアップ／ＺＳ,4465,6094
377,2378,ディスクアップ／ＺＳ,951,5727
378,2379,ディスクアップ／ＺＳ,3326,7207
379,2380,ディスクアップ／ＺＳ,-1103,1260
380,2381,ディスクアップ／ＺＳ,-249,3440
381,2382,ダンまち／ＫＴ,-1083,2084
382,2383,ダンまち／ＫＴ,-320,1012
383,2384,ダンまち／ＫＴ,-190,951
384,2385,ダンまち／ＫＴ,-369,541
385,2386,バーサスＳＥ,-3264,5826
386,2387,バーサスＳＥ,-647,8496
387,2388,バーサスＳＥ,1389,8365
388,2389,バーサスＳＥ,-196,5183
389,2390,バーサスＳＥ,373,5476
390,2391,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-1031,7138
391,2392,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-746,4546
392,2393,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,1463,6887
393,2394,ディスクアップ／ＺＳ,-452,2656
394,2395,スーパービンゴネオＭ１,0,0
395,2396,スーパービンゴネオＭ１,3517,2484
396,2397,スーパービンゴネオＭ１,-1316,1894
397,2398,スーパービンゴネオＭ１,5164,2162
398,2399,スーパービンゴネオＭ１,0,0
399,2400,スーパービンゴネオＭ１,-2502,2803
400,2401,スーパービンゴネオＭ１,-227,138
401,2402,Ｓ／ドンちゃん２／ＤＣ,-1522,2214
402,2403,Ｓ／ドンちゃん２／ＤＣ,-1073,2872
403,2404,Ｓ／ドンちゃん２／ＤＣ,-918,1315
404,2405,Ｓ／ドンちゃん２／ＤＣ,1894,7965
405,2406,ハナビＢＨＳ２,256,5935
406,2407,ハナビＢＨＳ２,-74,9347
407,2408,ハナビＢＨＳ２,1330,7774
408,2409,ハナビＢＨＳ２,-525,5712
409,2410,ハナビＢＨＳ２,809,4575
410,2411,ハナビＢＨＳ２,2751,7269
411,2412,ハナビＢＨＳ２,-562,7274
412,2413,ハナビＢＨＳ２,3204,8235
413,2414,ハナビ２ＨＡ,2728,6717
414,2415,ハナビ２ＨＡ,4299,8138
415,2416,ハナビ２ＨＡ,3788,10007
416,2417,ハナビ２ＨＡ,1649,8046
417,2418,熊酒場２／ＮＣ,2480,7830
418,2419,パチスロマッハＧｏＧｏＧｏ　Ａ,1792,8885
