,number,model_name,slump,allStarts
55,2056,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,4836,6916
56,2057,コードギアス反逆のルルーシュＲ２／ＺＸ,4587,5828
57,2058,パチスロ　サクラ大戦　熱き血潮に／ＸＲ,900,4468
58,2059,ケロロ軍曹／Ａ２,-372,288
59,2060,パチスロ　戦場のヴァルキュリア／ＲＳ,-101,145
60,2061,ＳＬＯＴアカギ／ＤＡ,-965,1815
61,2062,Ｓ　ＧⅠ優駿倶楽部２ＫＢ,-136,115
62,2063,Ｓ　蒼天の拳ＡＡ　ＺＢ,-602,3046
63,2064,バイオハザードリベレーションズ／ＺＷ,4534,5959
64,2065,獣王　王者の覚醒／ＺＡ,-14,903
65,2066,Ｓ猛獣王　王者の咆哮ＺＺ,-454,515
66,2067,ＳヱヴァンゲリヲンＡＴ７７７Ｆ,791,2736
67,2068,ＳＡＴ天元突破グレンラガンＹ,-438,654
68,2069,パチスロ北斗の拳　修羅の国／ＲＦ,594,823
69,2070,パチスロ北斗の拳　修羅の国／ＲＦ,2129,605
70,2071,パチスロ北斗の拳　修羅の国／ＲＦ,-619,736
71,2072,パチスロ北斗の拳　修羅の国／ＲＦ,10771,190
72,2073,パチスロ北斗の拳　修羅の国／ＲＦ,-939,1301
73,2074,Ｇ１優駿倶楽部／ＫＤ,-450,1833
74,2075,Ｇ１優駿倶楽部／ＫＤ,-402,581
75,2076,Ｇ１優駿倶楽部／ＫＤ,2400,1270
76,2077,Ｇ１優駿倶楽部／ＫＤ,-606,405
77,2078,Ｇ１優駿倶楽部／ＫＤ,-216,409
78,2079,Ｓ呪怨　再誕ＡＴ　ＦＣ,-1013,2213
79,2080,Ｓ呪怨　再誕ＡＴ　ＦＣ,-1106,2217
80,2081,パチスロリング　ノロイノナノカカンＦＳＢ,-935,2389
81,2082,パチスロリング　ノロイノナノカカンＦＳＢ,-535,3024
82,2083,Ｓトータル・イクリプス２Ｒ,1830,4340
83,2084,Ｓ喰霊零　運命乱ＪＪ,1525,2333
84,2085,Ｓ蒼穹のファフナー　ＥＸＯＤＵＳ　ｂＡ,2016,2296
85,2086,パチスロマクロスフロンティア２Ｇ,-1702,5444
86,2087,パチスロマクロスフロンティア２Ｇ,-867,2945
87,2088,サラリーマン金太郎　出世回胴編ＸＦ,3340,1994
88,2089,シンデレラ×ブレイド２ＮＤ,598,2534
89,2090,やじきた道中記乙ＭＤ,-2000,2943
90,2091,やじきた道中記乙ＭＤ,-3025,2489
91,2092,やじきた道中記乙ＭＤ,738,2364
92,2093,乙女魂ＪＶ,-331,499
93,2094,モンキーターン２ＴＴ,1154,2435
94,2095,緑ドンＶＩＶＡ２ＭＲ,-1686,6411
95,2096,サムライチャンプルー流転輪廻Ｘ,-177,1078
96,2097,パチスロバーストエンジェルＥＥ,46,1416
97,2098,パチスロ　修羅の刻Ａ,-3441,4955
98,2099,戦国コレクション２ＫＳ,-725,637
99,2100,戦国コレクション２ＫＳ,1917,2835
100,2101,パチスロ黄門ちゃま喝Ｄ１,-704,1722
101,2102,パチスロ黄門ちゃま喝Ｄ１,-1322,1211
102,2103,パチスロ黄門ちゃま喝Ｄ１,-71,540
103,2104,パチスロ黄門ちゃま喝Ｄ１,4354,8424
104,2105,パチスロゴッドイーターＣＣ,-692,1719
105,2106,パチスロゴッドイーターＣＣ,2337,3549
106,2107,Ｓ闘魂継承アントニオ猪木Ｌ３,-956,1315
107,2108,Ｓ闘魂継承アントニオ猪木Ｌ３,-109,1557
108,2109,Ｓ闘魂継承アントニオ猪木Ｌ３,-432,1111
109,2110,Ｓガールズ＆パンツァーＧ／ＬＡ１,-75,1352
110,2111,Ｓガールズ＆パンツァーＧ／ＬＡ１,1175,1187
111,2112,Ｓガールズ＆パンツァーＧ／ＬＡ１,-1398,1277
112,2113,Ｓガールズ＆パンツァーＧ／ＬＡ１,1142,1616
113,2114,Ｓガールズ＆パンツァーＧ／ＬＡ１,-431,667
114,2115,パチスロ聖闘士星矢海皇覚醒ＫＨ,813,4994
115,2116,パチスロ聖闘士星矢海皇覚醒ＫＨ,-437,1724
116,2117,パチスロ聖闘士星矢海皇覚醒ＫＨ,-750,2019
117,2118,パチスロ聖闘士星矢海皇覚醒ＫＨ,1631,1115
118,2119,パチスロ聖闘士星矢海皇覚醒ＫＨ,500,3175
119,2120,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1735,2963
120,2121,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-53,812
121,2122,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-789,1331
122,2123,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-432,1548
123,2124,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-595,635
124,2125,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,1689,2119
125,2126,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-561,2540
126,2127,政宗２／Ａ５,-533,568
127,2128,政宗２／Ａ５,-271,356
128,2129,政宗２／Ａ５,22,1630
129,2130,政宗２／Ａ５,-555,601
130,2131,パチスロ鉄拳３ＥＥ,-1436,2185
131,2132,パチスロ鉄拳３ＥＥ,-47,1120
132,2133,Ｓパチスロ鉄拳４ＣＣ,51,3111
133,2134,Ｓパチスロ鉄拳４ＣＣ,-475,1120
134,2135,Ｓパチスロ鉄拳４ＣＣ,-533,989
135,2136,パチスロ笑ゥせぇるすまん３ＫＪ,5032,2010
136,2137,パチスロ笑ゥせぇるすまん３ＫＪ,8,220
137,2138,パチスロ笑ゥせぇるすまん３ＫＪ,-590,805
138,2139,パチスロ笑ゥせぇるすまん３ＫＪ,1008,1897
139,2140,パチスロ笑ゥせぇるすまん３ＫＪ,-774,866
140,2141,パチスロ笑ゥせぇるすまん３ＫＪ,45,247
141,2142,Ｓ天下布武４ＨＨ,-831,1849
142,2143,Ｓ天下布武４ＨＨ,1588,3338
143,2144,Ｓ天下布武４ＨＨ,-1759,2098
144,2145,Ｓ天下布武４ＨＨ,2978,3317
145,2146,Ｓ天下布武４ＨＨ,968,2519
146,2147,パチスロ聖闘士星矢海皇覚醒ＫＨ,2422,3273
147,2148,パチスロ聖闘士星矢海皇覚醒ＫＨ,-846,1319
148,2149,パチスロ聖闘士星矢海皇覚醒ＫＨ,1191,1852
149,2150,パチスロ聖闘士星矢海皇覚醒ＫＨ,-3730,4787
150,2151,パチスロ聖闘士星矢海皇覚醒ＫＨ,306,2826
151,2152,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-426,5417
152,2153,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1214,5561
153,2154,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,834,5806
154,2155,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-2007,5673
155,2156,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,195,5536
156,2157,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,2591,5657
157,2158,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-775,6219
158,2159,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1456,5654
159,2160,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,762,5416
160,2161,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-546,2590
161,2162,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2006,6432
162,2163,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1745,4807
163,2164,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2563,2397
164,2165,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1449,7806
165,2166,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,750,5164
166,2167,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1645,6610
167,2168,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1293,6169
168,2169,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1191,1527
169,2170,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1380,5362
170,2171,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-438,1995
171,2172,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-151,4091
172,2173,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-2313,2789
173,2174,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2458,6033
174,2175,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,155,3937
175,2176,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1078,5655
176,2177,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,826,3860
177,2178,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2696,7997
178,2179,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-752,1536
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,206,7206
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,543,5398
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1383,5408
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1850,3755
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,2244,5270
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1808,5388
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1731,6647
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,2964,4686
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1579,4710
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3149,5398
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,4631,6682
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1208,2791
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-820,903
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-761,1555
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,4621,5268
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-719,906
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1268,6282
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2649,5184
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1722,4152
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2062,4190
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-776,5900
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-796,947
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-4353,5079
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-4274,4433
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1600,3904
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,372,6104
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-182,5966
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,955,3891
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3862,6188
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3147,5854
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1603,5103
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2602,5976
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1069,5455
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,305,6319
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1314,3088
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-315,3389
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,375,2704
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,485,5538
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1654,2404
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-233,3399
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1527,3878
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,1611,6082
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,639,5593
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-423,4784
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-713,3554
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-168,4624
225,2226,マイジャグラーⅣ／ＫＥ,-841,6505
226,2227,マイジャグラーⅣ／ＫＥ,-30,3572
227,2228,マイジャグラーⅣ／ＫＥ,5129,6855
228,2229,マイジャグラーⅣ／ＫＥ,-569,1061
229,2230,マイジャグラーⅣ／ＫＥ,1802,6953
230,2231,マイジャグラーⅣ／ＫＥ,-148,1945
231,2232,マイジャグラーⅣ／ＫＥ,364,3319
232,2233,マイジャグラーⅣ／ＫＥ,2323,5777
233,2234,マイジャグラーⅣ／ＫＥ,113,881
234,2235,マイジャグラーⅣ／ＫＥ,680,6009
235,2236,マイジャグラーⅣ／ＫＥ,-482,3153
236,2237,マイジャグラーⅣ／ＫＥ,-750,2841
237,2238,マイジャグラーⅣ／ＫＥ,-2149,7226
238,2239,マイジャグラーⅣ／ＫＥ,-536,3647
239,2240,マイジャグラーⅣ／ＫＥ,-1741,2584
240,2241,マイジャグラーⅣ／ＫＥ,807,7341
241,2242,マイジャグラーⅣ／ＫＥ,-133,2623
242,2243,マイジャグラーⅣ／ＫＥ,1645,6992
243,2244,マイジャグラーⅣ／ＫＥ,-1352,3185
244,2245,マイジャグラーⅣ／ＫＥ,2300,5917
245,2246,マイジャグラーⅣ／ＫＥ,-1859,3503
246,2247,マイジャグラーⅣ／ＫＥ,217,4389
247,2248,マイジャグラーⅣ／ＫＥ,854,6455
248,2249,マイジャグラーⅣ／ＫＥ,-235,1111
249,2250,マイジャグラーⅣ／ＫＥ,-417,2934
250,2251,マイジャグラーⅣ／ＫＥ,-983,4066
251,2252,マイジャグラーⅣ／ＫＥ,-159,1994
252,2253,マイジャグラーⅣ／ＫＥ,-827,1264
253,2254,マイジャグラーⅣ／ＫＥ,1666,6509
254,2255,マイジャグラーⅣ／ＫＥ,-750,3344
255,2256,マイジャグラーⅣ／ＫＥ,-538,6408
256,2257,マイジャグラーⅣ／ＫＥ,1037,6045
257,2258,マイジャグラーⅣ／ＫＥ,-1018,1639
258,2259,マイジャグラーⅣ／ＫＥ,-510,2654
259,2260,マイジャグラーⅣ／ＫＥ,3188,7470
260,2261,マイジャグラーⅣ／ＫＥ,-1772,6398
261,2262,マイジャグラーⅣ／ＫＥ,-2615,3837
262,2263,マイジャグラー３ＫＤ,878,6467
263,2264,マイジャグラー３ＫＤ,1637,5837
264,2265,マイジャグラー３ＫＤ,1236,5517
265,2266,マイジャグラー３ＫＤ,-683,1111
266,2267,マイジャグラー３ＫＤ,-964,3258
267,2268,マイジャグラー３ＫＤ,263,4269
268,2269,マイジャグラー３ＫＤ,92,4118
269,2270,ゴーゴージャグラー２／ＫＤ,-964,2199
270,2271,ゴーゴージャグラー２／ＫＤ,-1961,3435
271,2272,ゴーゴージャグラー２／ＫＤ,-3,4777
272,2273,ゴーゴージャグラー２／ＫＤ,-81,1675
273,2274,ゴーゴージャグラーＫＫ,-495,1255
274,2275,ゴーゴージャグラーＫＫ,-1453,4421
275,2276,ゴーゴージャグラーＫＫ,-371,581
276,2277,ゴーゴージャグラーＫＫ,2257,4779
277,2278,ゴーゴージャグラーＫＫ,-809,1522
278,2279,ゴーゴージャグラーＫＫ,492,1943
279,2280,ゴーゴージャグラーＫＫ,-599,2270
280,2281,ゴーゴージャグラーＫＫ,-614,1937
281,2282,ゴーゴージャグラーＫＫ,-255,3825
282,2283,ゴーゴージャグラーＫＫ,124,5093
283,2284,ゴーゴージャグラーＫＫ,-424,269
284,2285,ゴーゴージャグラーＫＫ,338,5144
285,2286,ゴーゴージャグラーＫＫ,-41,583
286,2287,ゴーゴージャグラーＫＫ,2129,5950
287,2288,ゴーゴージャグラーＫＫ,-280,1139
288,2289,ゴーゴージャグラーＫＫ,-1010,4970
289,2290,ゴーゴージャグラー２／ＫＤ,-662,1978
290,2291,ゴーゴージャグラー２／ＫＤ,-540,2081
291,2292,ゴーゴージャグラー２／ＫＤ,-1023,1586
292,2293,ゴーゴージャグラー２／ＫＤ,-1280,1464
293,2294,ゴーゴージャグラー２／ＫＤ,1323,4561
294,2295,マイジャグラー３ＫＤ,-58,4944
295,2296,マイジャグラー３ＫＤ,-1059,957
296,2297,マイジャグラー３ＫＤ,-495,1725
297,2298,マイジャグラー３ＫＤ,-468,4857
298,2299,マイジャグラー３ＫＤ,-433,835
299,2300,マイジャグラーⅣ／ＫＥ,1478,5515
300,2301,マイジャグラーⅣ／ＫＥ,1120,7698
301,2302,スーパーミラクルジャグラー／ＫＵ,459,1843
302,2303,スーパーミラクルジャグラー／ＫＵ,1551,5094
303,2304,スーパーミラクルジャグラー／ＫＵ,-770,1247
304,2305,スーパーミラクルジャグラー／ＫＵ,-728,1160
305,2306,スーパーミラクルジャグラー／ＫＵ,859,3777
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,474,3282
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-645,5000
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-45,1314
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-677,1202
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,564,6212
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-527,762
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,259,2150
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-567,4019
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1379,3487
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,80,1779
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-546,2493
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1159,1547
318,2319,ゴーゴージャグラーＫＫ,-1471,2025
319,2320,ゴーゴージャグラーＫＫ,-1090,3109
320,2321,ゴーゴージャグラーＫＫ,-1342,2707
321,2322,ゴーゴージャグラーＫＫ,1971,5704
322,2323,ゴーゴージャグラーＫＫ,-129,599
323,2324,ゴーゴージャグラーＫＫ,-295,285
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,2569,7041
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-251,149
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,591,4316
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-505,322
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,919,4828
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-547,1437
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,595,1526
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,89,4400
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-806,1051
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-2189,3836
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,63,4662
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,-881,1035
336,2337,スーパーミラクルジャグラー／ＫＵ,1041,5864
337,2338,スーパーミラクルジャグラー／ＫＵ,-157,2237
338,2339,スーパーミラクルジャグラー／ＫＵ,652,2764
339,2340,スーパーミラクルジャグラー／ＫＵ,941,2118
340,2341,スーパーミラクルジャグラー／ＫＵ,893,6007
341,2342,ディスクアップ／ＺＳ,-3098,4123
342,2343,ディスクアップ／ＺＳ,-379,2337
343,2344,ディスクアップ／ＺＳ,-445,310
344,2345,ディスクアップ／ＺＳ,-1188,4168
345,2346,ディスクアップ／ＺＳ,1059,1388
346,2347,ディスクアップ／ＺＳ,-256,1851
347,2348,ディスクアップ／ＺＳ,270,4029
348,2349,ディスクアップ／ＺＳ,-493,286
349,2350,ディスクアップ／ＺＳ,2147,5835
350,2351,アレックスＡＥ,-712,2217
351,2352,ディスクアップ／ＺＳ,311,818
352,2353,アレックスＡＥ,-1668,5375
353,2354,ディスクアップ／ＺＳ,-269,164
354,2355,アレックスＡＥ,467,7112
355,2356,ディスクアップ／ＺＳ,-469,1104
356,2357,ニューパルサーＳＰ２／ＤＤ,-748,575
357,2358,ディスクアップ／ＺＳ,-926,3373
358,2359,クランキーセレブレーションＣＥ,1450,2721
359,2360,ディスクアップ／ＺＳ,-319,962
360,2361,バイオイントゥザパニック／ＺＡ,683,3288
361,2362,リノＮＧＴＣＣ,415,740
362,2363,リノＮＧＴＣＣ,0,0
363,2364,リノＮＧＴＣＣ,-1513,1075
364,2365,リノＮＧＴＣＣ,-1274,748
365,2366,リノＮＧＴＣＣ,-122,232
366,2367,リノＮＧＴＣＣ,930,733
367,2368,ディスクアップ／ＺＳ,-416,925
368,2369,ディスクアップ／ＺＳ,1059,5757
369,2370,アレックスＡＥ,-769,1399
370,2371,ディスクアップ／ＺＳ,-227,137
371,2372,アレックスＡＥ,1057,5784
372,2373,ディスクアップ／ＺＳ,-261,592
373,2374,ディスクアップ／ＺＳ,1778,3450
374,2375,ディスクアップ／ＺＳ,-460,935
375,2376,ディスクアップ／ＺＳ,3525,4574
376,2377,ディスクアップ／ＺＳ,16,370
377,2378,ディスクアップ／ＺＳ,396,1181
378,2379,ディスクアップ／ＺＳ,-1182,4308
379,2380,ディスクアップ／ＺＳ,-6,247
380,2381,ディスクアップ／ＺＳ,3667,4885
381,2382,ダンまち／ＫＴ,-980,1082
382,2383,ダンまち／ＫＴ,-859,2137
383,2384,ダンまち／ＫＴ,-399,853
384,2385,ダンまち／ＫＴ,877,4170
385,2386,バーサスＳＥ,956,6266
386,2387,バーサスＳＥ,-406,1767
387,2388,バーサスＳＥ,-800,5023
388,2389,バーサスＳＥ,-706,3682
389,2390,バーサスＳＥ,2383,7432
390,2391,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,2948,6388
391,2392,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-730,1088
392,2393,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,261,1506
393,2394,ディスクアップ／ＺＳ,1404,3830
394,2395,スーパービンゴネオＭ１,0,0
395,2396,スーパービンゴネオＭ１,-137,82
396,2397,スーパービンゴネオＭ１,-1592,1004
397,2398,スーパービンゴネオＭ１,0,0
398,2399,スーパービンゴネオＭ１,5224,3097
399,2400,スーパービンゴネオＭ１,-262,150
400,2401,スーパービンゴネオＭ１,-2264,1653
401,2402,Ｓ／ドンちゃん２／ＤＣ,2779,5348
402,2403,Ｓ／ドンちゃん２／ＤＣ,-131,696
403,2404,Ｓ／ドンちゃん２／ＤＣ,-70,70
404,2405,Ｓ／ドンちゃん２／ＤＣ,1273,6883
405,2406,ハナビＢＨＳ２,39,1687
406,2407,ハナビＢＨＳ２,-28,6253
407,2408,ハナビＢＨＳ２,-816,3432
408,2409,ハナビＢＨＳ２,-529,1765
409,2410,ハナビＢＨＳ２,-915,1298
410,2411,ハナビＢＨＳ２,121,1275
411,2412,ハナビＢＨＳ２,1685,6389
412,2413,ハナビＢＨＳ２,1306,5211
413,2414,ハナビ２ＨＡ,-498,1574
414,2415,ハナビ２ＨＡ,-290,202
415,2416,ハナビ２ＨＡ,3172,8595
416,2417,ハナビ２ＨＡ,-79,1137
417,2418,熊酒場２／ＮＣ,-322,225
418,2419,パチスロマッハＧｏＧｏＧｏ　Ａ,242,7793
419,2420,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,170,1498
420,2421,３×３ＥＹＥＳ／Ａ７,498,6746
421,2422,沖ドキ！ＬＬ,-1723,2714
