,number,model_name,slump,allStarts
37,2038,Ｓマジカルハロウィン７ＫＵ,441,3305
38,2039,Ｓマジカルハロウィン７ＫＵ,-489,1480
39,2040,Ｓマジカルハロウィン７ＫＵ,-398,615
40,2041,Ｓマジカルハロウィン７ＫＵ,-361,1111
41,2042,Ｓマジカルハロウィン７ＫＵ,549,3267
42,2043,マジカルハロウィン５／ＫＡ,-1549,3675
43,2044,マジカルハロウィン５／ＫＡ,1667,5341
44,2045,マジカルハロウィン５／ＫＡ,-2535,2381
45,2046,パチスロ笑ゥせぇるすまん３ＫＪ,-293,673
46,2047,パチスロ笑ゥせぇるすまん３ＫＪ,-43,137
47,2048,パチスロ笑ゥせぇるすまん３ＫＪ,-80,215
48,2049,パチスロ笑ゥせぇるすまん３ＫＪ,-119,93
49,2050,パチスロ笑ゥせぇるすまん３ＫＪ,-78,93
50,2051,パチスロ笑ゥせぇるすまん３ＫＪ,2344,1100
51,2052,Ｓ喰霊零　運命乱ＪＪ,-260,817
52,2053,Ｓトータル・イクリプス２Ｒ,-1263,1656
53,2054,Ｓ蒼穹のファフナー　ＥＸＯＤＵＳ　ｂＡ,-21,69
54,2055,Ｓリング　恐襲ノ連鎖　ＪＡ,,
55,2056,忍魂暁ノ章／Ａ２,-1563,2447
56,2057,コードギアス反逆のルルーシュＲ２／ＺＸ,-1620,4028
57,2058,ヱヴァンゲリヲン・勝利への願いＳ,855,2494
58,2059,ＳＬＯＴバジリスクⅢＢＥ,-821,3654
59,2060,ＳＬＯＴアカギ／ＤＡ,668,484
60,2061,モンスターハンター狂竜戦線／ＺＳ,-1409,1757
61,2062,パチスロ　涼宮ハルヒＳ,-491,2237
62,2063,パチスロウルトラセブンＫＣ,-787,1575
63,2064,バイオハザードリベレーションズ／ＺＷ,-688,2082
64,2065,獣王　王者の覚醒／ＺＡ,-362,1392
65,2066,Ｓ猛獣王　王者の咆哮ＺＺ,-66,75
66,2067,ＳヱヴァンゲリヲンＡＴ７７７Ｆ,-116,688
67,2068,ＳＡＴ天元突破グレンラガンＹ,-26,1395
68,2069,パチスロ北斗の拳　修羅の国／ＲＦ,-598,614
69,2070,パチスロ北斗の拳　修羅の国／ＲＦ,-32,15
70,2071,パチスロ北斗の拳　修羅の国／ＲＦ,5509,665
71,2072,パチスロ北斗の拳　修羅の国／ＲＦ,1032,1628
72,2073,パチスロ北斗の拳　修羅の国／ＲＦ,-117,79
73,2074,Ｇ１優駿倶楽部／ＫＤ,-1641,1691
74,2075,Ｇ１優駿倶楽部／ＫＤ,-747,770
75,2076,Ｇ１優駿倶楽部／ＫＤ,-1089,2366
76,2077,Ｇ１優駿倶楽部／ＫＤ,-177,197
77,2078,Ｇ１優駿倶楽部／ＫＤ,1701,2266
78,2079,ミリオンゴッド－神々の凱旋－ＢＤ,485,1224
79,2080,ミリオンゴッド－神々の凱旋－ＢＤ,-2015,1429
80,2081,ミリオンゴッド－神々の凱旋－ＢＤ,-3471,2943
81,2082,ミリオンゴッド－神々の凱旋－ＢＤ,5133,1265
82,2083,パチスロゴッドイーターＣＣ,-2966,3287
83,2084,パチスロゴッドイーターＣＣ,-618,3274
84,2085,パチスロリング　ノロイノナノカカンＦＳＢ,-968,938
85,2086,パチスロリング　ノロイノナノカカンＦＳＢ,2649,6947
86,2087,パチスロマクロスフロンティア２Ｇ,-720,2294
87,2088,パチスロマクロスフロンティア２Ｇ,-1316,2147
88,2089,サラリーマン金太郎　出世回胴編ＸＦ,867,3262
89,2090,やじきた道中記乙ＭＤ,542,384
90,2091,やじきた道中記乙ＭＤ,-293,285
91,2092,やじきた道中記乙ＭＤ,3750,2367
92,2093,乙女魂ＪＶ,0,0
93,2094,モンキーターン２ＴＴ,-2381,1811
94,2095,緑ドンＶＩＶＡ２ＭＲ,-1993,3117
95,2096,サムライチャンプルー流転輪廻Ｘ,734,640
96,2097,パチスロバーストエンジェルＥＥ,7025,1941
97,2098,パチスロ　修羅の刻Ａ,2528,4897
98,2099,スーパービンゴネオＭ１,3727,326
99,2100,スーパービンゴネオＭ１,-291,216
100,2101,スーパービンゴネオＭ１,-212,134
101,2102,スーパービンゴネオＭ１,-1085,1022
102,2103,スーパービンゴネオＭ１,0,0
103,2104,スーパービンゴネオＭ１,-1115,815
104,2105,スーパービンゴネオＭ１,-52,29
105,2106,アラジンＡⅡＺＳ,-4362,5234
106,2107,パチスロ鉄拳３ＥＥ,-79,324
107,2108,パチスロ鉄拳３ＥＥ,322,1408
108,2109,戦国コレクション２ＫＳ,-802,1683
109,2110,戦国コレクション２ＫＳ,255,719
110,2111,パチスロ黄門ちゃま喝Ｄ１,1640,3117
111,2112,パチスロ黄門ちゃま喝Ｄ１,-115,775
112,2113,パチスロ黄門ちゃま喝Ｄ１,-1142,3119
113,2114,パチスロ黄門ちゃま喝Ｄ１,-1853,1971
114,2115,パチスロ聖闘士星矢海皇覚醒ＫＨ,-600,1378
115,2116,パチスロ聖闘士星矢海皇覚醒ＫＨ,-422,2074
116,2117,パチスロ聖闘士星矢海皇覚醒ＫＨ,1948,1543
117,2118,パチスロ聖闘士星矢海皇覚醒ＫＨ,263,2964
118,2119,パチスロ聖闘士星矢海皇覚醒ＫＨ,-757,1793
119,2120,パチスロ聖闘士星矢海皇覚醒ＫＨ,1697,1508
120,2121,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-163,105
121,2122,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-42,45
122,2123,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-44,1367
123,2124,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-32,35
124,2125,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-13,29
125,2126,Ｓサラリーマン金太郎～ＭＡＸ～Ｘ２,-46,26
126,2127,政宗２／Ａ５,-1010,1746
127,2128,政宗２／Ａ５,-163,270
128,2129,政宗２／Ａ５,-41,48
129,2130,政宗２／Ａ５,-800,1040
130,2131,Ｓ天下布武４ＨＨ,-1906,3436
131,2132,Ｓ天下布武４ＨＨ,1702,647
132,2133,Ｓ天下布武４ＨＨ,-306,473
133,2134,Ｓ天下布武４ＨＨ,-6,2
134,2135,Ｓ天下布武４ＨＨ,258,5115
135,2136,Ｓルパン三世イタリアの夢Ｈ５,0,0
136,2137,Ｓルパン三世イタリアの夢Ｈ５,0,0
137,2138,Ｓルパン三世イタリアの夢Ｈ５,0,0
138,2139,Ｓルパン三世イタリアの夢Ｈ５,-43,29
139,2140,Ｓルパン三世イタリアの夢Ｈ５,0,0
140,2141,Ｓルパン三世イタリアの夢Ｈ５,1871,654
141,2142,Ｓルパン三世イタリアの夢Ｈ５,0,0
142,2143,Ｓルパン三世イタリアの夢Ｈ５,-115,250
143,2144,Ｓルパン三世イタリアの夢Ｈ５,233,802
144,2145,パチスロ聖闘士星矢海皇覚醒ＫＨ,-531,1038
145,2146,パチスロ聖闘士星矢海皇覚醒ＫＨ,-449,457
146,2147,パチスロ聖闘士星矢海皇覚醒ＫＨ,840,2492
147,2148,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1460,1947
148,2149,パチスロ聖闘士星矢海皇覚醒ＫＨ,-1076,2779
149,2150,パチスロ聖闘士星矢海皇覚醒ＫＨ,39,852
150,2151,パチスロ聖闘士星矢海皇覚醒ＫＨ,482,3898
151,2152,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-651,1058
152,2153,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1074,6051
153,2154,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-401,1287
154,2155,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-402,1547
155,2156,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-837,1632
156,2157,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,724,3278
157,2158,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-137,124
158,2159,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-81,2423
159,2160,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-834,5026
160,2161,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-564,1313
161,2162,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,818,3571
162,2163,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,2900,3943
163,2164,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-2465,2960
164,2165,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-164,6496
165,2166,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-297,1313
166,2167,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-313,7907
167,2168,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-977,5780
168,2169,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,0,0
169,2170,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,5206,7093
170,2171,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-6,32
171,2172,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-43,33
172,2173,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1147,4766
173,2174,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,1694,8005
174,2175,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,224,1092
175,2176,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1168,2556
176,2177,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-757,775
177,2178,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,3160,6039
178,2179,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,512,5240
179,2180,Ｓ　Ｒｅ：ゼロから始める異世界生活Ａ６,-1185,1082
180,2181,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1508,1705
181,2182,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,2251,5610
182,2183,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,1076,4557
183,2184,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-26,18
184,2185,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,847,3313
185,2186,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,421,4071
186,2187,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,-1343,4913
187,2188,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2652,1345
188,2189,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
189,2190,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,262,1703
190,2191,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-476,721
191,2192,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-38,715
192,2193,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,98,937
193,2194,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-265,724
194,2195,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-70,3782
195,2196,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-537,797
196,2197,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,2195,3883
197,2198,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-707,876
198,2199,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-393,481
199,2200,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-127,2995
200,2201,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-277,513
201,2202,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-300,2785
202,2203,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
203,2204,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-223,893
204,2205,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,253,1623
205,2206,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-177,1703
206,2207,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-2,3612
207,2208,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1458,3806
208,2209,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-605,685
209,2210,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-1340,4270
210,2211,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
211,2212,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,404,1376
212,2213,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-219,468
213,2214,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-513,1598
214,2215,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
215,2216,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,704,2016
216,2217,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,485,2287
217,2218,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
218,2219,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-8,5
219,2220,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,965,598
220,2221,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
221,2222,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-717,788
222,2223,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,-996,1541
223,2224,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,0,0
224,2225,Ｓパチスロ北斗の拳ＡＢ　ＸＲ,3889,6757
225,2226,マイジャグラーⅣ／ＫＥ,-524,8789
226,2227,マイジャグラーⅣ／ＫＥ,1684,9385
227,2228,マイジャグラーⅣ／ＫＥ,-740,604
228,2229,マイジャグラーⅣ／ＫＥ,1938,8005
229,2230,マイジャグラーⅣ／ＫＥ,623,5657
230,2231,マイジャグラーⅣ／ＫＥ,-733,3034
231,2232,マイジャグラーⅣ／ＫＥ,-513,723
232,2233,マイジャグラーⅣ／ＫＥ,3572,7680
233,2234,マイジャグラーⅣ／ＫＥ,-490,2366
234,2235,マイジャグラーⅣ／ＫＥ,-174,2525
235,2236,マイジャグラーⅣ／ＫＥ,1718,5867
236,2237,マイジャグラーⅣ／ＫＥ,-21,4527
237,2238,マイジャグラーⅣ／ＫＥ,1894,8389
238,2239,マイジャグラーⅣ／ＫＥ,-815,876
239,2240,マイジャグラーⅣ／ＫＥ,-92,4526
240,2241,マイジャグラーⅣ／ＫＥ,-113,4030
241,2242,マイジャグラーⅣ／ＫＥ,2175,6039
242,2243,マイジャグラーⅣ／ＫＥ,-743,7454
243,2244,マイジャグラーⅣ／ＫＥ,-1038,7536
244,2245,マイジャグラーⅣ／ＫＥ,-828,2598
245,2246,マイジャグラーⅣ／ＫＥ,613,7787
246,2247,マイジャグラーⅣ／ＫＥ,2256,5302
247,2248,マイジャグラーⅣ／ＫＥ,353,5139
248,2249,マイジャグラーⅣ／ＫＥ,596,5742
249,2250,マイジャグラーⅣ／ＫＥ,-341,4092
250,2251,マイジャグラーⅣ／ＫＥ,1096,6238
251,2252,マイジャグラーⅣ／ＫＥ,-1497,2435
252,2253,マイジャグラーⅣ／ＫＥ,366,4301
253,2254,マイジャグラーⅣ／ＫＥ,890,4570
254,2255,マイジャグラーⅣ／ＫＥ,-1577,1763
255,2256,マイジャグラーⅣ／ＫＥ,-1930,6277
256,2257,マイジャグラーⅣ／ＫＥ,-353,1426
257,2258,マイジャグラーⅣ／ＫＥ,-1796,2477
258,2259,マイジャグラーⅣ／ＫＥ,4023,8198
259,2260,マイジャグラーⅣ／ＫＥ,-394,821
260,2261,マイジャグラーⅣ／ＫＥ,-217,6979
261,2262,マイジャグラーⅣ／ＫＥ,-1256,4401
262,2263,マイジャグラー３ＫＤ,-394,1784
263,2264,マイジャグラー３ＫＤ,-728,2077
264,2265,マイジャグラー３ＫＤ,-776,1747
265,2266,マイジャグラー３ＫＤ,-650,6525
266,2267,マイジャグラー３ＫＤ,-672,819
267,2268,マイジャグラー３ＫＤ,471,1543
268,2269,マイジャグラー３ＫＤ,-371,1509
269,2270,ゴーゴージャグラー２／ＫＤ,-383,4890
270,2271,ゴーゴージャグラー２／ＫＤ,-587,3491
271,2272,ゴーゴージャグラー２／ＫＤ,2908,6173
272,2273,ゴーゴージャグラー２／ＫＤ,-331,1142
273,2274,ゴーゴージャグラーＫＫ,-313,1277
274,2275,ゴーゴージャグラーＫＫ,-77,593
275,2276,ゴーゴージャグラーＫＫ,785,6855
276,2277,ゴーゴージャグラーＫＫ,-85,46
277,2278,ゴーゴージャグラーＫＫ,2500,6438
278,2279,ゴーゴージャグラーＫＫ,-256,1238
279,2280,ゴーゴージャグラーＫＫ,-382,508
280,2281,ゴーゴージャグラーＫＫ,1074,5149
281,2282,ゴーゴージャグラーＫＫ,-1278,3393
282,2283,ゴーゴージャグラーＫＫ,753,4889
283,2284,ゴーゴージャグラーＫＫ,-761,555
284,2285,ゴーゴージャグラーＫＫ,489,3153
285,2286,ゴーゴージャグラーＫＫ,-1181,3359
286,2287,ゴーゴージャグラーＫＫ,186,509
287,2288,ゴーゴージャグラーＫＫ,1838,4564
288,2289,ゴーゴージャグラーＫＫ,-224,146
289,2290,ゴーゴージャグラー２／ＫＤ,1511,6291
290,2291,ゴーゴージャグラー２／ＫＤ,-570,764
291,2292,ゴーゴージャグラー２／ＫＤ,-438,1564
292,2293,ゴーゴージャグラー２／ＫＤ,-442,515
293,2294,ゴーゴージャグラー２／ＫＤ,-428,6070
294,2295,マイジャグラー３ＫＤ,4395,6617
295,2296,マイジャグラー３ＫＤ,-184,418
296,2297,マイジャグラー３ＫＤ,3096,6381
297,2298,マイジャグラー３ＫＤ,-540,1903
298,2299,マイジャグラー３ＫＤ,-449,3382
299,2300,マイジャグラーⅣ／ＫＥ,-1416,1698
300,2301,マイジャグラーⅣ／ＫＥ,-944,5858
301,2302,スーパーミラクルジャグラー／ＫＵ,1561,6787
302,2303,スーパーミラクルジャグラー／ＫＵ,2282,5072
303,2304,スーパーミラクルジャグラー／ＫＵ,283,3714
304,2305,スーパーミラクルジャグラー／ＫＵ,3023,4031
305,2306,スーパーミラクルジャグラー／ＫＵ,-968,805
306,2307,アイムジャグラーＥＸアニバーサリー／ＫＫ,489,6870
307,2308,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-157,895
308,2309,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-314,2367
309,2310,アイムジャグラーＥＸ－ＡＥ／ＫＴ,241,3665
310,2311,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-526,1457
311,2312,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-805,911
312,2313,アイムジャグラーＥＸ－ＡＥ／ＫＴ,631,3105
313,2314,アイムジャグラーＥＸ－ＡＥ／ＫＴ,495,1484
314,2315,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-621,2588
315,2316,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1008,1868
316,2317,アイムジャグラーＥＸ－ＡＥ／ＫＴ,98,2863
317,2318,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-437,291
318,2319,ゴーゴージャグラーＫＫ,1131,5263
319,2320,ゴーゴージャグラーＫＫ,-143,136
320,2321,ゴーゴージャグラーＫＫ,-1311,2308
321,2322,ゴーゴージャグラーＫＫ,1935,7096
322,2323,ゴーゴージャグラーＫＫ,-435,633
323,2324,ゴーゴージャグラーＫＫ,-293,3410
324,2325,アイムジャグラーＥＸ－ＡＥ／ＫＴ,191,1079
325,2326,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-601,1011
326,2327,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1874,5621
327,2328,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-456,292
328,2329,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1639,3578
329,2330,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1061,3229
330,2331,アイムジャグラーＥＸ－ＡＥ／ＫＴ,1267,2660
331,2332,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-353,1406
332,2333,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1324,4089
333,2334,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-1556,3056
334,2335,アイムジャグラーＥＸ－ＡＥ／ＫＴ,-615,1575
335,2336,アイムジャグラーＥＸアニバーサリー／ＫＫ,-1361,2300
336,2337,スーパーミラクルジャグラー／ＫＵ,-106,4151
337,2338,スーパーミラクルジャグラー／ＫＵ,1271,3467
338,2339,スーパーミラクルジャグラー／ＫＵ,-500,1424
339,2340,スーパーミラクルジャグラー／ＫＵ,-214,5148
340,2341,スーパーミラクルジャグラー／ＫＵ,483,6180
341,2342,ディスクアップ／ＺＳ,-1186,1989
342,2343,ディスクアップ／ＺＳ,87,5919
343,2344,ディスクアップ／ＺＳ,-113,244
344,2345,ディスクアップ／ＺＳ,1796,2490
345,2346,ディスクアップ／ＺＳ,-902,785
346,2347,ディスクアップ／ＺＳ,3180,5961
347,2348,ディスクアップ／ＺＳ,-407,1148
348,2349,ディスクアップ／ＺＳ,-292,1634
349,2350,ディスクアップ／ＺＳ,820,3674
350,2351,アレックスＡＥ,-150,93
351,2352,ディスクアップ／ＺＳ,-787,951
352,2353,アレックスＡＥ,-397,993
353,2354,ディスクアップ／ＺＳ,-1484,3547
354,2355,アレックスＡＥ,-904,961
355,2356,ディスクアップ／ＺＳ,-188,91
356,2357,ニューパルサーＳＰ２／ＤＤ,340,652
357,2358,ディスクアップ／ＺＳ,-424,4687
358,2359,クランキーセレブレーションＣＥ,-970,1110
359,2360,ディスクアップ／ＺＳ,5041,7128
360,2361,バイオイントゥザパニック／ＺＡ,112,5813
361,2362,リノＮＧＴＣＣ,-64,1199
362,2363,リノＮＧＴＣＣ,0,0
363,2364,リノＮＧＴＣＣ,-1055,1012
364,2365,リノＮＧＴＣＣ,1770,387
365,2366,リノＮＧＴＣＣ,-26,718
366,2367,リノＮＧＴＣＣ,-1915,1475
367,2368,ディスクアップ／ＺＳ,-214,129
368,2369,ディスクアップ／ＺＳ,6589,6151
369,2370,アレックスＡＥ,-140,80
370,2371,ディスクアップ／ＺＳ,183,546
371,2372,アレックスＡＥ,707,1711
372,2373,ディスクアップ／ＺＳ,-872,2113
373,2374,ディスクアップ／ＺＳ,-1063,1344
374,2375,ディスクアップ／ＺＳ,553,6138
375,2376,ディスクアップ／ＺＳ,204,524
376,2377,ディスクアップ／ＺＳ,762,5346
377,2378,ディスクアップ／ＺＳ,-164,264
378,2379,ディスクアップ／ＺＳ,1120,3506
379,2380,ディスクアップ／ＺＳ,-2080,3988
380,2381,ディスクアップ／ＺＳ,2237,2403
381,2382,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,2285,8676
382,2383,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,4463,8001
383,2384,ダンまち／ＫＴ,0,0
384,2385,ダンまち／ＫＴ,-146,121
385,2386,ダンまち／ＫＴ,-44,32
386,2387,これはゾンビですか／ＫＡ,36,1796
387,2388,バーサスＳＥ,-599,2624
388,2389,バーサスＳＥ,-249,1692
389,2390,バーサスＳＥ,-336,1065
390,2391,バーサスＳＥ,1894,3066
391,2392,バーサスＳＥ,810,1634
392,2393,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-1089,713
393,2394,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-366,1904
394,2395,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-586,1305
395,2396,Ｓ闘魂継承アントニオ猪木Ｌ３,-4,9
396,2397,Ｓ闘魂継承アントニオ猪木Ｌ３,0,0
397,2398,Ｓ闘魂継承アントニオ猪木Ｌ３,0,0
398,2399,Ｓ呪怨　再誕ＡＴ　ＦＣ,-1440,3733
399,2400,Ｓパチスロ鉄拳４ＣＣ,-170,320
400,2401,Ｓパチスロ鉄拳４ＣＣ,-13,1201
401,2402,Ｓ／ドンちゃん２／ＤＣ,1067,2548
402,2403,Ｓ／ドンちゃん２／ＤＣ,102,523
403,2404,Ｓ／ドンちゃん２／ＤＣ,31,624
404,2405,Ｓ／ドンちゃん２／ＤＣ,-45,1843
405,2406,ハナビＢＨＳ２,-337,665
406,2407,ハナビＢＨＳ２,-693,4283
407,2408,ハナビＢＨＳ２,-112,531
408,2409,ハナビＢＨＳ２,-463,2105
409,2410,ハナビＢＨＳ２,-194,512
410,2411,ハナビＢＨＳ２,26,5870
411,2412,ハナビＢＨＳ２,-240,553
412,2413,ハナビＢＨＳ２,1737,5147
413,2414,ハナビ２ＨＡ,-74,27
414,2415,ハナビ２ＨＡ,2371,4877
415,2416,ハナビ２ＨＡ,-245,330
416,2417,ハナビ２ＨＡ,-1016,1594
417,2418,熊酒場２／ＮＣ,-170,490
418,2419,パチスロマッハＧｏＧｏＧｏ　Ａ,-519,4281
419,2420,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,-367,1096
420,2421,３×３ＥＹＥＳ／Ａ７,0,0
421,2422,沖ドキ！ＬＬ,-395,3166
422,2423,沖ドキ！ＬＬ,748,1588
423,2424,沖ドキ！ＬＬ,-4527,3969
424,2425,沖ドキ！ＬＬ,-1446,2676
425,2426,沖ドキ！ＬＬ,2511,1996
